username,comment,rating,likes,create_time
o*****e,"Fitur Terbaik:ok
Sepadan dengan Harga:ok

Moga lancar n sukses
Order yg kesekian kali
Pokoknya Mantab
Amanah",5,2,1752906985
galenalvian,"Fungsi:normal
Fitur:mantap

mantap brokk udah 2 kali beli di toko ini tidak mengecewakan, produk berfungsi normal brokk, harganya juga murahh 🔥🔥🔥😋😋",5,7,1765095708
y*****e,"Fitur Terbaik:16 gb
Sepadan dengan Harga:yes

sudah terpasang tanpa kendala di asus x555ba, puas beli memori di toko ini",5,4,1752397445
f*****y,Barang sudah diterima dengan aman. Barang sesuai dengan deskripsi. Pengemasan dan Pengiriman cepat. Terima kasih....,5,26,1763506341
n*****8,"Garansi:bergaransi
Fungsi:berfungsi normal
Fitur:DDR4

Sesuai deskripsi & gambar, spec sesuai  yg dipesan. terima dlm keadaan tersegel dan bergaransi. dalam packing yg aman.
thx seller (recommended).",5,0,1751113568
m*****9,"jooooos gan bisa lancar jaya 
thank u 🙏 the best penjula ramah 
biar bintang yg bicara",5,4,1747057941
adhitya_budi,"Fungsi:Berfungsi terbaca semua

DDR4 16GB x2 terbaca semua 👍🏼",5,2,1759233008
teukuhanifjuliansyah,"berfungsi sangat baik..
dari 4 gb menjaid 20 gb.. 
terimakasih ... bg...",5,2,1759715662
martenkiddie,"Fungsi:beroperasi dengan baik
Garansi:produk dilengkapi dengan garansi resmi
Fitur:good

Semoga awet.. gak ada kendala",5,0,1747919073
inspirat.deddy,"Fungsi:baik
Garansi:garansi
Pengalaman:lancar

Sudah dua kali beli Sodim DDR4 disini, harga sangat affordable, pengiriman super cepat, seller sigap. Thank you, good job.",5,1,1761916797
balqis_n,"Garansi:ya
Kinerja:normal
Fitur:ya

Mantap terbaca semua, semoga awet.
Laptop Lenovo Ideapad 130 14ast AMD A4 9125, ram awal 4gb upgrade Langsung ke 16GB",5,3,1750861187
