username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count
mtakrip,"Paket telah diterima sesuai pesanan, cpu gaming core i5 2 fan RGB, ram 16gb SSD 256gb hd 500gb. Semoga awet dan tidak bermasalah. Terima kasih seller. 👍",5,59,1765883802,paket telah diterima sesuai pesanan cpu gaming core i5 2 fan rgb ram 16gb ssd 256gb hd 500gb semoga awet dan tidak bermasalah terima kasih seller,paket telah diterima sesuai pesanan cpu gaming core i5 2 fan rgb ram 16gb ssd 256gb hd 500gb semoga awet dan tidak bermasalah terima kasih seller,26
stylle_bwx1,"Fungsi:sangat baik
Desain:kerean abiss
Spesifikasi:perfect

Admin fastrepon banget
Semoga semakin laris kak.trimskasih",5,43,1765286294,fungsi sangat baik desain kerean abiss spesifikasi perfect admin fastrepon banget semoga semakin laris kak trimskasih,fungsi sangat baik desain kerean abiss spesifikasi perfect admin fastrepon banget semoga semakin laris kak trimskasih,16
f*****7,CPU Gaming Editing Core i5 RAM 4Gb  + ssd 128Gb. Paket sudah diterima dengan baik. Semoga bermanfaat dan awet. Hanya saja paket file game tidak disertakan..,5,16,1764928228,cpu gaming editing core i5 ram 4gb ssd 128gb paket sudah diterima dengan baik semoga bermanfaat dan awet hanya saja paket file game tidak disertakan,cpu gaming editing core i5 ram 4gb ssd 128gb paket sudah diterima dengan baik semoga bermanfaat dan awet hanya saja paket file game tidak disertakan,25
samuel_fernandez,"Fungsi:ok
Desain:ok
Spesifikasi:core i5

Barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan Sudah Dicoba ya Mantap cepat",5,11,1763446521,fungsi ok desain ok spesifikasi core i5 barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan sudah dicoba ya mantap cepat,fungsi ok desain ok spesifikasi core i5 barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan sudah dicoba ya mantap cepat,24
haydarhamdany,"Desain:sesuai
Fungsi:baik semoga bajk terus
Spesifikasi:sesuai",5,12,1764432488,desain sesuai fungsi baik semoga bajk terus spesifikasi sesuai,desain sesuai fungsi baik semoga bajk terus spesifikasi sesuai,9
y*****y,"Fitur Terbaik:yes
Sepadan dengan Harga:good

Seauai pesanan, casing gaming rgb, motheboard h61 ram 8 gb ssd 256..sesuai diskripsi.. amanah.. Goodjob. Nexttimes bs order lagi.. recomended seller..",5,16,1765838562,fitur terbaik yes sepadan dengan harga good seauai pesanan casing gaming rgb motheboard h61 ram 8 gb ssd 256 sesuai diskripsi amanah goodjob nexttimes bs order lagi recomended seller,fitur terbaik yes sepadan dengan harga good seauai pesanan casing gaming rgb motheboard h61 ram 8 gb ssd 256 sesuai diskripsi amanah goodjob nexttimes bs order lagi recomended seller,29
mg270985,"Barang sudah di Terima dg baik, packing rapi, barang 100% baru dan dapat bonus wifi .. Mantap... Good seller, kedepan nya order lgi di toko ini..",5,22,1764831557,barang sudah di terima dg baik packing rapi barang 100 baru dan dapat bonus wifi mantap good seller kedepan nya order lgi di toko ini,barang sudah di terima dg baik packing rapi barang 100 baru dan dapat bonus wifi mantap good seller kedepan nya order lgi di toko ini,25
nestvape,"Fungsi:berfungsi dengan baik
Desain:menarik

Pengiriman cepat recomend seller mudah 2an Awet",5,27,1765467548,fungsi berfungsi dengan baik desain menarik pengiriman cepat recomend seller mudah 2an awet,fungsi berfungsi dengan baik desain menarik pengiriman cepat recomend seller mudah 2an awet,13
afnancellular,"Desain:mantap
Fungsi:sesuai

Baru sekali order pelayanan ny bagus. Gak nyesel beli di sini fast respon. Makasih kak",5,0,1763440452,desain mantap fungsi sesuai baru sekali order pelayanan ny bagus gak nyesel beli di sini fast respon makasih kak,desain mantap fungsi sesuai baru sekali order pelayanan ny bagus gak nyesel beli di sini fast respon makasih kak,19
zainurialadhim,"Desain:lumayan
Fungsi:baik

Sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya",5,4,1764546091,desain lumayan fungsi baik sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya,desain lumayan fungsi baik sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya,23
o*****v,"Fungsi:berfungsi
Desain:baguss

Sangaaaatttt bagussss mantaappppp rapih dann  cakepppp trimakasihhh sellleeerrr",5,4,1765517682,fungsi berfungsi desain baguss sangaaaatttt bagussss mantaappppp rapih dann cakepppp trimakasihhh sellleeerrr,fungsi berfungsi desain baguss sangaaaatttt bagussss mantaappppp rapih dann cakepppp trimakasihhh sellleeerrr,12
bahrulyahya,"Puas sekali gan, dari bandung ke kediri 3 hari langsung sampai. Produknya tidak mengecewakan 🥰.
Seneng banget, terimakasih",5,5,1764044881,puas sekali gan dari bandung ke kediri 3 hari langsung sampai produknya tidak mengecewakan seneng banget terimakasih,puas sekali gan dari bandung ke kediri 3 hari langsung sampai produknya tidak mengecewakan seneng banget terimakasih,17
azzam_azzan,"Fungsi:beroperasi dengan baik
Desain:desain bagus menarik

Buat game,buat edit vide",5,11,1764259799,fungsi beroperasi dengan baik desain desain bagus menarik buat game buat edit vide,fungsi beroperasi dengan baik desain desain bagus menarik buat game buat edit vide,13
z*****k,"Fungsi:Belum di coba
Desain:Menarik

Work it...kalau di lihat dari packing'nya niat bgt sih..sudah di rakit dengan rapih, box/bungkus juga ikut dibawakan..saya rasa ini amanah 100%, mudah""an no kendala, no minus..buat tokonya lancar terus usahanya 👌",5,13,1764259802,fungsi belum di coba desain menarik work it kalau di lihat dari packing nya niat bgt sih sudah di rakit dengan rapih box bungkus juga ikut dibawakan saya rasa ini amanah 100 mudah an no kendala no minus buat tokonya lancar terus usahanya,fungsi belum di coba desain menarik work it kalau di lihat dari packing nya niat bgt sih sudah di rakit dengan rapih box bungkus juga ikut dibawakan saya rasa ini amanah 100 mudah an no kendala no minus buat tokonya lancar terus usahanya,43
m.irsyadoffial,"Desain:bagus
Fungsi:berkerja sangat baik
Kegunaan:kenceng sesuai deskripsi ya aku older",5,2,1763886335,desain bagus fungsi berkerja sangat baik kegunaan kenceng sesuai deskripsi ya aku older,desain bagus fungsi berkerja sangat baik kegunaan kenceng sesuai deskripsi ya aku older,13
k*****t,"Fungsi:beroperasi dengan baik
Desain:menarik

Sesuai dengan deskripsi semoga awet",5,9,1765208425,fungsi beroperasi dengan baik desain menarik sesuai dengan deskripsi semoga awet,fungsi beroperasi dengan baik desain menarik sesuai dengan deskripsi semoga awet,11
miftah444,"Desain:keren ky aquarium
Fungsi:fast

Baik n cepet ya mudah2 awettttttttttttttttt aja sh",5,2,1763480712,desain keren ky aquarium fungsi fast baik n cepet ya mudah2 awettttttttttttttttt aja sh,desain keren ky aquarium fungsi fast baik n cepet ya mudah2 awettttttttttttttttt aja sh,14
azimaanum,"Fungsi:mantap, tokonya amanah
Desain:pokoknya untung banget kalo belanja ditoko ini
Kegunaan:sangat memuaskan, moga lancar dan barokah, amin",5,4,1763442071,fungsi mantap tokonya amanah desain pokoknya untung banget kalo belanja ditoko ini kegunaan sangat memuaskan moga lancar dan barokah amin,fungsi mantap tokonya amanah desain pokoknya untung banget kalo belanja ditoko ini kegunaan sangat memuaskan moga lancar dan barokah amin,20
z*****8,"Fungsi:sesuai dengan deskripsi
Desain:mini",5,15,1765517716,fungsi sesuai dengan deskripsi desain mini,fungsi sesuai dengan deskripsi desain mini,6
rohmad.imam.saputro,"pelayanan gercep, baik, ramah. fast respon, terbaik pokoke.
sukses selalu om, sehat, lancar, berkah barokah.
matur suwun (Terima kasih)",5,0,1763441506,pelayanan gercep baik ramah fast respon terbaik pokoke sukses selalu om sehat lancar berkah barokah matur suwun terima kasih,pelayanan gercep baik ramah fast respon terbaik pokoke sukses selalu om sehat lancar berkah barokah matur suwun terima kasih,19
c*****x,"Fungsi:work itu banget
Desain:mewah
Spesifikasi:sesuai dengan harapan

Alhamdulillah pesanan saya telah sampai dengan selamat terimakasih seller sesuai dengan deskripsi dan work it 
Buat yg mau beli komputer jangan ragu di toko ini",5,13,1763446259,fungsi work itu banget desain mewah spesifikasi sesuai dengan harapan alhamdulillah pesanan saya telah sampai dengan selamat terimakasih seller sesuai dengan deskripsi dan work it buat yg mau beli komputer jangan ragu di toko ini,fungsi work itu banget desain mewah spesifikasi sesuai dengan harapan alhamdulillah pesanan saya telah sampai dengan selamat terimakasih seller sesuai dengan deskripsi dan work it buat yg mau beli komputer jangan ragu di toko ini,35
ainulyaqin175,Alhamdulillah berfungsi dengan baik pengiriman rapi dan tidak ada kerusakan apa pun amanah,5,0,1764453774,alhamdulillah berfungsi dengan baik pengiriman rapi dan tidak ada kerusakan apa pun amanah,alhamdulillah berfungsi dengan baik pengiriman rapi dan tidak ada kerusakan apa pun amanah,13
angga_wahyudi,"Fungsi:bekerja dngan baik
Desain:menarik

Toko amanah sesuai pesanan",5,2,1764436319,fungsi bekerja dngan baik desain menarik toko amanah sesuai pesanan,fungsi bekerja dngan baik desain menarik toko amanah sesuai pesanan,10
risaalawiah177,"Bagus sesuai harga, sayang bonus doogle wifi nya ga nyala. Tp GPP..",5,2,1763446712,bagus sesuai harga sayang bonus doogle wifi nya ga nyala tp gpp,bagus sesuai harga sayang bonus doogle wifi nya ga nyala tp gpp,12
