username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
mtakrip,"Paket telah diterima sesuai pesanan, cpu gaming core i5 2 fan RGB, ram 16gb SSD 256gb hd 500gb. Semoga awet dan tidak bermasalah. Terima kasih seller. 👍",5,59,1765883802,paket telah diterima sesuai pesanan cpu gaming core i5 2 fan rgb ram 16gb ssd 256gb hd 500gb semoga awet dan tidak bermasalah terima kasih seller,paket telah diterima sesuai pesanan cpu gaming core i5 2 fan rgb ram 16gb ssd 256gb hd 500gb semoga awet dan tidak bermasalah terima kasih seller,26,neutral,0.55,145,0.020689655172413793,0.0,0.0,0.0,0.005172413793103448,0
stylle_bwx1,"Fungsi:sangat baik
Desain:kerean abiss
Spesifikasi:perfect

Admin fastrepon banget
Semoga semakin laris kak.trimskasih",5,43,1765286294,fungsi sangat baik desain kerean abiss spesifikasi perfect admin fastrepon banget semoga semakin laris kak trimskasih,fungsi sangat baik desain kerean abiss spesifikasi perfect admin fastrepon banget semoga semakin laris kak trimskasih,16,neutral,0.55,117,0.008547008547008548,0.0,0.0,0.0,0.002136752136752137,0
f*****7,CPU Gaming Editing Core i5 RAM 4Gb  + ssd 128Gb. Paket sudah diterima dengan baik. Semoga bermanfaat dan awet. Hanya saja paket file game tidak disertakan..,5,16,1764928228,cpu gaming editing core i5 ram 4gb ssd 128gb paket sudah diterima dengan baik semoga bermanfaat dan awet hanya saja paket file game tidak disertakan,cpu gaming editing core i5 ram 4gb ssd 128gb paket sudah diterima dengan baik semoga bermanfaat dan awet hanya saja paket file game tidak disertakan,25,negative,0.75,148,0.013513513513513514,0.08,0.0,1.0,0.2233783783783784,0
samuel_fernandez,"Fungsi:ok
Desain:ok
Spesifikasi:core i5

Barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan Sudah Dicoba ya Mantap cepat",5,11,1763446521,fungsi ok desain ok spesifikasi core i5 barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan sudah dicoba ya mantap cepat,fungsi ok desain ok spesifikasi core i5 barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan sudah dicoba ya mantap cepat,24,positive,0.75,144,0.0,0.25,0.0,0.0,0.0625,0
haydarhamdany,"Desain:sesuai
Fungsi:baik semoga bajk terus
Spesifikasi:sesuai",5,12,1764432488,desain sesuai fungsi baik semoga bajk terus spesifikasi sesuai,desain sesuai fungsi baik semoga bajk terus spesifikasi sesuai,9,positive,0.75,62,0.0,0.2222222222222222,0.0,0.0,0.05555555555555555,0
y*****y,"Fitur Terbaik:yes
Sepadan dengan Harga:good

Seauai pesanan, casing gaming rgb, motheboard h61 ram 8 gb ssd 256..sesuai diskripsi.. amanah.. Goodjob. Nexttimes bs order lagi.. recomended seller..",5,16,1765838562,fitur terbaik yes sepadan dengan harga good seauai pesanan casing gaming rgb motheboard h61 ram 8 gb ssd 256 sesuai diskripsi amanah goodjob nexttimes bs order lagi recomended seller,fitur terbaik yes sepadan dengan harga good seauai pesanan casing gaming rgb motheboard h61 ram 8 gb ssd 256 sesuai diskripsi amanah goodjob nexttimes bs order lagi recomended seller,29,positive,0.75,182,0.027472527472527472,0.0,0.0,0.0,0.006868131868131868,0
mg270985,"Barang sudah di Terima dg baik, packing rapi, barang 100% baru dan dapat bonus wifi .. Mantap... Good seller, kedepan nya order lgi di toko ini..",5,22,1764831557,barang sudah di terima dg baik packing rapi barang 100 baru dan dapat bonus wifi mantap good seller kedepan nya order lgi di toko ini,barang sudah di terima dg baik packing rapi barang 100 baru dan dapat bonus wifi mantap good seller kedepan nya order lgi di toko ini,25,positive,0.75,133,0.022556390977443608,0.16,0.0,0.0,0.0456390977443609,0
nestvape,"Fungsi:berfungsi dengan baik
Desain:menarik

Pengiriman cepat recomend seller mudah 2an Awet",5,27,1765467548,fungsi berfungsi dengan baik desain menarik pengiriman cepat recomend seller mudah 2an awet,fungsi berfungsi dengan baik desain menarik pengiriman cepat recomend seller mudah 2an awet,13,positive,0.75,91,0.01098901098901099,0.0,0.0,0.0,0.0027472527472527475,0
afnancellular,"Desain:mantap
Fungsi:sesuai

Baru sekali order pelayanan ny bagus. Gak nyesel beli di sini fast respon. Makasih kak",5,0,1763440452,desain mantap fungsi sesuai baru sekali order pelayanan ny bagus gak nyesel beli di sini fast respon makasih kak,desain mantap fungsi sesuai baru sekali order pelayanan ny bagus gak nyesel beli di sini fast respon makasih kak,19,positive,0.75,112,0.0,0.0,0.0,0.0,0.0,0
zainurialadhim,"Desain:lumayan
Fungsi:baik

Sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya",5,4,1764546091,desain lumayan fungsi baik sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya,desain lumayan fungsi baik sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya,23,positive,0.75,150,0.006666666666666667,0.0,0.0,0.0,0.0016666666666666668,0
o*****v,"Fungsi:berfungsi
Desain:baguss

Sangaaaatttt bagussss mantaappppp rapih dann  cakepppp trimakasihhh sellleeerrr",5,4,1765517682,fungsi berfungsi desain baguss sangaaaatttt bagussss mantaappppp rapih dann cakepppp trimakasihhh sellleeerrr,fungsi berfungsi desain baguss sangaaaatttt bagussss mantaappppp rapih dann cakepppp trimakasihhh sellleeerrr,12,neutral,0.55,109,0.24770642201834864,0.0,0.0,0.0,0.06192660550458716,0
bahrulyahya,"Puas sekali gan, dari bandung ke kediri 3 hari langsung sampai. Produknya tidak mengecewakan 🥰.
Seneng banget, terimakasih",5,5,1764044881,puas sekali gan dari bandung ke kediri 3 hari langsung sampai produknya tidak mengecewakan seneng banget terimakasih,puas sekali gan dari bandung ke kediri 3 hari langsung sampai produknya tidak mengecewakan seneng banget terimakasih,17,negative,0.75,116,0.0,0.0,0.0,1.0,0.2,0
azzam_azzan,"Fungsi:beroperasi dengan baik
Desain:desain bagus menarik

Buat game,buat edit vide",5,11,1764259799,fungsi beroperasi dengan baik desain desain bagus menarik buat game buat edit vide,fungsi beroperasi dengan baik desain desain bagus menarik buat game buat edit vide,13,positive,0.75,82,0.0,0.3076923076923077,0.0,0.0,0.07692307692307693,0
