username,comment,rating,likes,create_time,comment_clean
mtakrip,"Paket telah diterima sesuai pesanan, cpu gaming core i5 2 fan RGB, ram 16gb SSD 256gb hd 500gb. Semoga awet dan tidak bermasalah. Terima kasih seller. 👍",5,59,1765883802,paket telah diterima sesuai pesanan cpu gaming core i5 2 fan rgb ram 16gb ssd 256gb hd 500gb semoga awet dan tidak bermasalah terima kasih seller
stylle_bwx1,"Fungsi:sangat baik
Desain:kerean abiss
Spesifikasi:perfect

Admin fastrepon banget
Semoga semakin laris kak.trimskasih",5,43,1765286294,fungsi sangat baik desain kerean abiss spesifikasi perfect admin fastrepon banget semoga semakin laris kak trimskasih
f*****7,CPU Gaming Editing Core i5 RAM 4Gb  + ssd 128Gb. Paket sudah diterima dengan baik. Semoga bermanfaat dan awet. Hanya saja paket file game tidak disertakan..,5,16,1764928228,cpu gaming editing core i5 ram 4gb ssd 128gb paket sudah diterima dengan baik semoga bermanfaat dan awet hanya saja paket file game tidak disertakan
samuel_fernandez,"Fungsi:ok
Desain:ok
Spesifikasi:core i5

Barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan Sudah Dicoba ya Mantap cepat",5,11,1763446521,fungsi ok desain ok spesifikasi core i5 barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan sudah dicoba ya mantap cepat
haydarhamdany,"Desain:sesuai
Fungsi:baik semoga bajk terus
Spesifikasi:sesuai",5,12,1764432488,desain sesuai fungsi baik semoga bajk terus spesifikasi sesuai
y*****y,"Fitur Terbaik:yes
Sepadan dengan Harga:good

Seauai pesanan, casing gaming rgb, motheboard h61 ram 8 gb ssd 256..sesuai diskripsi.. amanah.. Goodjob. Nexttimes bs order lagi.. recomended seller..",5,16,1765838562,fitur terbaik yes sepadan dengan harga good seauai pesanan casing gaming rgb motheboard h61 ram 8 gb ssd 256 sesuai diskripsi amanah goodjob nexttimes bs order lagi recomended seller
mg270985,"Barang sudah di Terima dg baik, packing rapi, barang 100% baru dan dapat bonus wifi .. Mantap... Good seller, kedepan nya order lgi di toko ini..",5,22,1764831557,barang sudah di terima dg baik packing rapi barang 100 baru dan dapat bonus wifi mantap good seller kedepan nya order lgi di toko ini
nestvape,"Fungsi:berfungsi dengan baik
Desain:menarik

Pengiriman cepat recomend seller mudah 2an Awet",5,27,1765467548,fungsi berfungsi dengan baik desain menarik pengiriman cepat recomend seller mudah 2an awet
afnancellular,"Desain:mantap
Fungsi:sesuai

Baru sekali order pelayanan ny bagus. Gak nyesel beli di sini fast respon. Makasih kak",5,0,1763440452,desain mantap fungsi sesuai baru sekali order pelayanan ny bagus gak nyesel beli di sini fast respon makasih kak
zainurialadhim,"Desain:lumayan
Fungsi:baik

Sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya",5,4,1764546091,desain lumayan fungsi baik sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya
o*****v,"Fungsi:berfungsi
Desain:baguss

Sangaaaatttt bagussss mantaappppp rapih dann  cakepppp trimakasihhh sellleeerrr",5,4,1765517682,fungsi berfungsi desain baguss sangaaaatttt bagussss mantaappppp rapih dann cakepppp trimakasihhh sellleeerrr
bahrulyahya,"Puas sekali gan, dari bandung ke kediri 3 hari langsung sampai. Produknya tidak mengecewakan 🥰.
Seneng banget, terimakasih",5,5,1764044881,puas sekali gan dari bandung ke kediri 3 hari langsung sampai produknya tidak mengecewakan seneng banget terimakasih
