username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred,trust_score
mtakrip,"Paket telah diterima sesuai pesanan, cpu gaming core i5 2 fan RGB, ram 16gb SSD 256gb hd 500gb. Semoga awet dan tidak bermasalah. Terima kasih seller. 👍",5.0,59.0,1765883802,paket telah diterima sesuai pesanan cpu gaming core i5 2 fan rgb ram 16gb ssd 256gb hd 500gb semoga awet dan tidak bermasalah terima kasih seller,paket telah diterima sesuai pesanan cpu gaming core i5 2 fan rgb ram 16gb ssd 256gb hd 500gb semoga awet dan tidak bermasalah terima kasih seller,26,neutral,0.55,145,0.0206896551724137,0.0,0.0,0.0,0.0051724137931034,0,69.84
stylle_bwx1,"Fungsi:sangat baik
Desain:kerean abiss
Spesifikasi:perfect

Admin fastrepon banget
Semoga semakin laris kak.trimskasih",5.0,43.0,1765286294,fungsi sangat baik desain kerean abiss spesifikasi perfect admin fastrepon banget semoga semakin laris kak trimskasih,fungsi sangat baik desain kerean abiss spesifikasi perfect admin fastrepon banget semoga semakin laris kak trimskasih,16,neutral,0.55,117,0.0085470085470085,0.0,0.0,0.0,0.0021367521367521,0,69.68
f*****7,CPU Gaming Editing Core i5 RAM 4Gb  + ssd 128Gb. Paket sudah diterima dengan baik. Semoga bermanfaat dan awet. Hanya saja paket file game tidak disertakan..,5.0,16.0,1764928228,cpu gaming editing core i5 ram 4gb ssd 128gb paket sudah diterima dengan baik semoga bermanfaat dan awet hanya saja paket file game tidak disertakan,cpu gaming editing core i5 ram 4gb ssd 128gb paket sudah diterima dengan baik semoga bermanfaat dan awet hanya saja paket file game tidak disertakan,25,negative,0.75,148,0.0135135135135135,0.08,0.0,1.0,0.2233783783783784,0,33.55
samuel_fernandez,"Fungsi:ok
Desain:ok
Spesifikasi:core i5

Barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan Sudah Dicoba ya Mantap cepat",5.0,11.0,1763446521,fungsi ok desain ok spesifikasi core i5 barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan sudah dicoba ya mantap cepat,fungsi ok desain ok spesifikasi core i5 barang telah sampai dan telah kami terima dengan baik barang sesuai pesanan sudah dicoba ya mantap cepat,24,positive,0.75,144,0.0,0.25,0.0,0.0,0.0625,0,91.59
haydarhamdany,"Desain:sesuai
Fungsi:baik semoga bajk terus
Spesifikasi:sesuai",5.0,12.0,1764432488,desain sesuai fungsi baik semoga bajk terus spesifikasi sesuai,desain sesuai fungsi baik semoga bajk terus spesifikasi sesuai,9,positive,0.75,62,0.0,0.2222222222222222,0.0,0.0,0.0555555555555555,0,92.41
y*****y,"Fitur Terbaik:yes
Sepadan dengan Harga:good

Seauai pesanan, casing gaming rgb, motheboard h61 ram 8 gb ssd 256..sesuai diskripsi.. amanah.. Goodjob. Nexttimes bs order lagi.. recomended seller..",5.0,16.0,1765838562,fitur terbaik yes sepadan dengan harga good seauai pesanan casing gaming rgb motheboard h61 ram 8 gb ssd 256 sesuai diskripsi amanah goodjob nexttimes bs order lagi recomended seller,fitur terbaik yes sepadan dengan harga good seauai pesanan casing gaming rgb motheboard h61 ram 8 gb ssd 256 sesuai diskripsi amanah goodjob nexttimes bs order lagi recomended seller,29,positive,0.75,182,0.0274725274725274,0.0,0.0,0.0,0.0068681318681318,0,95.76
mg270985,"Barang sudah di Terima dg baik, packing rapi, barang 100% baru dan dapat bonus wifi .. Mantap... Good seller, kedepan nya order lgi di toko ini..",5.0,22.0,1764831557,barang sudah di terima dg baik packing rapi barang 100 baru dan dapat bonus wifi mantap good seller kedepan nya order lgi di toko ini,barang sudah di terima dg baik packing rapi barang 100 baru dan dapat bonus wifi mantap good seller kedepan nya order lgi di toko ini,25,positive,0.75,133,0.0225563909774436,0.16,0.0,0.0,0.0456390977443609,0,96.45
nestvape,"Fungsi:berfungsi dengan baik
Desain:menarik

Pengiriman cepat recomend seller mudah 2an Awet",5.0,27.0,1765467548,fungsi berfungsi dengan baik desain menarik pengiriman cepat recomend seller mudah 2an awet,fungsi berfungsi dengan baik desain menarik pengiriman cepat recomend seller mudah 2an awet,13,positive,0.75,91,0.0109890109890109,0.0,0.0,0.0,0.0027472527472527,0,98.57
afnancellular,"Desain:mantap
Fungsi:sesuai

Baru sekali order pelayanan ny bagus. Gak nyesel beli di sini fast respon. Makasih kak",5.0,0.0,1763440452,desain mantap fungsi sesuai baru sekali order pelayanan ny bagus gak nyesel beli di sini fast respon makasih kak,desain mantap fungsi sesuai baru sekali order pelayanan ny bagus gak nyesel beli di sini fast respon makasih kak,19,positive,0.75,112,0.0,0.0,0.0,0.0,0.0,0,80.0
zainurialadhim,"Desain:lumayan
Fungsi:baik

Sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya",5.0,4.0,1764546091,desain lumayan fungsi baik sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya,desain lumayan fungsi baik sebenarnya casing dan 4 saya kira seperti di gambar desainnya tapi tidak masalah intinya performa bagus dah sesuai semuanya,23,positive,0.75,150,0.0066666666666666,0.0,0.0,0.0,0.0016666666666666,0,86.55
