username,comment,rating,likes,create_time,comment_clean
brewrock77,"Sepadan dengan Harga:termasuk murah untuk area Kalimantan

Packing bagus,, rapi,,  double bubble wrap..
Barang bagus,, mulus,, sesuai dengan keterangan toko..  Spec laptop sesuai keterangan penjual.. DIJAMIN TIDAK MENYESAL BELI LAPTOP DISINI..",5,561,1765916858,sepadan dengan harga termasuk murah untuk area kalimantan packing bagus rapi double bubble wrap barang bagus mulus sesuai dengan keterangan toko spec laptop sesuai keterangan penjual dijamin tidak menyesal beli laptop disini
s*****7,"Fungsi:lancar
Kondisi Barang:datang dalam keadaan baik
Permukaan:mulus

Baguss laptop nya packing nya jg aman rapih, cuma pas dinyalain batre low harus dicas langsung, dri layar nya jernih, sesuai harga jg karna second tpi masih mulus ya, rekomendasi bgt sihh ini buat kuliah smoga awett😊 thank you seller☺",5,21,1765629237,fungsi lancar kondisi barang datang dalam keadaan baik permukaan mulus baguss laptop nya packing nya jg aman rapih cuma pas dinyalain batre low harus dicas langsung dri layar nya jernih sesuai harga jg karna second tpi masih mulus ya rekomendasi bgt sihh ini buat kuliah smoga awett thank you seller
bertus_aw,"Packing bagus dan aman, sesuai pesanan, kualitas bagus dan berfungsi normal, serta respon dan layanan penjual bagus.",5,70,1765601723,packing bagus dan aman sesuai pesanan kualitas bagus dan berfungsi normal serta respon dan layanan penjual bagus
a*****6,"Barang mantap, pakking aman, pengiriman cepat, penjual responsip. Selanjutnya 
Biarlah Bintang ⭐️⭐️⭐️⭐️⭐️ yg berbicara 👍👍👍",5,199,1764892741,barang mantap pakking aman pengiriman cepat penjual responsip selanjutnya biarlah bintang yg berbicara
rahmat_panji,"Fungsi:baik
Kondisi Barang:super normal
Permukaan:mulus 90% lebih

Utk drive intel graphic harus download sendiri ya gays agar kecerahan laptop bisa di atur.. sekitar 300mb an.. kalo fungsi2 yg lain sudah normal.. charger, tas, mouse sama bublewrapnya mantap.. tangerang - nganjuk jawa timur cuma 4 hari.. co selasa malem, sabtu sore udah sampai.. tinggal check2 fungsi2 yg lain semoga aman dan awet.. oh ya batrai nya 90%an juga sih.. ngisi 30 menit bisa utk 4 jam..",5,11,1765498051,fungsi baik kondisi barang super normal permukaan mulus 90 lebih utk drive intel graphic harus download sendiri ya gays agar kecerahan laptop bisa di atur sekitar 300mb an kalo fungsi2 yg lain sudah normal charger tas mouse sama bublewrapnya mantap tangerang nganjuk jawa timur cuma 4 hari co selasa malem sabtu sore udah sampai tinggal check2 fungsi2 yg lain semoga aman dan awet oh ya batrai nya 90 an juga sih ngisi 30 menit bisa utk 4 jam
mankkandar,"Fungsi:alhamdulillah berguna dengan fungsi moga awet dan tahan lam
Kondisi Barang:paking rapi tampa ada keraguan
Permukaan:tidak ada penyom

Barang datang dgn selamat pelapak dapat di percaya dgn barang nya seken tapi tidak murahan... Poko nya the best",5,61,1765825208,fungsi alhamdulillah berguna dengan fungsi moga awet dan tahan lam kondisi barang paking rapi tampa ada keraguan permukaan tidak ada penyom barang datang dgn selamat pelapak dapat di percaya dgn barang nya seken tapi tidak murahan poko nya the best
z*****e,"Fitur Terbaik:layar full HD dan pengemasan oke
Sepadan dengan Harga:sepadan

Barang sudah mendarat dengan selamat dan barang juga masih mulus, semua berjalan dengan baik. Semoga saja awet dan seterusnya berjalan dengan normal. Free bag laptop dan mouse juga tengkyu seller",5,158,1764084765,fitur terbaik layar full hd dan pengemasan oke sepadan dengan harga sepadan barang sudah mendarat dengan selamat dan barang juga masih mulus semua berjalan dengan baik semoga saja awet dan seterusnya berjalan dengan normal free bag laptop dan mouse juga tengkyu seller
a*****y,"Fungsi:sejauh ini beroperasi dengan lancar tidak ada kendala apapun
Kondisi Barang:datang dalam keadaan bagussss
Permukaan:mulusss

keyboardnya dalam bahasa jepang tapi di kasih stiker keyboard biasaaaa baik bangettt..ada bonus mouse charger sama tas laptop jugaaa,yg datang warna silver pas bangettt karena emang pengennya warna yg cerah",5,64,1765550393,fungsi sejauh ini beroperasi dengan lancar tidak ada kendala apapun kondisi barang datang dalam keadaan bagussss permukaan mulusss keyboardnya dalam bahasa jepang tapi di kasih stiker keyboard biasaaaa baik bangettt ada bonus mouse charger sama tas laptop jugaaa yg datang warna silver pas bangettt karena emang pengennya warna yg cerah
blu9xb45a9,"Barang sudah diterima , packing ok, pengiriman cepat, belum coba hidupkan, cari steker sambungan dulu, mantap, terima kasih,",5,3,1761834568,barang sudah diterima packing ok pengiriman cepat belum coba hidupkan cari steker sambungan dulu mantap terima kasih
khoirunnisasofian28,"Fungsi:laptop bekerja dgn baik
Kondisi Barang:bagus dan aman

Laptopnya sudah sampai dengan kondisi aman dan packaging yang bagus. Sellernya juga menjelaskan dgn baik. Thank you",5,4,1757066029,fungsi laptop bekerja dgn baik kondisi barang bagus dan aman laptopnya sudah sampai dengan kondisi aman dan packaging yang bagus sellernya juga menjelaskan dgn baik thank you
