username,comment,rating,likes,create_time
brewrock77,"Sepadan dengan Harga:termasuk murah untuk area Kalimantan

Packing bagus,, rapi,,  double bubble wrap..
Barang bagus,, mulus,, sesuai dengan keterangan toko..  Spec laptop sesuai keterangan penjual.. DIJAMIN TIDAK MENYESAL BELI LAPTOP DISINI..",5,561,1765916858
s*****7,"Fungsi:lancar
Kondisi Barang:datang dalam keadaan baik
Permukaan:mulus

Baguss laptop nya packing nya jg aman rapih, cuma pas dinyalain batre low harus dicas langsung, dri layar nya jernih, sesuai harga jg karna second tpi masih mulus ya, rekomendasi bgt sihh ini buat kuliah smoga awett😊 thank you seller☺",5,21,1765629237
bertus_aw,"Packing bagus dan aman, sesuai pesanan, kualitas bagus dan berfungsi normal, serta respon dan layanan penjual bagus.",5,70,1765601723
a*****6,"Barang mantap, pakking aman, pengiriman cepat, penjual responsip. Selanjutnya 
Biarlah Bintang ⭐️⭐️⭐️⭐️⭐️ yg berbicara 👍👍👍",5,199,1764892741
rahmat_panji,"Fungsi:baik
Kondisi Barang:super normal
Permukaan:mulus 90% lebih

Utk drive intel graphic harus download sendiri ya gays agar kecerahan laptop bisa di atur.. sekitar 300mb an.. kalo fungsi2 yg lain sudah normal.. charger, tas, mouse sama bublewrapnya mantap.. tangerang - nganjuk jawa timur cuma 4 hari.. co selasa malem, sabtu sore udah sampai.. tinggal check2 fungsi2 yg lain semoga aman dan awet.. oh ya batrai nya 90%an juga sih.. ngisi 30 menit bisa utk 4 jam..",5,11,1765498051
mankkandar,"Fungsi:alhamdulillah berguna dengan fungsi moga awet dan tahan lam
Kondisi Barang:paking rapi tampa ada keraguan
Permukaan:tidak ada penyom

Barang datang dgn selamat pelapak dapat di percaya dgn barang nya seken tapi tidak murahan... Poko nya the best",5,61,1765825208
z*****e,"Fitur Terbaik:layar full HD dan pengemasan oke
Sepadan dengan Harga:sepadan

Barang sudah mendarat dengan selamat dan barang juga masih mulus, semua berjalan dengan baik. Semoga saja awet dan seterusnya berjalan dengan normal. Free bag laptop dan mouse juga tengkyu seller",5,158,1764084765
a*****y,"Fungsi:sejauh ini beroperasi dengan lancar tidak ada kendala apapun
Kondisi Barang:datang dalam keadaan bagussss
Permukaan:mulusss

keyboardnya dalam bahasa jepang tapi di kasih stiker keyboard biasaaaa baik bangettt..ada bonus mouse charger sama tas laptop jugaaa,yg datang warna silver pas bangettt karena emang pengennya warna yg cerah",5,64,1765550393
blu9xb45a9,"Barang sudah diterima , packing ok, pengiriman cepat, belum coba hidupkan, cari steker sambungan dulu, mantap, terima kasih,",5,3,1761834568
khoirunnisasofian28,"Fungsi:laptop bekerja dgn baik
Kondisi Barang:bagus dan aman

Laptopnya sudah sampai dengan kondisi aman dan packaging yang bagus. Sellernya juga menjelaskan dgn baik. Thank you",5,4,1757066029
elvann02,"Produk sesuai pesanan dan berfungsi dengan baik, packing aman dan pengiriman juga cepat 🙏🏻",5,11,1765522795
rahmat_panji,"Fungsi:normal
Kondisi Barang:95% lah..
Permukaan:lainnya mulus..

Normal.. packing super aman.. 3hari sampek nganjuk jatim.. sesuai spesifikasi pesanan.. perlu instal driver bawaan laptop karna brightness dari toko gk bisa di atur.. cargher mouse normal.. bonus tas laptop.. makasih min.. pembelian ke 2 lancar..",5,2,1764937378
pcleooo,"Sepadan dengan Harga:sepadan

Harga murah dan spesifikasi lumayan untuk kebutuhan sehari-hari",5,7,1764993540
balqiskhairaa,"Rekomended banget laptopnya kak, penjual jg rekomended friendly. Kereeennn kapan² order lagi kesini kak makasih banyak.",5,16,1758676505
i*****i,"Sepadan dengan Harga:ya ini mah 50% kualitas
Fitur Terbaik:lumayan

Baru di pekek 1 hari langsung mati total,bisa sih di returen cuman sama aja brangknya batrai cuman than 45 mnit,windows blom aktif, pas qt tanya baik2 mintq solusi m seler mlah kyak marah.seharusnya sebelum di kirim ya cek baik2 pdahal dh di ingtin.kecewa gk kecewa tp ya udah gpp  udah trjadi. Trimksih ",4,133,1765060320
bertus_aw,"Packing aman, sesuai pesanan, beberapa hari sudah pakai berfungsi dan berjalan dengan baik, respon penjual baik. Hanya saja baut-bautnya lupa tidak dipasang, tapi penjual bersedia mengirimkan kembali.",5,33,1760435917
beadsbymi,"Sepadan dengan Harga:murah sekali
Fitur Terbaik:baikkk

cepet banget datengnya, masih mulus dan admindya sangat ramahhhhhhh, dan gak lemot sama sekali. sat set ✨💗🫶✨💗recomended sekaliiiiiiii",5,9,1761068764
g*****e,"Fitur Terbaik:sesuai deskripsi tentunya.
Sepadan dengan Harga:harga sepadan dengan kualitas produknya",5,10,1744115994
diqin2016,"Sepadan dengan Harga:sesuai deskripsi
Fitur Terbaik:terbaik

Udah ke-3 kali order dapet barang mulus...perfect...
orderku bakal lanjut sampai unit laptop di lab. sekolahku dirasa cukup... terimakasih kak",5,6,1764299069
i*****l,"Fitur Terbaik:ok
Sepadan dengan Harga:bersahabat

Trims seler",5,5,1763614732
anggirhmmwtii,"baru datang tadi jadi belum sempet full chek. Dari body keliatan new, sesuai yang di display. Tidak ada lecet karena dikirim sangat safety, dapat lengkap chasan, mouse dan tas nya. cocok untuk penggunaan pelajar sperti saya... sisanya nanti update",5,12,1742705353
andri260690,"Fungsi:NORMAL
Kondisi Barang:tested baik
Permukaan:90% msh layak jual

Sdg running test
Semoga lancar tanpa kendala",5,8,1765876096
tokbh8j6ir,"Barang datang dengan bagus, packing bagus, dan fungsi masih cukup apik, mantap lah sepadan dengan harganya,,",5,5,1765768664
mircheazahira,"Fungsi:Bekerja dgn Baik
Kondisi Barang:datang dlm keadaan rapi dan mulus
Permukaan:mulus

Barangnya SDH dtg sesuai dgn pesanan, sesuai dgn diskeifsimya, Alhamdulillah barangnya bagus masih mulus, trimakasih shopee SDH 2x saya beli leptop di shopee Alhamdulillah semuanya bagus..👍🙏",5,3,1742686665
rofi.el_mawali,"Fungsi:baik
Kondisi Barang:bagus
Permukaan:mulus

Laptop berfungsi dengan baik, bagus, walaupun second tapi mulus.. Good job",5,0,1721137289
a*****y,"Fungsi:normal
Kondisi Barang:datang dalam keadaan mulus
Permukaan:mulus

First order sangat memuaskan,,,, bakalan repeat order.",5,0,1721711732
d*****6,"Fungsi:normal
Kondisi Barang:muluss
Permukaan:muluss

Alhamdulillah diterima dengan kondisi baik lengkap dan mulus...sudah sering order disini...terbaik dah....pertahankan kak pelayanan dan kualitasnya.... terimakasih",5,5,1749726651
mujibagio,"Fungsi:sudah +/- 2 mingguan saya operasikan sampai saat ini berfungsi dengaybaik
Kondisi Barang:sesuai diskripsi
Permukaan:mulus

yang penting baca spek dengan teliti pada keterangan barang yg dijual",5,0,1736475595
daropedia,"Mantap sekali packing nya, dapat bonus tas laptop dan mouse Votre, penjual sangat membantu dan ramah, mantap sukses selalu",5,3,1739210768
s*****5,"Fungsi:biasa cepat
Kondisi Barang:lecet pemakaian
Permukaan:lumayan

Batrei saja sudah bocor sesuai harga yang lain sesuai deskripsi layar tidak bisa diatur kecerahanya sakit dimata....
Kecepatan bagus tidak lele...lumayanlah untuk anak sekolah....",5,2,1762486261
z*****e,"Fitur Terbaik:layar full HD
Sepadan dengan Harga:sepdan

Kualitas oke dan ridak mengecewakan, toko rekomen buat yang mau beli jangan ragu lagi yes, ini pembelian yang kedua kalinya tapi lebih better pesanan yang pertama. Untuk beberapa detail kurang lengkap",5,19,1764869590
rozikinrd2,"Alhamdulilah... barang sudah sampai dengan selamat, semoga tidak ada masalah dan awet..",5,3,1765667103
irawanedogawa,"Fungsi:Dengan baik dan bagus
Kondisi Barang:Bagus
Permukaan:Bagus

Sesuai harapan",5,3,1746043824
balqiskhairaa,"Mantap mantap laptop sudah saya terima, sudah saya cek semua OK. Cuman ada satu SSD nya masih sata belum M2. Tp overall keren banget.",5,3,1710264599
renoeko_,"Fungsi:barang sangatttt istimewaaaa
Kondisi Barang:bagusss mulus, cuma lecet pemakaian aja, selain itu gaada
Permukaan:mulus kek kmu:v

Bagus bgt, cuma datang nya lama 4 harian, tapi bagus, colokan nya sih perlu di kasih yg bagus aja, nga expect kalo Mimin nya amanah, worth it lah dgn harga nya, terimakasih kalo ad rezeki bisa beli disini saja haha wkwkwk",5,0,1740159501
y*****h,Hp layar lebar laptop slim tas dan mouse free enteng kamera juga bagus,5,1,1701609365
d6110,"Fitur Terbaik:belum dicem
Sepadan dengan Harga:ok

Ada bonus mouse dan t4 laptop, meski bekas semoga aja awet, sejauh ini cukup baik",5,1,1733220542
hadisj87,"Packing rapi, pengiriman cepat, real picture, spesifikasi sesuai pesanan, sudah beberapa kali pesan, tidak mengecewakan, seller amanah, sukses selalu, terima kasih.",5,1,1713281030
novar7,Untuk prodak mantap pegeging juga sangat kuat saya sangat puas pelayanan sangat cepat juga untuk video unboxing saya ngak bisa kirim ya gaes karna terlalu lama tapi semua nya Sangat mantap ngak rugi sih beli,5,0,1748207601
j*****a,"Fungsi:barang berfungsi dgn baik
Kondisi Barang:datang dengan keadaan mulus
Permukaan:mulus dan baik

Baguss dengan harga segitu meskipun second semoga bertahan lama klok bisa sampe lulus kuliah hehe",5,0,1741382579
bangkitinsanula,"Fungsi:aman
Kondisi Barang:cukup memuaskan 90%+
Permukaan:-",5,1,1737216257
ajiy_,"Fungsi:baikk
Kondisi Barang:masih bagus
Permukaan:mulus

Alhamdulillah laptop nya masih bagus semoga awett, makasih seller🤝🤗",5,1,1765876285
benji_stark,"Fungsi:Normal
Kondisi Barang:Bagus
Permukaan:Bagus

Berfungsi normal. Layar bersih, tidak ada whitespot atau blankspot, cuma ada sedikit goresan di permukaan, tapi tidak mempengaruhi fungsionalnya. Keyboard, wifi, bluetooth, semua normal. Kondisi 90% mulus, goresan kecil-kecil karena pemakaian wajar. Cuma baterai tidak bertahan satu jam. Pelayanan bagus, packing aman dan pengiriman cepat. Overall bagus.",5,1,1720431425
d*****6,Lumayan lah dengan segitu....bagus...lecet pemakaian..namanya juga second... respon cepat namun pengiriman agak lama,5,0,1765468484
rsstore28_,"Fungsi:baik
Kondisi Barang:95% mulus
Permukaan:oke

Alhamdulillah Barang bagus seperti baru, sesuai keinginan, cuman yg kurang Chasannya aja gabisa tapi diganti yg baru oleh adminnya

Note : gabisa masukin video unboxingnya",5,0,1722819807
eka_uamiatus,"Sesuai deskripsi.. Packing aman... 
Berfungsi
Lecet pemakaian wajar (bagian depan dikit,bagian belakang lumayan banyak) noda bekas lem,tapi ga masalah..
Bonus slave  dan mouse",5,1,1732115799
ainumuassisul,"Sepadan dengan Harga:sepadan dengan harga
Fitur Terbaik:baik

Packing aman, sesuai dan rekomendasi bagi yang membutuhkan laptop. Semoga barokah dan awet",5,0,1703322147
queenaramol_,"Laptopnya bagusss dan berfungsi walaupun second tapi masih bagus, adminnya ramah banget walaupun nanya pas malem malem tetep dijawab, pengirimannya juga cepet banget, pesen malam besoknya udh sampe... Sorry baru kasih nilai karna mau liat dulu laptopnya kaya gimana",5,0,1729939772
iwanalfarizy36,"Fungsi:baik
Kondisi Barang:oke untuk brng seken
Permukaan:mulus 90%

Barang oke berfungsi dgn baik semoga awet trimkasih seller",5,0,1732679276
rafaxel,"Fungsi:bekerja dengan baik
Permukaan:nice ga lecet

Tapi sayang kecerahannya tidak bisa diubah2,pada saat dicharger layar menjadi sangat terang,ketika tidak dicharger layar normal/standar kecerahaannya,overall bagus dan saya puas,thanks adminnya yg sabar menjawab terus pertanyaan saya 🙏",5,0,1732712763
kayarayamasuksurga,"Fungsi:baik
Kondisi Barang:sesuai harga
Permukaan:sesuai diskripsi

Semoga menjadi manfaat dan berkah",5,0,1745726524
a*****k,"Laptop Bagus,cma yg satu sayang minta upgrade/downgread bios,jadi pas hidup pertama agak lama masuk Windows nya",5,1,1761606499
adi_270894,"Fitur Terbaik:lengkap
Sepadan dengan Harga:iya

Ok recomendit. 
Semuanya sementara coba bagus Normal. Semoga lancar tidak ada kendala apapun. 
Kendala bonusnya Mouse dan tas. 
Mousenya bonusan pecah, gpp karena hanya bonus. 
Lanjutkan. Terbaik seller",5,1,1747756085
intan_ayu_novianti05,"Mantabp jaya, lancar, sampe nya juga cepet. Semoga awet yaahh",5,0,1715770382
i*****p,"Barang datang sesuai deskripsi, hanya saja kelihatan banget barang bekasnya.... Beda dengan barang yg beberapa bulan lalu saya beli disini seperti baru. Ya mungkin tinggal yg sisa sisa ya...lecet bekas pemakaian tampak disana sini.",4,9,1744320245
