username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
d*****q,"Desain:jam kliatan mewah dan elegan👍
Fungsi:Garansi satu tahun
Pas untuk Acara:bagus dan memuaskan👍

mahkasih paket jam tangan saya sudah sampai dengan baik dan sangat suka soalnya sangat bagus banget dan mewah buat tokonya semoga semakin laris manis dan lancar buat abang kurirnya mahkasih sudah antarkan paket saya dengan baik.👍👍👍👍👍",5,90,1765467898,desain jam kliatan mewah dan elegan fungsi garansi satu tahun pas untuk acara bagus dan memuaskan mahkasih paket jam tangan saya sudah sampai dengan baik dan sangat suka soalnya sangat bagus banget dan mewah buat tokonya semoga semakin laris manis dan lancar buat abang kurirnya mahkasih sudah antarkan paket saya dengan baik,desain jam kliatan mewah dan elegan fungsi garansi satu tahun pas untuk acara bagus dan memuaskan mahkasih paket jam tangan saya sudah sampai dengan baik dan sangat suka soalnya sangat bagus banget dan mewah buat tokonya semoga semakin laris manis dan lancar buat abang kurirnya mahkasih sudah antarkan paket saya dengan baik,52,positive,0.75
s*****r,"Desain:terlihat keren dan modern
Kualitas:bagus
Kegunaan:untuk menunjukan waktu

pesanan sudah sampai seller ramah pengemasan dan pengiriman jg cepat,jam tangan nya bagus murah bgt tp g murahan ada penunjuk tanggal nya juga dan sangat ringan cocok untuk dipakai sehari hari saat bekerja bolehlah nt beli model lain utk ganti ganti
terima kasih seller sukses selalu 
terima kasih jg abg kurir",5,13,1765811885,desain terlihat keren dan modern kualitas bagus kegunaan untuk menunjukan waktu pesanan sudah sampai seller ramah pengemasan dan pengiriman jg cepat jam tangan nya bagus murah bgt tp g murahan ada penunjuk tanggal nya juga dan sangat ringan cocok untuk dipakai sehari hari saat bekerja bolehlah nt beli model lain utk ganti ganti terima kasih seller sukses selalu terima kasih jg abg kurir,desain terlihat keren dan modern kualitas bagus kegunaan untuk menunjukan waktu pesanan sudah sampai seller ramah pengemasan dan pengiriman jg cepat jam tangan nya bagus murah bgt tp g murahan ada penunjuk tanggal nya juga dan sangat ringan cocok untuk dipakai sehari hari saat bekerja bolehlah nt beli model lain utk ganti ganti terima kasih seller sukses selalu terima kasih jg abg kurir,63,positive,0.75
f1_4yqi3vu,"Desain:menarik
Kualitas:bagus
Pas untuk Acara:resmi

Pesanan sudah diterima barang cocok harga murah toko amanah",5,3,1765247488,desain menarik kualitas bagus pas untuk acara resmi pesanan sudah diterima barang cocok harga murah toko amanah,desain menarik kualitas bagus pas untuk acara resmi pesanan sudah diterima barang cocok harga murah toko amanah,17,positive,0.75
novasantia,"Desain:sangat menarik dan mewah
Kegunaan:sangat cocok untuk dijadikan kadoo
Kualitas:sangat bagus dan memuaskan

Inii sangatt mewahh sekali dengan harga 30 RB an,, ini sangatt cocok untuk kadoo, jangan raguu beli di toko ini,, ini sangat amanah sekalii, nexttt bakalan order lagiii dengan model lainn, mksihh reseller and kurirr🥰🥰🥰",5,0,1764848446,desain sangat menarik dan mewah kegunaan sangat cocok untuk dijadikan kadoo kualitas sangat bagus dan memuaskan inii sangatt mewahh sekali dengan harga 30 rb an ini sangatt cocok untuk kadoo jangan raguu beli di toko ini ini sangat amanah sekalii nexttt bakalan order lagiii dengan model lainn mksihh reseller and kurirr,desain sangat menarik dan mewah kegunaan sangat cocok untuk dijadikan kadoo kualitas sangat bagus dan memuaskan inii sangatt mewahh sekali dengan harga 30 rb an ini sangatt cocok untuk kadoo jangan raguu beli di toko ini ini sangat amanah sekalii nexttt bakalan order lagiii dengan model lainn mksihh reseller and kurirr,51,positive,0.75
sariiakbar482,"Desain:sangat bangus
Kegunaan:kasih surpirse
Kualitas:sangat bagus

Gk espek sebagus ini ternyata jam nya udah free bok+batrai+pemotong rantai+lap nya juga makasih ya kk semoga suami aku suka🥰 semoga makin lancar makin sukses buat toko nya next bakal beli lagi buat aku sendiri nanti",5,1,1765840752,desain sangat bangus kegunaan kasih surpirse kualitas sangat bagus gk espek sebagus ini ternyata jam nya udah free bok batrai pemotong rantai lap nya juga makasih ya kk semoga suami aku suka semoga makin lancar makin sukses buat toko nya next bakal beli lagi buat aku sendiri nanti,desain sangat bangus kegunaan kasih surpirse kualitas sangat bagus gk espek sebagus ini ternyata jam nya udah free bok batrai pemotong rantai lap nya juga makasih ya kk semoga suami aku suka semoga makin lancar makin sukses buat toko nya next bakal beli lagi buat aku sendiri nanti,48,positive,0.75
nidzomsophee,"Desain:jam dengan tampilan sangat elegan dan mewah
Kegunaan:sangat untuk di jadikan kado
Kualitas:sangat bagus",5,0,1765287195,desain jam dengan tampilan sangat elegan dan mewah kegunaan sangat untuk di jadikan kado kualitas sangat bagus,desain jam dengan tampilan sangat elegan dan mewah kegunaan sangat untuk di jadikan kado kualitas sangat bagus,17,positive,0.75
2lukman5,"Luar biasa terlihat jam mewah, tdk seperti jam murah.. Mantap.. Puas dgn barang ini.. Dgn harga segitu beserta tempat dan buku petunjuk serta dpt batre jam dan kain lap kaca jam.... Mantafffffff",5,6,1765512323,luar biasa terlihat jam mewah tdk seperti jam murah mantap puas dgn barang ini dgn harga segitu beserta tempat dan buku petunjuk serta dpt batre jam dan kain lap kaca jam mantafffffff,luar biasa terlihat jam mewah tdk seperti jam murah mantap puas dgn barang ini dgn harga segitu beserta tempat dan buku petunjuk serta dpt batre jam dan kain lap kaca jam mantafffffff,32,positive,0.75
gustiiayuu,"Desain:okelah

Barang sesuai photo ok lah pokoknya",5,16,1763217581,desain okelah barang sesuai photo ok lah pokoknya,desain okelah barang sesuai photo ok lah pokoknya,8,positive,0.75
onangrembo,"Desain:kren
Fungsi:dgn baik
Pas untuk Acara:apa sja

Mewah bgttttt bebsss
Pokoknya puas.. Mharga murce kualitas top dehhh

Thanks seller🥰",5,40,1765806028,desain kren fungsi dgn baik pas untuk acara apa sja mewah bgttttt bebsss pokoknya puas mharga murce kualitas top dehhh thanks seller,desain kren fungsi dgn baik pas untuk acara apa sja mewah bgttttt bebsss pokoknya puas mharga murce kualitas top dehhh thanks seller,22,positive,0.75
w*****9,"Desain:Bagus
Kualitas:Bagus
Pas untuk Acara:Dipakai sehari hari

Barang datang dalam kondisi baik, jamnya bagus tampilan nya elegan, next order lagi, Terima kasih",5,6,1764687767,desain bagus kualitas bagus pas untuk acara dipakai sehari hari barang datang dalam kondisi baik jamnya bagus tampilan nya elegan next order lagi terima kasih,desain bagus kualitas bagus pas untuk acara dipakai sehari hari barang datang dalam kondisi baik jamnya bagus tampilan nya elegan next order lagi terima kasih,25,positive,0.75
