username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
d*****q,"Desain:jam kliatan mewah dan elegan👍
Fungsi:Garansi satu tahun
Pas untuk Acara:bagus dan memuaskan👍

mahkasih paket jam tangan saya sudah sampai dengan baik dan sangat suka soalnya sangat bagus banget dan mewah buat tokonya semoga semakin laris manis dan lancar buat abang kurirnya mahkasih sudah antarkan paket saya dengan baik.👍👍👍👍👍",5,90,1765467898,desain jam kliatan mewah dan elegan fungsi garansi satu tahun pas untuk acara bagus dan memuaskan mahkasih paket jam tangan saya sudah sampai dengan baik dan sangat suka soalnya sangat bagus banget dan mewah buat tokonya semoga semakin laris manis dan lancar buat abang kurirnya mahkasih sudah antarkan paket saya dengan baik,desain jam kliatan mewah dan elegan fungsi garansi satu tahun pas untuk acara bagus dan memuaskan mahkasih paket jam tangan saya sudah sampai dengan baik dan sangat suka soalnya sangat bagus banget dan mewah buat tokonya semoga semakin laris manis dan lancar buat abang kurirnya mahkasih sudah antarkan paket saya dengan baik,52,positive,0.75,325,0.0,0.5192307692307693,0.0,0.0,0.12980769230769232,0
s*****r,"Desain:terlihat keren dan modern
Kualitas:bagus
Kegunaan:untuk menunjukan waktu

pesanan sudah sampai seller ramah pengemasan dan pengiriman jg cepat,jam tangan nya bagus murah bgt tp g murahan ada penunjuk tanggal nya juga dan sangat ringan cocok untuk dipakai sehari hari saat bekerja bolehlah nt beli model lain utk ganti ganti
terima kasih seller sukses selalu 
terima kasih jg abg kurir",5,13,1765811885,desain terlihat keren dan modern kualitas bagus kegunaan untuk menunjukan waktu pesanan sudah sampai seller ramah pengemasan dan pengiriman jg cepat jam tangan nya bagus murah bgt tp g murahan ada penunjuk tanggal nya juga dan sangat ringan cocok untuk dipakai sehari hari saat bekerja bolehlah nt beli model lain utk ganti ganti terima kasih seller sukses selalu terima kasih jg abg kurir,desain terlihat keren dan modern kualitas bagus kegunaan untuk menunjukan waktu pesanan sudah sampai seller ramah pengemasan dan pengiriman jg cepat jam tangan nya bagus murah bgt tp g murahan ada penunjuk tanggal nya juga dan sangat ringan cocok untuk dipakai sehari hari saat bekerja bolehlah nt beli model lain utk ganti ganti terima kasih seller sukses selalu terima kasih jg abg kurir,63,positive,0.75,389,0.012853470437017995,0.30158730158730157,0.0,0.0,0.0786101930060799,0
f1_4yqi3vu,"Desain:menarik
Kualitas:bagus
Pas untuk Acara:resmi

Pesanan sudah diterima barang cocok harga murah toko amanah",5,3,1765247488,desain menarik kualitas bagus pas untuk acara resmi pesanan sudah diterima barang cocok harga murah toko amanah,desain menarik kualitas bagus pas untuk acara resmi pesanan sudah diterima barang cocok harga murah toko amanah,17,positive,0.75,111,0.0,0.0,0.0,0.0,0.0,0
novasantia,"Desain:sangat menarik dan mewah
Kegunaan:sangat cocok untuk dijadikan kadoo
Kualitas:sangat bagus dan memuaskan

Inii sangatt mewahh sekali dengan harga 30 RB an,, ini sangatt cocok untuk kadoo, jangan raguu beli di toko ini,, ini sangat amanah sekalii, nexttt bakalan order lagiii dengan model lainn, mksihh reseller and kurirr🥰🥰🥰",5,0,1764848446,desain sangat menarik dan mewah kegunaan sangat cocok untuk dijadikan kadoo kualitas sangat bagus dan memuaskan inii sangatt mewahh sekali dengan harga 30 rb an ini sangatt cocok untuk kadoo jangan raguu beli di toko ini ini sangat amanah sekalii nexttt bakalan order lagiii dengan model lainn mksihh reseller and kurirr,desain sangat menarik dan mewah kegunaan sangat cocok untuk dijadikan kadoo kualitas sangat bagus dan memuaskan inii sangatt mewahh sekali dengan harga 30 rb an ini sangatt cocok untuk kadoo jangan raguu beli di toko ini ini sangat amanah sekalii nexttt bakalan order lagiii dengan model lainn mksihh reseller and kurirr,51,positive,0.75,320,0.053125,0.37254901960784315,0.0,0.0,0.10641850490196078,0
sariiakbar482,"Desain:sangat bangus
Kegunaan:kasih surpirse
Kualitas:sangat bagus

Gk espek sebagus ini ternyata jam nya udah free bok+batrai+pemotong rantai+lap nya juga makasih ya kk semoga suami aku suka🥰 semoga makin lancar makin sukses buat toko nya next bakal beli lagi buat aku sendiri nanti",5,1,1765840752,desain sangat bangus kegunaan kasih surpirse kualitas sangat bagus gk espek sebagus ini ternyata jam nya udah free bok batrai pemotong rantai lap nya juga makasih ya kk semoga suami aku suka semoga makin lancar makin sukses buat toko nya next bakal beli lagi buat aku sendiri nanti,desain sangat bangus kegunaan kasih surpirse kualitas sangat bagus gk espek sebagus ini ternyata jam nya udah free bok batrai pemotong rantai lap nya juga makasih ya kk semoga suami aku suka semoga makin lancar makin sukses buat toko nya next bakal beli lagi buat aku sendiri nanti,48,positive,0.75,281,0.010676156583629894,0.2708333333333333,0.0,0.0,0.07037737247924081,0
nidzomsophee,"Desain:jam dengan tampilan sangat elegan dan mewah
Kegunaan:sangat untuk di jadikan kado
Kualitas:sangat bagus",5,0,1765287195,desain jam dengan tampilan sangat elegan dan mewah kegunaan sangat untuk di jadikan kado kualitas sangat bagus,desain jam dengan tampilan sangat elegan dan mewah kegunaan sangat untuk di jadikan kado kualitas sangat bagus,17,positive,0.75,110,0.00909090909090909,0.17647058823529413,0.0,0.0,0.046390374331550806,0
2lukman5,"Luar biasa terlihat jam mewah, tdk seperti jam murah.. Mantap.. Puas dgn barang ini.. Dgn harga segitu beserta tempat dan buku petunjuk serta dpt batre jam dan kain lap kaca jam.... Mantafffffff",5,6,1765512323,luar biasa terlihat jam mewah tdk seperti jam murah mantap puas dgn barang ini dgn harga segitu beserta tempat dan buku petunjuk serta dpt batre jam dan kain lap kaca jam mantafffffff,luar biasa terlihat jam mewah tdk seperti jam murah mantap puas dgn barang ini dgn harga segitu beserta tempat dan buku petunjuk serta dpt batre jam dan kain lap kaca jam mantafffffff,32,positive,0.75,183,0.03278688524590164,0.25,0.0,0.0,0.0706967213114754,0
gustiiayuu,"Desain:okelah

Barang sesuai photo ok lah pokoknya",5,16,1763217581,desain okelah barang sesuai photo ok lah pokoknya,desain okelah barang sesuai photo ok lah pokoknya,8,positive,0.75,49,0.0,0.0,0.0,0.0,0.0,0
onangrembo,"Desain:kren
Fungsi:dgn baik
Pas untuk Acara:apa sja

Mewah bgttttt bebsss
Pokoknya puas.. Mharga murce kualitas top dehhh

Thanks seller🥰",5,40,1765806028,desain kren fungsi dgn baik pas untuk acara apa sja mewah bgttttt bebsss pokoknya puas mharga murce kualitas top dehhh thanks seller,desain kren fungsi dgn baik pas untuk acara apa sja mewah bgttttt bebsss pokoknya puas mharga murce kualitas top dehhh thanks seller,22,positive,0.75,132,0.06818181818181818,0.0,0.0,0.0,0.017045454545454544,0
w*****9,"Desain:Bagus
Kualitas:Bagus
Pas untuk Acara:Dipakai sehari hari

Barang datang dalam kondisi baik, jamnya bagus tampilan nya elegan, next order lagi, Terima kasih",5,6,1764687767,desain bagus kualitas bagus pas untuk acara dipakai sehari hari barang datang dalam kondisi baik jamnya bagus tampilan nya elegan next order lagi terima kasih,desain bagus kualitas bagus pas untuk acara dipakai sehari hari barang datang dalam kondisi baik jamnya bagus tampilan nya elegan next order lagi terima kasih,25,positive,0.75,158,0.0,0.12,0.0,0.0,0.03,0
nh861kvfsp,"Desain:menarik
Kegunaan:cocok untuk di bawa kemana aja
Kualitas:premium",5,0,1763113367,desain menarik kegunaan cocok untuk di bawa kemana aja kualitas premium,desain menarik kegunaan cocok untuk di bawa kemana aja kualitas premium,11,positive,0.75,71,0.014084507042253521,0.0,0.0,0.0,0.0035211267605633804,0
sabarnarimo895,"Desain:menarik
Kegunaan:pake sendiri maupun kado keren ini
Kualitas:bagus bngt

Gak espec sih se cakep ini,mana packaging nya oke bngt kyk jam mhl... Baru pertama beli di toko ini , pokoknya gak nyesel next order lagi 😆😍",5,0,1765114949,desain menarik kegunaan pake sendiri maupun kado keren ini kualitas bagus bngt gak espec sih se cakep ini mana packaging nya oke bngt kyk jam mhl baru pertama beli di toko ini pokoknya gak nyesel next order lagi,desain menarik kegunaan pake sendiri maupun kado keren ini kualitas bagus bngt gak espec sih se cakep ini mana packaging nya oke bngt kyk jam mhl baru pertama beli di toko ini pokoknya gak nyesel next order lagi,38,positive,0.75,211,0.004739336492890996,0.18421052631578946,0.0,0.0,0.04723746570217011,0
