username,comment,rating,likes,create_time,comment_clean
d*****q,"Desain:jam kliatan mewah dan elegan👍
Fungsi:Garansi satu tahun
Pas untuk Acara:bagus dan memuaskan👍

mahkasih paket jam tangan saya sudah sampai dengan baik dan sangat suka soalnya sangat bagus banget dan mewah buat tokonya semoga semakin laris manis dan lancar buat abang kurirnya mahkasih sudah antarkan paket saya dengan baik.👍👍👍👍👍",5,90,1765467898,desain jam kliatan mewah dan elegan fungsi garansi satu tahun pas untuk acara bagus dan memuaskan mahkasih paket jam tangan saya sudah sampai dengan baik dan sangat suka soalnya sangat bagus banget dan mewah buat tokonya semoga semakin laris manis dan lancar buat abang kurirnya mahkasih sudah antarkan paket saya dengan baik
s*****r,"Desain:terlihat keren dan modern
Kualitas:bagus
Kegunaan:untuk menunjukan waktu

pesanan sudah sampai seller ramah pengemasan dan pengiriman jg cepat,jam tangan nya bagus murah bgt tp g murahan ada penunjuk tanggal nya juga dan sangat ringan cocok untuk dipakai sehari hari saat bekerja bolehlah nt beli model lain utk ganti ganti
terima kasih seller sukses selalu 
terima kasih jg abg kurir",5,13,1765811885,desain terlihat keren dan modern kualitas bagus kegunaan untuk menunjukan waktu pesanan sudah sampai seller ramah pengemasan dan pengiriman jg cepat jam tangan nya bagus murah bgt tp g murahan ada penunjuk tanggal nya juga dan sangat ringan cocok untuk dipakai sehari hari saat bekerja bolehlah nt beli model lain utk ganti ganti terima kasih seller sukses selalu terima kasih jg abg kurir
f1_4yqi3vu,"Desain:menarik
Kualitas:bagus
Pas untuk Acara:resmi

Pesanan sudah diterima barang cocok harga murah toko amanah",5,3,1765247488,desain menarik kualitas bagus pas untuk acara resmi pesanan sudah diterima barang cocok harga murah toko amanah
novasantia,"Desain:sangat menarik dan mewah
Kegunaan:sangat cocok untuk dijadikan kadoo
Kualitas:sangat bagus dan memuaskan

Inii sangatt mewahh sekali dengan harga 30 RB an,, ini sangatt cocok untuk kadoo, jangan raguu beli di toko ini,, ini sangat amanah sekalii, nexttt bakalan order lagiii dengan model lainn, mksihh reseller and kurirr🥰🥰🥰",5,0,1764848446,desain sangat menarik dan mewah kegunaan sangat cocok untuk dijadikan kadoo kualitas sangat bagus dan memuaskan inii sangatt mewahh sekali dengan harga 30 rb an ini sangatt cocok untuk kadoo jangan raguu beli di toko ini ini sangat amanah sekalii nexttt bakalan order lagiii dengan model lainn mksihh reseller and kurirr
sariiakbar482,"Desain:sangat bangus
Kegunaan:kasih surpirse
Kualitas:sangat bagus

Gk espek sebagus ini ternyata jam nya udah free bok+batrai+pemotong rantai+lap nya juga makasih ya kk semoga suami aku suka🥰 semoga makin lancar makin sukses buat toko nya next bakal beli lagi buat aku sendiri nanti",5,1,1765840752,desain sangat bangus kegunaan kasih surpirse kualitas sangat bagus gk espek sebagus ini ternyata jam nya udah free bok batrai pemotong rantai lap nya juga makasih ya kk semoga suami aku suka semoga makin lancar makin sukses buat toko nya next bakal beli lagi buat aku sendiri nanti
nidzomsophee,"Desain:jam dengan tampilan sangat elegan dan mewah
Kegunaan:sangat untuk di jadikan kado
Kualitas:sangat bagus",5,0,1765287195,desain jam dengan tampilan sangat elegan dan mewah kegunaan sangat untuk di jadikan kado kualitas sangat bagus
2lukman5,"Luar biasa terlihat jam mewah, tdk seperti jam murah.. Mantap.. Puas dgn barang ini.. Dgn harga segitu beserta tempat dan buku petunjuk serta dpt batre jam dan kain lap kaca jam.... Mantafffffff",5,6,1765512323,luar biasa terlihat jam mewah tdk seperti jam murah mantap puas dgn barang ini dgn harga segitu beserta tempat dan buku petunjuk serta dpt batre jam dan kain lap kaca jam mantafffffff
gustiiayuu,"Desain:okelah

Barang sesuai photo ok lah pokoknya",5,16,1763217581,desain okelah barang sesuai photo ok lah pokoknya
onangrembo,"Desain:kren
Fungsi:dgn baik
Pas untuk Acara:apa sja

Mewah bgttttt bebsss
Pokoknya puas.. Mharga murce kualitas top dehhh

Thanks seller🥰",5,40,1765806028,desain kren fungsi dgn baik pas untuk acara apa sja mewah bgttttt bebsss pokoknya puas mharga murce kualitas top dehhh thanks seller
w*****9,"Desain:Bagus
Kualitas:Bagus
Pas untuk Acara:Dipakai sehari hari

Barang datang dalam kondisi baik, jamnya bagus tampilan nya elegan, next order lagi, Terima kasih",5,6,1764687767,desain bagus kualitas bagus pas untuk acara dipakai sehari hari barang datang dalam kondisi baik jamnya bagus tampilan nya elegan next order lagi terima kasih
nh861kvfsp,"Desain:menarik
Kegunaan:cocok untuk di bawa kemana aja
Kualitas:premium",5,0,1763113367,desain menarik kegunaan cocok untuk di bawa kemana aja kualitas premium
sabarnarimo895,"Desain:menarik
Kegunaan:pake sendiri maupun kado keren ini
Kualitas:bagus bngt

Gak espec sih se cakep ini,mana packaging nya oke bngt kyk jam mhl... Baru pertama beli di toko ini , pokoknya gak nyesel next order lagi 😆😍",5,0,1765114949,desain menarik kegunaan pake sendiri maupun kado keren ini kualitas bagus bngt gak espec sih se cakep ini mana packaging nya oke bngt kyk jam mhl baru pertama beli di toko ini pokoknya gak nyesel next order lagi
a*****2,"Terimakasih jam nya udah sampai, udah gitu bagus lagi jamnya",5,0,1764665062,terimakasih jam nya udah sampai udah gitu bagus lagi jamnya
teguhafit,"Desain:jam tampilannya elegan
Kualitas:bagus dan memuaskan
Pas untuk Acara:kumpul keluarga

Pengiriman cepat sesuai dengan pesanan",5,7,1764430787,desain jam tampilannya elegan kualitas bagus dan memuaskan pas untuk acara kumpul keluarga pengiriman cepat sesuai dengan pesanan
mutiaramutia738,"Desain:bagus mewah
Kegunaan:bagus
Kualitas:baguss bngtt demi apaa, awal nya ragu pas myampeee bjirrrr",5,1,1762920853,desain bagus mewah kegunaan bagus kualitas baguss bngtt demi apaa awal nya ragu pas myampeee bjirrrr
ab1iw34x43,"Desain:sangat bagus bos
Kualitas:terjamin
Pas untuk Acara:formal

Asli jam nya Bugus  banget bos harga 36 ribu kualitas  banget. Maksih bosss😘😘",5,20,1765460240,desain sangat bagus bos kualitas terjamin pas untuk acara formal asli jam nya bugus banget bos harga 36 ribu kualitas banget maksih bosss
cifli598,"Desain:mewah
Kualitas:baguss
Pas untuk Acara:santai & Resmi",5,20,1762286907,desain mewah kualitas baguss pas untuk acara santai resmi
syarifahnurhandayaniagus,"Desain:bagus
Kualitas:ok
Pas untuk Acara:kerja",5,1,1758027064,desain bagus kualitas ok pas untuk acara kerja
a*****9,"Desain:elegan bgt
Kualitas:sangat memuaskan
Pas untuk Acara:formal dan non formal

Sangat memuaskan menurutku, suami seneng banget",5,1,1765478927,desain elegan bgt kualitas sangat memuaskan pas untuk acara formal dan non formal sangat memuaskan menurutku suami seneng banget
mbalusi404,"Desain:sangat elegan
Kualitas:sangat baik
Pas untuk Acara:segala acara

jam 35k kaya harga 350k 😂 
thanks for all ❣️",5,5,1764508902,desain sangat elegan kualitas sangat baik pas untuk acara segala acara jam 35k kaya harga 350k thanks for all
r*****a,"Desain:jam tangan dengan tampilan elegan
Kualitas:sangat bagus

jalan-jalan",5,3,1758032318,desain jam tangan dengan tampilan elegan kualitas sangat bagus jalan jalan
sepriandika451,,5,1,1758174172,nan
fajarbaktinugroho23,"mendarat dengan selamat, lengkap tanpa cacat, barang bagus utuk harga yang murah",5,2,1764914859,mendarat dengan selamat lengkap tanpa cacat barang bagus utuk harga yang murah
hendikardanang,"Desain:menarik,bagus,dan elegan
Kualitas:sangat bagus
Pas untuk Acara:semua acara cocok

Jangan ragu beli disini..toko amanah..pesanan sesuai.
Jam nya bagus,elegan..mantappp🤩🤩🤩",5,4,1763297244,desain menarik bagus dan elegan kualitas sangat bagus pas untuk acara semua acara cocok jangan ragu beli disini toko amanah pesanan sesuai jam nya bagus elegan mantappp
7zk_svaskq,"Desain:Buagusss 😍

Niat beli buat hadiah hari guru. Alhamdulillah tokonya gercep, jam nya real pict buagusss sampek"" anak saya jd kepingin beli 😂 packing aman bubble tebak. Pak kurir yg biasanya terima kasih barang sampek dgn aman 😊",5,0,1763734100,desain buagusss niat beli buat hadiah hari guru alhamdulillah tokonya gercep jam nya real pict buagusss sampek anak saya jd kepingin beli packing aman bubble tebak pak kurir yg biasanya terima kasih barang sampek dgn aman
bextwo08,"Desain:bagus
Kualitas:bagus

Mantap murah berkualitas tinggi ini nama nya jam gadun",5,3,1757454999,desain bagus kualitas bagus mantap murah berkualitas tinggi ini nama nya jam gadun
febriaanrs,"Desain:keren modern

Bagus elegant dengan harga yang terjangkau juga. Bikin cakep buat dipake kemana mana, sangat rekomendasi menurut aku",5,0,1763520438,desain keren modern bagus elegant dengan harga yang terjangkau juga bikin cakep buat dipake kemana mana sangat rekomendasi menurut aku
ario.dinata,"Desain:elegan dan menarik
Kegunaan:cocok dipakai sehari hari
Kualitas:lumayan ok

Paket nya udah nyampe warna sesuai yg dipesan cuma pengemasan nya aja yg kurang rapi kotak nya penyok tp jam nya bagus suami saya suka",4,1,1764303453,desain elegan dan menarik kegunaan cocok dipakai sehari hari kualitas lumayan ok paket nya udah nyampe warna sesuai yg dipesan cuma pengemasan nya aja yg kurang rapi kotak nya penyok tp jam nya bagus suami saya suka
b*****4,Sesuai expektasi... 👍👍👍,5,0,1758628397,sesuai expektasi
911putra,"Desain:bagus
Kualitas:baik

Pas utk semua acara",5,0,1756991264,desain bagus kualitas baik pas utk semua acara
rks1995,Sangat sangat puas!!👍👍👍,5,1,1764991762,sangat sangat puas
e*****4,,5,4,1759284842,nan
novicantik4,"Manteb pisan neh jam 
Haturnuhun",5,5,1757760645,manteb pisan neh jam haturnuhun
dharmagardha,"sesuai dengan yang di pesan, segera co dehh dijamin ga nyesel",5,1,1758347333,sesuai dengan yang di pesan segera co dehh dijamin ga nyesel
cimtaz02m1,"bagus bangettt asli nya ga nyesel beli di sini bakal jadi toko favorit sihh next bakal order lg di sini, thankyou🤭🤭🥰😍",5,0,1757286762,bagus bangettt asli nya ga nyesel beli di sini bakal jadi toko favorit sihh next bakal order lg di sini thankyou
d*****b,,5,0,1758473574,nan
y*****y,"Desain:menarik
Kualitas:memuaskan
Pas untuk Acara:cocok untuk acara",5,1,1755585151,desain menarik kualitas memuaskan pas untuk acara cocok untuk acara
841y7eq0k1,baguss bangett dengan harga segituu wort it 😍,5,1,1754500444,baguss bangett dengan harga segituu wort it
romlyalfarizi,,5,0,1762786403,nan
49oxk9297v,,5,3,1757410984,nan
yufwwcopb3,"Desain:bagus
Kualitas:sangat baik
Kegunaan:mantap",5,2,1761478344,desain bagus kualitas sangat baik kegunaan mantap
m*****a,"Desain:bagus
Kualitas:semoga awet
Kegunaan:trandy

Cocok buat kado",5,0,1758966459,desain bagus kualitas semoga awet kegunaan trandy cocok buat kado
c94a7uxfem,,5,0,1758238585,nan
06032008jelita,"Desain:menarik
Kualitas:mewah

Semua acara",5,1,1758174315,desain menarik kualitas mewah semua acara
alditria25,"Desain:Bagus dan kerennnn
Kegunaan:sangat cocok untuk di jadikan Kado Ultah
Kualitas:sangat memuaskan",4,0,1759030334,desain bagus dan kerennnn kegunaan sangat cocok untuk di jadikan kado ultah kualitas sangat memuaskan
aswadrahmadi,,5,4,1759103181,nan
1o2z3vegpe,,5,0,1755585685,nan
zakisulthanlubis,,5,2,1758808957,nan
haerulsandy,,5,0,1754617340,nan
heryputra810,Kualitas:sangat baik dan memuaskan,5,0,1752645276,kualitas sangat baik dan memuaskan
l*****i,"Desain:elegan
Kualitas:sangat bagus",5,2,1756019751,desain elegan kualitas sangat bagus
jkswar,"Desain:keren
Kegunaan:sangat cocok
Kualitas:oke",5,0,1759624945,desain keren kegunaan sangat cocok kualitas oke
wahyu.wardhana,Sangat bagus,5,0,1764843087,sangat bagus
fbp8d48tmc,Desain:elegan cucokkk,5,0,1758981433,desain elegan cucokkk
