username,comment,rating,likes,create_time
m*****e,"Sepadan dengan Harga:harga terjangkau aman kantong dan dompet
Fitur Terbaik:kualitas dan fitur normal dan sangat bagus ringan elegan fleksibel dan mudah dibawa kemana mana..

Barang sangat bagus dan harganya pun murah dan terjangkau, spesifikasi tinggi sesuai gambar.",5,217,1763345525
f*****8,"Fitur Terbaik:Sangat bagus
Sepadan dengan Harga:Sepadan dengan harga

Alhamdulillah unit nya oke, dan ada lecet² wajar karna 2nd. Sellernya ramah, fast respons, packingnya super tebal dan Insyaa Allah sangat aman. Booting hanya sekitar 27detik sampai home",5,67,1764805229
ooonz,"Fitur Terbaik:bagus sesuai
Sepadan dengan Harga:sangat sepadan

laptop nya aman bagus.. semoga gk ada kendala ..baru pertama beli di toko ini.. bagus bngt kyk barang baru ..dpt tas sama casan nya.. menyala abangkuh",5,97,1764199354
bayafillah,"Fitur Terbaik:Fisik Mulus meskipun 2nd penggunaan
Sepadan dengan Harga:Sangat Worth It dan layak dibeli

Ekspektasi saya sesuai, meskipun barang second tapi tidak kelihatan ada cacat, program berjalan normal, sama sekali gak bising. Pelayanan ramah dan fast respon. Terima kasih seller.",5,327,1763565858
sc_multimedia,"Sepadan dengan Harga:sangat sepadan
Fitur Terbaik:sangat terbaik

Packing rapi dan aman banget dibungkus dengan plastik dan bubble wrap berlapis sehingga aman dari benturan dan hujan deras sekalipun. Barang berkualitas bagus sesuai dengan diskripsi dan spesifikasi. Recommended seller deh pokoknya.",5,109,1763777639
dinasti_1,"Fitur Terbaik:spek sesuai deskripsi
Sepadan dengan Harga:masih mulus,

Semoga battery awet dan tidak rewel",5,77,1764975453
,"Fitur Terbaik:Pelayanan cepat,, mantul

pelayanan cepat, kondisi barang mulus,, packing juga sangat aman 👍👍👍
semoga selalu amanah..",5,71,1764975464
ashabulyaminbabe,"Kualitas:normal
Kondisi Barang:bagus walau second
Desain:slim

Seller amanah.. Ssuai deskripsi, malah dikirim yang TS,, padahal pesanan NO TS.. Terimakasih barang km Terima lengkap dan kemasan cukup aman.. Mudahan tidak ada kendala sehingga tidak klem garansi☺☺👌👌👍👍👍👍",5,18,1763550073
sukma_aditya_nurcahyo,"Fitur Terbaik:keyboard backlight
Sepadan dengan Harga:laptop masih terlihat seperti baru

respon penjual baik.. barang sesuai spek dan request dari saya juga dipenuhi.. kondisi barang juga masih bagus seperti laptop baru.. pengemasan rapi dan aman dengan bubble warp.. makasih banyak ya, sukses slalu 🙏🙏👍👍😁",5,61,1758274529
fikarahma201,"Desain:laptop ny bagus masih kekinian
Kondisi Barang:bagus
Fungsi:bgaus

Toko amanah pengiriman cepat pesen malam besok dah di kirim, walaupun laptop keluaran 2017 desain nya masih kekinian",5,16,1762621861
s*****4,"Sangat bagus, seperti baruu tidak ada lecet sama sekalia recommended bgt yang mau beli second terpercaya pengirimanya juga cepat. Penjualnya responsive banget packagingnya juga oke banget jadi aman banget pas sampai chargeran juga udh fullset dpt free tas leptop juga lagi. Pokoknya mantep good jobb!!",5,16,1754521500
ariwija,"Desain:keren, tipis
Kondisi Barang:Lus mulus
Kualitas:Second terasa Baru...

Recomended Seller...pake banget...
Sudah 2 kali beli disini dan selalu puas...
Gercep,dapat diskon pas live, selalu dapat bonus juga...
Packaging aman, kardus luar tebal dan double wrapping di laptop dan pengirimannya cepat bingit...mantaf....
Next mau order lagi buat anak kedua...
Mantaf pokoknya...
Sukses dan berkah selalu buat DNA 17 Com, aamiin...",5,14,1761891708
g*****a,"Fitur Terbaik:7270 i5 ram8/128gb
Sepadan dengan Harga:Good sesuai

Semua berjalan normal. Sesuai yg ada di deskripsi kok.. Thanks seller..",5,3,1742014182
dwirentiangraini_,"Fitur Terbaik:SSD
Sepadan dengan Harga:3,6 jt

Walaupun second tapi kualitas ngga diragukan ; bagus banget la,, lecet sedikit bagian samping tapi its okay,, kualitas tetap terjamin,, admin tokonya juga fast respon untuk bertanya"", Thanyou💚",5,9,1761607834
m*****e,"Sepadan dengan Harga:harga murah meriah sangat terjangkau dan berkualitas aman dan nyaman layanan terbwaiiiik
Fitur Terbaik:laptop ringan dan tahan banting aman dan nyaman. dibawa kemana mana dan tahan getar",5,14,1764554574
sisil_lia12,"Desain:bagus
Kondisi Barang:packing aman
Fungsi:beroperasi dengan baik

Kondisi barang oke, walaupun laptop bekas tapi kualitas oke, baterai juga normal, keren sih tidak mengecewakan. Terima kasih seller",5,2,1764554599
tknfs5r,"Desain:menarik
Kondisi Barang:mendarat dengan selamat,, barang mulus,, packingan rapihh bgtt🥰
Fungsi:barang bekerja dengan baik

Pertama kali mesen laptop di shoppee,, awalnya ragu² tapi alhamdulillah kondisi barang sangat memuaskan👍👍👍🤗🥰
Thanksss😍",5,2,1764491291
sc_multimedia,"Fitur Terbaik:terbaik
Sepadan dengan Harga:sangat sepadan

Packing rapi dan aman banget dibungkus dengan plastik dan bubble wrap berlapis sehingga aman dari benturan dan hujan deras sekalipun. Barang berkualitas bagus sesuai dengan diskripsi dan spesifikasi. Seller humble banget dan fast respon. Recommended seller deh pokoknya.",5,7,1742186355
rnfarah06,"Fitur Terbaik:bagus banget!
Sepadan dengan Harga:super worth it

Gila ini sih keren abis, beli laptop second kondisi mulusnya mulus parah gada gompal baret dll itu bersih. Alhamdulillah sesuai sm yg di inginkan dan pengiriman super cepet. Checkout siang sore sampe! Makasih banyak bgt buat seller semoga selalu amanah yaaa(⁠◍⁠•⁠ᴗ⁠•⁠◍⁠)⁠❤",5,39,1755915870
wiwiqdwilistrian,"Kondisi Barang:bagus sesuai harga 😊
Desain:pada umumnya
Kualitas:masih bagus

seller baik gercep😀.
terimakasih seller.aq ngga tau harus gimana kl laptop blm sampai malem itu soalnya mau buat anakku ujian, untungnya sellernya baik.
Abang kurirnya jg baik 1 jam'anlah sampai dgn selamat, terimakasih Abang kurirnya👍🏻",5,5,1743527845
