username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred,trust_score
s*****i,"Barangnya sampe dengan selamat sentosa. Packingnya aman, bubble wrap super duper banyak. Lecet dan sebagainya gada masalah. Speaker, trackpad, layar, keyboard juga aman. Udah dapet mouse sama tas lagi. Mantap sihhh! Apalagi adminnya fastrespon parah, ini best. 100000/10 😻👍🏻",5.0,277.0,1765872573,barangnya sampe dengan selamat sentosa packingnya aman bubble wrap super duper banyak lecet dan sebagainya gada masalah speaker trackpad layar keyboard juga aman udah dapet mouse sama tas lagi mantap sihhh apalagi adminnya fastrespon parah ini best 100000 10,barangnya sampe dengan selamat sentosa packingnya aman bubble wrap super duper banyak lecet dan sebagainya gada masalah speaker trackpad layar keyboard juga aman udah dapet mouse sama tas lagi mantap sihhh apalagi adminnya fastrespon parah ini best 100000 10,39,positive,0.75,258,0.0310077519379844,0.0512820512820512,0.0,0.0,0.0205724508050089,0,99.38
,"Fungsi:normal
Kondisi Barang:msh sangat bagus
Spesifikasi:keren

Pertama kali beli barang elektronik secara online, awalnya agak ragu, tapi stlh barang kami terima dan dicoba pake, hasilnya sangat sangat puas....

Semoga awet...",5.0,281.0,1765814457,fungsi normal kondisi barang msh sangat bagus spesifikasi keren pertama kali beli barang elektronik secara online awalnya agak ragu tapi stlh barang kami terima dan dicoba pake hasilnya sangat sangat puas semoga awet,fungsi normal kondisi barang msh sangat bagus spesifikasi keren pertama kali beli barang elektronik secara online awalnya agak ragu tapi stlh barang kami terima dan dicoba pake hasilnya sangat sangat puas semoga awet,33,positive,0.75,216,0.0,0.1818181818181818,0.0,0.0,0.0454545454545454,0,98.64
n*****s,"Fungsi:Sangat Baik
Kondisi Barang:Pemakaian normal
Spesifikasi:TOP

Nyari laptop 2jtan untuk nyusun skripsi, dan nemu mac ini. Awalnya ragu karena mac os lama (takut gak support banyak hal), tapi it's fine! Semua app yang kubutuhin bisa di install termasuk SPSS (meski pakai versi 25). 

Untuk browser, karena beberapa browser termasuk safari sudah tidak support mac os 10.13 untuk versi ter-updatenya. Aku pakai firefox dengan download firefox esr-nya, browser jadi lebih update.

Overall semua bagus, performa laptop kebut, keyboard ok, backlight nyala, trackpad oke, speaker oke, baterai masih oke untuk ukuran laptop second. Sudah diinstall Ms. Office juga sama seller, bonus adobe ps, dapet tas dan mouse juga.

Terima kasih atas pelayanan dan barangnya! sukses selalu untuk seller dan tokonya.",5.0,85.0,1765821173,fungsi sangat baik kondisi barang pemakaian normal spesifikasi top nyari laptop 2jtan untuk nyusun skripsi dan nemu mac ini awalnya ragu karena mac os lama takut gak support banyak hal tapi it s fine semua app yang kubutuhin bisa di install termasuk spss meski pakai versi 25 untuk browser karena beberapa browser termasuk safari sudah tidak support mac os 10 13 untuk versi ter updatenya aku pakai firefox dengan download firefox esr nya browser jadi lebih update overall semua bagus performa laptop kebut keyboard ok backlight nyala trackpad oke speaker oke baterai masih oke untuk ukuran laptop second sudah diinstall ms office juga sama seller bonus adobe ps dapet tas dan mouse juga terima kasih atas pelayanan dan barangnya sukses selalu untuk seller dan tokonya,fungsi sangat baik kondisi barang pemakaian normal spesifikasi top nyari laptop 2jtan untuk nyusun skripsi dan nemu mac ini awalnya ragu karena mac os lama takut gak support banyak hal tapi it s fine semua app yang kubutuhin bisa di install termasuk spss meski pakai versi 25 untuk browser karena beberapa browser termasuk safari sudah tidak support mac os 10 13 untuk versi ter updatenya aku pakai firefox dengan download firefox esr nya browser jadi lebih update overall semua bagus performa laptop kebut keyboard ok backlight nyala trackpad oke speaker oke baterai masih oke untuk ukuran laptop second sudah diinstall ms office juga sama seller bonus adobe ps dapet tas dan mouse juga terima kasih atas pelayanan dan barangnya sukses selalu untuk seller dan tokonya,125,negative,0.75,768,0.0143229166666666,0.344,0.0,1.0,0.2895807291666666,0,36.52
elok.5667,"Fungsi:bekerja dengan baik
Kondisi Barang:mulus dan sesuai feskripsi
Spesifikasi:mantap dan penjualnya responsif

Apk di password dan penjual sangat respect. Kurir juga baik dg menginfokn barang yg diantarkan. Terima kasih semuanya dan semoga awet barangnya.",5.0,71.0,1765105764,fungsi bekerja dengan baik kondisi barang mulus dan sesuai feskripsi spesifikasi mantap dan penjualnya responsif apk di password dan penjual sangat respect kurir juga baik dg menginfokn barang yg diantarkan terima kasih semuanya dan semoga awet barangnya,fungsi bekerja dengan baik kondisi barang mulus dan sesuai feskripsi spesifikasi mantap dan penjualnya responsif apk di password dan penjual sangat respect kurir juga baik dg menginfokn barang yg diantarkan terima kasih semuanya dan semoga awet barangnya,37,positive,0.75,254,0.0039370078740157,0.2162162162162162,0.0,0.0,0.0550383060225579,0,98.33
d*****2,"Fungsi:berfungsi dengn baik
Kondisi Barang:mulussssss
Spesifikasi:good

Bagus muluss lecet dikit² mah wajar ya namanya second kalo ngak bener² di perhatiin ngak keliatan masih kayak baru dengan harga segini udah bagus banget sih
sellernya past respon minta di download in apk di download in dong, pas dateng langsung buat nugas alhamdulillah lancar semua berfungsi dengan baik dan semoga awet terimakasih seller",5.0,64.0,1765810350,fungsi berfungsi dengn baik kondisi barang mulussssss spesifikasi good bagus muluss lecet dikit mah wajar ya namanya second kalo ngak bener di perhatiin ngak keliatan masih kayak baru dengan harga segini udah bagus banget sih sellernya past respon minta di download in apk di download in dong pas dateng langsung buat nugas alhamdulillah lancar semua berfungsi dengan baik dan semoga awet terimakasih seller,fungsi berfungsi dengn baik kondisi barang mulussssss spesifikasi good bagus muluss lecet dikit mah wajar ya namanya second kalo ngak bener di perhatiin ngak keliatan masih kayak baru dengan harga segini udah bagus banget sih sellernya past respon minta di download in apk di download in dong pas dateng langsung buat nugas alhamdulillah lancar semua berfungsi dengan baik dan semoga awet terimakasih seller,63,positive,0.75,407,0.027027027027027,0.2698412698412698,0.0,0.0,0.0742170742170742,0,97.74
m*****6,"Paket telah diterima dengan baik. Kualitas sesuai gambar, harga terjangkau, pengemasan rapi dan pengiriman tepat waktu. Recommended seller. Terima kasih atas servis yang memuaskan. Jadi langganan disini. Suka deh.",5.0,21.0,1764614717,paket telah diterima dengan baik kualitas sesuai gambar harga terjangkau pengemasan rapi dan pengiriman tepat waktu recommended seller terima kasih atas servis yang memuaskan jadi langganan disini suka deh,paket telah diterima dengan baik kualitas sesuai gambar harga terjangkau pengemasan rapi dan pengiriman tepat waktu recommended seller terima kasih atas servis yang memuaskan jadi langganan disini suka deh,29,positive,0.75,205,0.0146341463414634,0.0,0.0,0.0,0.0036585365853658,0,97.44
ikadanawati,"Fungsi:bekerja dengan baik
Kondisi Barang:Bagus
Spesifikasi:bagus

Meskipun keluaran 2011 tapi masih bisa di gunakan dengan baik , mantap, admin juga fast respon",5.0,22.0,1764516328,fungsi bekerja dengan baik kondisi barang bagus spesifikasi bagus meskipun keluaran 2011 tapi masih bisa di gunakan dengan baik mantap admin juga fast respon,fungsi bekerja dengan baik kondisi barang bagus spesifikasi bagus meskipun keluaran 2011 tapi masih bisa di gunakan dengan baik mantap admin juga fast respon,24,positive,0.75,157,0.0063694267515923,0.25,0.0,0.0,0.064092356687898,0,95.9
chaniagorival27,"Kondisi Barang:masih mulus, walaupun masih ad dikit bekas goresan
Fungsi:bagus, cuma Keyboard di bagian huruf setelah L ga bisa di pakai
Spesifikasi:over all bagus semua",5.0,21.0,1765113089,kondisi barang masih mulus walaupun masih ad dikit bekas goresan fungsi bagus cuma keyboard di bagian huruf setelah l ga bisa di pakai spesifikasi over all bagus semua,kondisi barang masih mulus walaupun masih ad dikit bekas goresan fungsi bagus cuma keyboard di bagian huruf setelah l ga bisa di pakai spesifikasi over all bagus semua,28,positive,0.75,167,0.0059880239520958,0.2142857142857142,0.0,0.0,0.0550684345594525,0,95.94
cutanisyahnovira,"Bagus..
Walaupun barang keluaran tahun rendah tapi ini Second berkualitas..
Sompel & penyok dikit gak ngaruh..wajar juga karna barang second",5.0,14.0,1764604615,bagus walaupun barang keluaran tahun rendah tapi ini second berkualitas sompel penyok dikit gak ngaruh wajar juga karna barang second,bagus walaupun barang keluaran tahun rendah tapi ini second berkualitas sompel penyok dikit gak ngaruh wajar juga karna barang second,20,positive,0.75,133,0.0,0.2,0.0,0.0,0.05,0,93.64
enceps03041984,"Barang sudah saya terima dengan baik dan sangat membuat dengan kondisi barang yg sangat bagus sekali, mudah digunakannya awet",5.0,9.0,1763402922,barang sudah saya terima dengan baik dan sangat membuat dengan kondisi barang yg sangat bagus sekali mudah digunakannya awet,barang sudah saya terima dengan baik dan sangat membuat dengan kondisi barang yg sangat bagus sekali mudah digunakannya awet,19,positive,0.75,124,0.0080645161290322,0.3157894736842105,0.0,0.0,0.0809634974533106,0,89.64
