username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred,trust_score
prio_alvino,"Fitur Terbaik:mantul

upgrade hdd ke nvme sangat terasa jauh kecepatannya, mantap",5.0,25.0,1758536903,fitur terbaik mantul upgrade hdd ke nvme sangat terasa jauh kecepatannya mantap,fitur terbaik mantul upgrade hdd ke nvme sangat terasa jauh kecepatannya mantap,12,positive,0.75,79,0.0253164556962025,0.0,0.0,0.0,0.0063291139240506,0,98.17
erjakkk,"semoga support , sempet batalin karna saya ragu soal laptop saya , intinya the best lah seller nya direspond dgn baik dan ramah sampe dicariin support ap engganya makasih seller baik",5.0,3.0,1750356440,semoga support sempet batalin karna saya ragu soal laptop saya intinya the best lah seller nya direspond dgn baik dan ramah sampe dicariin support ap engganya makasih seller baik,semoga support sempet batalin karna saya ragu soal laptop saya intinya the best lah seller nya direspond dgn baik dan ramah sampe dicariin support ap engganya makasih seller baik,29,neutral,0.55,178,0.0337078651685393,0.2758620689655172,0.0,0.0,0.0773924835335141,0,53.9
f*****a,"Fungsi:bekerja dengan baik
Garansi:garansi vgen
Keaslian:asli

Merk langganan dan ada service centernya",5.0,0.0,1742448608,fungsi bekerja dengan baik garansi garansi vgen keaslian asli merk langganan dan ada service centernya,fungsi bekerja dengan baik garansi garansi vgen keaslian asli merk langganan dan ada service centernya,15,neutral,0.55,102,0.0098039215686274,0.1333333333333333,0.0,0.0,0.0357843137254901,0,49.46
d*****i,"Sepadan dengan Harga:sangat worth it
Fitur Terbaik:pnp

Harga sangat murah dibanding brand lain, namun memiliki kemampuan yg sama, sangat rekomended ini SSD!",5.0,0.0,1703127582,sepadan dengan harga sangat worth it fitur terbaik pnp harga sangat murah dibanding brand lain namun memiliki kemampuan yg sama sangat rekomended ini ssd,sepadan dengan harga sangat worth it fitur terbaik pnp harga sangat murah dibanding brand lain namun memiliki kemampuan yg sama sangat rekomended ini ssd,24,neutral,0.55,153,0.0065359477124183,0.2083333333333333,0.0,0.0,0.0537173202614379,0,49.19
,Barang sesuai deskripsi... kemaren dikirim hari ini dah sampai ... rekomendet seler,5.0,0.0,1604973986,barang sesuai deskripsi kemaren dikirim hari ini dah sampai rekomendet seler,barang sesuai deskripsi kemaren dikirim hari ini dah sampai rekomendet seler,11,positive,0.75,76,0.0,0.0,0.0,0.0,0.0,0,80.0
f*****o,"Sepadan dengan Harga:Di luar ada yang lebih murah, tapi toko official itu lebih trusted rasanya.

Sudah dipasang, berfungsi dengan baik, lancar dan semoga awet lama. Thanks seller....",5.0,0.0,1757760078,sepadan dengan harga di luar ada yang lebih murah tapi toko official itu lebih trusted rasanya sudah dipasang berfungsi dengan baik lancar dan semoga awet lama thanks seller,sepadan dengan harga di luar ada yang lebih murah tapi toko official itu lebih trusted rasanya sudah dipasang berfungsi dengan baik lancar dan semoga awet lama thanks seller,28,negative,0.75,173,0.0115606936416184,0.1428571428571428,0.0,1.0,0.2386044591246903,0,18.57
marlborosuck,"Sesuai dengan deskripsi yaa...
Udh masuk juga di slot,
Makasi buat adm nya",5.0,0.0,1694941190,sesuai dengan deskripsi yaa udh masuk juga di slot makasi buat adm nya,sesuai dengan deskripsi yaa udh masuk juga di slot makasi buat adm nya,13,positive,0.75,70,0.0142857142857142,0.0,0.0,0.0,0.0035714285714285,0,79.91
didiknanikovan,"Fungsi:baik
Garansi:3 tahun
Keaslian:99,9% asli

Semoga awet bisa sampai 5th lebih",5.0,0.0,1756961818,fungsi baik garansi 3 tahun keaslian 99 9 asli semoga awet bisa sampai 5th lebih,fungsi baik garansi 3 tahun keaslian 99 9 asli semoga awet bisa sampai 5th lebih,15,neutral,0.55,80,0.0125,0.0,0.0,0.0,0.003125,0,49.95
sisca_iw,"Fungsi:beroprasi dengan baik
Garansi:sesuai deskripsi
Keaslian:dijamin original

Recomended",5.0,0.0,1731926483,fungsi beroprasi dengan baik garansi sesuai deskripsi keaslian dijamin original recomended,fungsi beroprasi dengan baik garansi sesuai deskripsi keaslian dijamin original recomended,11,positive,0.75,90,0.0,0.0,0.0,0.0,0.0,0,80.0
f*****a,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Oke cocok. Pengiriman cepat. Respon penjual cpat",5.0,0.0,1696741903,fitur terbaik baik sepadan dengan harga sepadan oke cocok pengiriman cepat respon penjual cpat,fitur terbaik baik sepadan dengan harga sepadan oke cocok pengiriman cepat respon penjual cpat,14,positive,0.75,94,0.0,0.1428571428571428,0.0,0.0,0.0357142857142857,0,79.14
