username,comment,rating,likes,create_time,comment_clean
nitataw_,"Sangat di recomended sekali,bagi para kalian yg sedang mencari PC gaming dikarnakan bisa req spek sesuai yg kalian mau. Dan tentunya produk sangat baik,sudah ter instal semua applikasi maupun software kita tinggal pakai saja. Dan untuk penjual pelayanannya sangat ramah sekali dan membantu. Terimakasih",5,902,1765818939,sangat di recomended sekali bagi para kalian yg sedang mencari pc gaming dikarnakan bisa req spek sesuai yg kalian mau dan tentunya produk sangat baik sudah ter instal semua applikasi maupun software kita tinggal pakai saja dan untuk penjual pelayanannya sangat ramah sekali dan membantu terimakasih
hafiidh95,"Desain:Keren
Fungsi:Bekerja dg baik
Spesifikasi:Mantap Sesuai Deskripsi

Dikirim beserta Box part-nya dan Isinya Real sesuai. Part-nya Bukan Kaleng-kaleng , Sempet khawatir Kok Murah takut ada barang yg bekas nya, ternyata semua baru.",5,150,1765813930,desain keren fungsi bekerja dg baik spesifikasi mantap sesuai deskripsi dikirim beserta box part nya dan isinya real sesuai part nya bukan kaleng kaleng sempet khawatir kok murah takut ada barang yg bekas nya ternyata semua baru
f*****a,"Fitur Terbaik:PC nya keren
Sepadan dengan Harga:sepadan

PC gamingnya bagus banget, full kipas gaming RGB keren sih. Minta dadakan utk nambah VGA External pun bisa, tinggal WA saja.

Makasih hifi computer, sukses dan berkah selalu",5,166,1765510119,fitur terbaik pc nya keren sepadan dengan harga sepadan pc gamingnya bagus banget full kipas gaming rgb keren sih minta dadakan utk nambah vga external pun bisa tinggal wa saja makasih hifi computer sukses dan berkah selalu
putraarisma254,"Desain:pretty good, andaikan kipas cpu nya menyala tapi gak apa apa
Fungsi:bekerja, sejauh ini cukup bagus, mungkin ada beberapa kesalahan pengguna tapi bisa dibantu toko
Spesifikasi:Ryzen 5 5600g/16gb/256ssd CPU only! keyboard, Mouse, Monitor beli terpisah

Barang datang dengan aman, Rekomendasi sekali dengan PC rakitan ini, jalan tempuh upgrade nya cukup bagus, mungkin yang kurang itu karna motherboard nya Micro ATX jadi hanya satu slot SSD, PSU nya oke aja yang penting pilih pilih ukuran dan pemakaian daya GPU yang mau di beli nanti, yang bikin kaget itu ram nya yang ku kira bakal dapat 8gb ram X2 untuk biar dapat 16 GB ram, ternyata satu stik ram 16gb jadi masih bisa di upgrade ke 32gb ram, untuk yang ingin membeli ingat harus beli ethernet kabel atau gak dongle wifi/bluetooth, selain dari itu gak kecewa beli yang satu ini.",5,28,1765787214,desain pretty good andaikan kipas cpu nya menyala tapi gak apa apa fungsi bekerja sejauh ini cukup bagus mungkin ada beberapa kesalahan pengguna tapi bisa dibantu toko spesifikasi ryzen 5 5600g 16gb 256ssd cpu only keyboard mouse monitor beli terpisah barang datang dengan aman rekomendasi sekali dengan pc rakitan ini jalan tempuh upgrade nya cukup bagus mungkin yang kurang itu karna motherboard nya micro atx jadi hanya satu slot ssd psu nya oke aja yang penting pilih pilih ukuran dan pemakaian daya gpu yang mau di beli nanti yang bikin kaget itu ram nya yang ku kira bakal dapat 8gb ram x2 untuk biar dapat 16 gb ram ternyata satu stik ram 16gb jadi masih bisa di upgrade ke 32gb ram untuk yang ingin membeli ingat harus beli ethernet kabel atau gak dongle wifi bluetooth selain dari itu gak kecewa beli yang satu ini
herrygallant,"Desain:terlihat keren dan modern
Fungsi:beroperasi dengan baik
Spesifikasi:sesuai dgn yg di pesan, bisa tanya2

garcep kirim barang, dan balas chat responsive.

Sumbar 7 hari nyampe.",5,127,1765787225,desain terlihat keren dan modern fungsi beroperasi dengan baik spesifikasi sesuai dgn yg di pesan bisa tanya2 garcep kirim barang dan balas chat responsive sumbar 7 hari nyampe
31laras,"Desain:terlihat keren dan modern
Fungsi:bekerja dengan baik sesuai harapan
Spesifikasi:sesuai dengan deskripsi produk

Alhamdullilah puas belanja disini. Seller ramah dan menjawab setiap pertanyaan. Seller juga memberikan beberapa opsi yg sesuai dengan kebutuhan user.

Terimakasih dan semoga laris terus dagangannya",5,22,1764925041,desain terlihat keren dan modern fungsi bekerja dengan baik sesuai harapan spesifikasi sesuai dengan deskripsi produk alhamdullilah puas belanja disini seller ramah dan menjawab setiap pertanyaan seller juga memberikan beberapa opsi yg sesuai dengan kebutuhan user terimakasih dan semoga laris terus dagangannya
jimi_burhanudin,"Desain:kece gaming kaum mendang-mending
Fungsi:berfungsi baik
Spesifikasi:Ryzen 5 5600G ram 16gb SSD 256gb

Barang kondisi part bagus, baru semua. Respon toko satset untuk konsultasi PC juga gercep. Rekomendasi bgt untuk beli di toko ini. Untuk upgrade selanjutnya aku akan kesini lagi. Terimakasih banyak kak udah dibantu merakit PC perdana aku. Seneng bgt.",5,29,1765603471,desain kece gaming kaum mendang mending fungsi berfungsi baik spesifikasi ryzen 5 5600g ram 16gb ssd 256gb barang kondisi part bagus baru semua respon toko satset untuk konsultasi pc juga gercep rekomendasi bgt untuk beli di toko ini untuk upgrade selanjutnya aku akan kesini lagi terimakasih banyak kak udah dibantu merakit pc perdana aku seneng bgt
fazrirmadhan265,"Desain:Bagus Keren
Fungsi:Untuk Fungsi semua berjalan lancar
Spesifikasi:FULLSET SAMSUNG 24 R5 5600G/1TB/32GB

Overlor semua nya bagus ya gak mengecewakan pokok nya, Untuk admin nya juga ramah dan fast respon jika ada pertanyaan
Cocok Buat yg pengen beli pc full set rakitan disini tempat nya
The Bestt!!!!!",5,17,1764849151,desain bagus keren fungsi untuk fungsi semua berjalan lancar spesifikasi fullset samsung 24 r5 5600g 1tb 32gb overlor semua nya bagus ya gak mengecewakan pokok nya untuk admin nya juga ramah dan fast respon jika ada pertanyaan cocok buat yg pengen beli pc full set rakitan disini tempat nya the bestt
bagas.prasetya,"Desain:keren dan modern
Fungsi:bekerrja dengan baik
Spesifikasi:cpu only

Barang udah sampe,sampainya cepat sekali,padahal luar pulau jawa,packing kayu keliatan kuat,awalny takut,retak,eh rupanya aman sekali.
Sesuai yang kita pesan,saran yang mau pesen terutama yg main game,pesen penyimpanaan yg besar,yang lain aman oke,rekomended beli di toko ini
Semoga cpu ny awet dan aman",5,13,1764750040,desain keren dan modern fungsi bekerrja dengan baik spesifikasi cpu only barang udah sampe sampainya cepat sekali padahal luar pulau jawa packing kayu keliatan kuat awalny takut retak eh rupanya aman sekali sesuai yang kita pesan saran yang mau pesen terutama yg main game pesen penyimpanaan yg besar yang lain aman oke rekomended beli di toko ini semoga cpu ny awet dan aman
d*****n,"Desain:keren dan mantap di harga segini
Fungsi:bekerja dengan baik

Akhirnya cpu rakitan mendarat dengan aman di sumatera barat. Sudah di tes dan semua berfungsi dengan normal. Recommended seller",5,5,1759250481,desain keren dan mantap di harga segini fungsi bekerja dengan baik akhirnya cpu rakitan mendarat dengan aman di sumatera barat sudah di tes dan semua berfungsi dengan normal recommended seller
