username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred,trust_score
g*****r,"Kondisi:masih oklahh
Fungsi:baik,
Spesifikasi:mantap

Barang sampai dengan baik + pesanan sesuai apa yg di pesan dan juga udaa di seting dari sana nya tinggal langsung di cobaa",5.0,55.0,1764777137,kondisi masih oklahh fungsi baik spesifikasi mantap barang sampai dengan baik pesanan sesuai apa yg di pesan dan juga udaa di seting dari sana nya tinggal langsung di cobaa,kondisi masih oklahh fungsi baik spesifikasi mantap barang sampai dengan baik pesanan sesuai apa yg di pesan dan juga udaa di seting dari sana nya tinggal langsung di cobaa,29,positive,0.75,172,0.0232558139534883,0.1724137931034483,0.0,0.0,0.0489174017642341,0,98.45
yazid_nury,"Fungsi:beroperasi dengan baik
Kondisi:sesuai pesanan

Barang sudah di terima dengan baik, langsung di coba berfungsi dengan baik tetapi keyboard tidak berfungsi 1 huruf,",5.0,29.0,1765268970,fungsi beroperasi dengan baik kondisi sesuai pesanan barang sudah di terima dengan baik langsung di coba berfungsi dengan baik tetapi keyboard tidak berfungsi 1 huruf,fungsi beroperasi dengan baik kondisi sesuai pesanan barang sudah di terima dengan baik langsung di coba berfungsi dengan baik tetapi keyboard tidak berfungsi 1 huruf,25,neutral,0.55,166,0.0,0.4,0.0,0.0,0.1,0,66.83
hr3tzmb97n,"Fungsi:beroperasi dengan baik
Warna:sesuai
Kondisi Barang:bagus . sesuai dengan pesanan.

Respon penjual baik , cepat, packingnya juga rapi. Recommended sekali Toko ini untuk ke teman-teman saya.",5.0,6.0,1763629444,fungsi beroperasi dengan baik warna sesuai kondisi barang bagus sesuai dengan pesanan respon penjual baik cepat packingnya juga rapi recommended sekali toko ini untuk ke teman teman saya,fungsi beroperasi dengan baik warna sesuai kondisi barang bagus sesuai dengan pesanan respon penjual baik cepat packingnya juga rapi recommended sekali toko ini untuk ke teman teman saya,28,positive,0.75,186,0.0053763440860215,0.2857142857142857,0.0,0.0,0.0727726574500768,0,87.08
boy_one1978,"Barang bagus banget dan berpungsi dngn baik,dan terima kasih benus tas dan mouse nya",5.0,5.0,1763189215,barang bagus banget dan berpungsi dngn baik dan terima kasih benus tas dan mouse nya,barang bagus banget dan berpungsi dngn baik dan terima kasih benus tas dan mouse nya,15,positive,0.75,84,0.0,0.2,0.0,0.0,0.05,0,86.55
veronikadadakaka,"Fungsi:belum dicoba semoga baik
Kondisi:sangat baik,warna sesuai pesanan,pakcingnya baik,pokonya mantap.
Spesifikasi:sangat baik",5.0,4.0,1764320938,fungsi belum dicoba semoga baik kondisi sangat baik warna sesuai pesanan pakcingnya baik pokonya mantap spesifikasi sangat baik,fungsi belum dicoba semoga baik kondisi sangat baik warna sesuai pesanan pakcingnya baik pokonya mantap spesifikasi sangat baik,18,positive,0.75,127,0.0,0.3333333333333333,0.0,0.0,0.0833333333333333,0,84.43
51akgzxohe,"Fungsi:barang bekerja dengan baik
Kondisi Barang:datang dalam keadaan mulus

Seller is the best, di pesan langsung dikirim packing aman sampai di Kalimantan Tengah, Terima kasih",5.0,1.0,1762256983,fungsi barang bekerja dengan baik kondisi barang datang dalam keadaan mulus seller is the best di pesan langsung dikirim packing aman sampai di kalimantan tengah terima kasih,fungsi barang bekerja dengan baik kondisi barang datang dalam keadaan mulus seller is the best di pesan langsung dikirim packing aman sampai di kalimantan tengah terima kasih,27,neutral,0.55,174,0.0114942528735632,0.1481481481481481,0.0,0.0,0.0399106002554278,0,51.28
marinusullo, Kaka.. kenapa paketnya DTG .. ada kerusakan di bagian pipi luar sama di sampingnya terus  itu. di sampingnya ada lingar Thu    tekan masuk tidak bisa.... katanya pica plastik  BRG DTG tidak sesuai.. dengan BRG yg kita pesan kak.. itu  bekas atau bagaimna kk.. masalahnya ni SDH buang uang  Bru BRG DTG TDK sesuai... dengan kita pesan ...  kalo mau di kembalikan barang . SDH tidak  bisa... karnah ini Jawa  Maluku jau jadi bagaimna kka  kasih ,1.0,27.0,1765473779,kaka kenapa paketnya dtg ada kerusakan di bagian pipi luar sama di sampingnya terus itu di sampingnya ada lingar thu tekan masuk tidak bisa katanya pica plastik brg dtg tidak sesuai dengan brg yg kita pesan kak itu bekas atau bagaimna kk masalahnya ni sdh buang uang bru brg dtg tdk sesuai dengan kita pesan kalo mau di kembalikan barang sdh tidak bisa karnah ini jawa maluku jau jadi bagaimna kka kasih,kaka kenapa paketnya dtg ada kerusakan di bagian pipi luar sama di sampingnya terus itu di sampingnya ada lingar thu tekan masuk tidak bisa katanya pica plastik brg dtg tidak sesuai dengan brg yg kita pesan kak itu bekas atau bagaimna kk masalahnya ni sdh buang uang bru brg dtg tdk sesuai dengan kita pesan kalo mau di kembalikan barang sdh tidak bisa karnah ini jawa maluku jau jadi bagaimna kka kasih,72,neutral,0.55,403,0.0049627791563275,0.4583333333333333,0.0,0.0,0.1158240281224152,0,50.83
muhammadalfian640,"Fungsi:baik
Kondisi Barang:baik
Spesifikasi:oke

Semuanya baik ,,hanya saja tidak sesuai dg warna yg di request,,tp tidak masalah, semoga awet....",4.0,13.0,1762420858,fungsi baik kondisi barang baik spesifikasi oke semuanya baik hanya saja tidak sesuai dg warna yg di request tp tidak masalah semoga awet,fungsi baik kondisi barang baik spesifikasi oke semuanya baik hanya saja tidak sesuai dg warna yg di request tp tidak masalah semoga awet,23,neutral,0.55,137,0.0,0.217391304347826,0.0,0.0,0.0543478260869565,0,59.56
dtgc3m9db9,"Ada baut yang hilang/tidak terpasang/kurang rapi.....kondisi barang tidak ada yg lecet....charger ada, mouse ada.... cuma tas kekecilan...",1.0,9.0,1765238966,ada baut yang hilang tidak terpasang kurang rapi kondisi barang tidak ada yg lecet charger ada mouse ada cuma tas kekecilan,ada baut yang hilang tidak terpasang kurang rapi kondisi barang tidak ada yg lecet charger ada mouse ada cuma tas kekecilan,21,negative,0.75,123,0.0,0.2857142857142857,0.0,0.0,0.0714285714285714,0,15.53
voqxenoihv,"Fungsi:kurang bagus
Kondisi:cepat panas dan suhu tinggi
Spesifikasi:kurang

Yg dipesan leptop. Yg dikirim notbook. Spek TDK sesuai. Unit cepat panas tinggi dan mendadak. Tiba2 mati. Aplikasi internet dan volume SDH TDK berfungsii... Sangat kecewa",1.0,45.0,1765779217,fungsi kurang bagus kondisi cepat panas dan suhu tinggi spesifikasi kurang yg dipesan leptop yg dikirim notbook spek tdk sesuai unit cepat panas tinggi dan mendadak tiba2 mati aplikasi internet dan volume sdh tdk berfungsii sangat kecewa,fungsi kurang bagus kondisi cepat panas dan suhu tinggi spesifikasi kurang yg dipesan leptop yg dikirim notbook spek tdk sesuai unit cepat panas tinggi dan mendadak tiba2 mati aplikasi internet dan volume sdh tdk berfungsii sangat kecewa,37,positive,0.75,237,0.0168776371308016,0.4054054054054054,0.0,1.0,0.3055707606340518,0,76.1
