username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
g*****r,"Kondisi:masih oklahh
Fungsi:baik,
Spesifikasi:mantap

Barang sampai dengan baik + pesanan sesuai apa yg di pesan dan juga udaa di seting dari sana nya tinggal langsung di cobaa",5,55,1764777137,kondisi masih oklahh fungsi baik spesifikasi mantap barang sampai dengan baik pesanan sesuai apa yg di pesan dan juga udaa di seting dari sana nya tinggal langsung di cobaa,kondisi masih oklahh fungsi baik spesifikasi mantap barang sampai dengan baik pesanan sesuai apa yg di pesan dan juga udaa di seting dari sana nya tinggal langsung di cobaa,29,positive,0.75
yazid_nury,"Fungsi:beroperasi dengan baik
Kondisi:sesuai pesanan

Barang sudah di terima dengan baik, langsung di coba berfungsi dengan baik tetapi keyboard tidak berfungsi 1 huruf,",5,29,1765268970,fungsi beroperasi dengan baik kondisi sesuai pesanan barang sudah di terima dengan baik langsung di coba berfungsi dengan baik tetapi keyboard tidak berfungsi 1 huruf,fungsi beroperasi dengan baik kondisi sesuai pesanan barang sudah di terima dengan baik langsung di coba berfungsi dengan baik tetapi keyboard tidak berfungsi 1 huruf,25,neutral,0.55
hr3tzmb97n,"Fungsi:beroperasi dengan baik
Warna:sesuai
Kondisi Barang:bagus . sesuai dengan pesanan.

Respon penjual baik , cepat, packingnya juga rapi. Recommended sekali Toko ini untuk ke teman-teman saya.",5,6,1763629444,fungsi beroperasi dengan baik warna sesuai kondisi barang bagus sesuai dengan pesanan respon penjual baik cepat packingnya juga rapi recommended sekali toko ini untuk ke teman teman saya,fungsi beroperasi dengan baik warna sesuai kondisi barang bagus sesuai dengan pesanan respon penjual baik cepat packingnya juga rapi recommended sekali toko ini untuk ke teman teman saya,28,positive,0.75
boy_one1978,"Barang bagus banget dan berpungsi dngn baik,dan terima kasih benus tas dan mouse nya",5,5,1763189215,barang bagus banget dan berpungsi dngn baik dan terima kasih benus tas dan mouse nya,barang bagus banget dan berpungsi dngn baik dan terima kasih benus tas dan mouse nya,15,positive,0.75
veronikadadakaka,"Fungsi:belum dicoba semoga baik
Kondisi:sangat baik,warna sesuai pesanan,pakcingnya baik,pokonya mantap.
Spesifikasi:sangat baik",5,4,1764320938,fungsi belum dicoba semoga baik kondisi sangat baik warna sesuai pesanan pakcingnya baik pokonya mantap spesifikasi sangat baik,fungsi belum dicoba semoga baik kondisi sangat baik warna sesuai pesanan pakcingnya baik pokonya mantap spesifikasi sangat baik,18,positive,0.75
51akgzxohe,"Fungsi:barang bekerja dengan baik
Kondisi Barang:datang dalam keadaan mulus

Seller is the best, di pesan langsung dikirim packing aman sampai di Kalimantan Tengah, Terima kasih",5,1,1762256983,fungsi barang bekerja dengan baik kondisi barang datang dalam keadaan mulus seller is the best di pesan langsung dikirim packing aman sampai di kalimantan tengah terima kasih,fungsi barang bekerja dengan baik kondisi barang datang dalam keadaan mulus seller is the best di pesan langsung dikirim packing aman sampai di kalimantan tengah terima kasih,27,neutral,0.55
marinusullo, Kaka.. kenapa paketnya DTG .. ada kerusakan di bagian pipi luar sama di sampingnya terus  itu. di sampingnya ada lingar Thu    tekan masuk tidak bisa.... katanya pica plastik  BRG DTG tidak sesuai.. dengan BRG yg kita pesan kak.. itu  bekas atau bagaimna kk.. masalahnya ni SDH buang uang  Bru BRG DTG TDK sesuai... dengan kita pesan ...  kalo mau di kembalikan barang . SDH tidak  bisa... karnah ini Jawa  Maluku jau jadi bagaimna kka  kasih ,1,27,1765473779,kaka kenapa paketnya dtg ada kerusakan di bagian pipi luar sama di sampingnya terus itu di sampingnya ada lingar thu tekan masuk tidak bisa katanya pica plastik brg dtg tidak sesuai dengan brg yg kita pesan kak itu bekas atau bagaimna kk masalahnya ni sdh buang uang bru brg dtg tdk sesuai dengan kita pesan kalo mau di kembalikan barang sdh tidak bisa karnah ini jawa maluku jau jadi bagaimna kka kasih,kaka kenapa paketnya dtg ada kerusakan di bagian pipi luar sama di sampingnya terus itu di sampingnya ada lingar thu tekan masuk tidak bisa katanya pica plastik brg dtg tidak sesuai dengan brg yg kita pesan kak itu bekas atau bagaimna kk masalahnya ni sdh buang uang bru brg dtg tdk sesuai dengan kita pesan kalo mau di kembalikan barang sdh tidak bisa karnah ini jawa maluku jau jadi bagaimna kka kasih,72,neutral,0.55
muhammadalfian640,"Fungsi:baik
Kondisi Barang:baik
Spesifikasi:oke

Semuanya baik ,,hanya saja tidak sesuai dg warna yg di request,,tp tidak masalah, semoga awet....",4,13,1762420858,fungsi baik kondisi barang baik spesifikasi oke semuanya baik hanya saja tidak sesuai dg warna yg di request tp tidak masalah semoga awet,fungsi baik kondisi barang baik spesifikasi oke semuanya baik hanya saja tidak sesuai dg warna yg di request tp tidak masalah semoga awet,23,neutral,0.55
dtgc3m9db9,"Ada baut yang hilang/tidak terpasang/kurang rapi.....kondisi barang tidak ada yg lecet....charger ada, mouse ada.... cuma tas kekecilan...",1,9,1765238966,ada baut yang hilang tidak terpasang kurang rapi kondisi barang tidak ada yg lecet charger ada mouse ada cuma tas kekecilan,ada baut yang hilang tidak terpasang kurang rapi kondisi barang tidak ada yg lecet charger ada mouse ada cuma tas kekecilan,21,negative,0.75
voqxenoihv,"Fungsi:kurang bagus
Kondisi:cepat panas dan suhu tinggi
Spesifikasi:kurang

Yg dipesan leptop. Yg dikirim notbook. Spek TDK sesuai. Unit cepat panas tinggi dan mendadak. Tiba2 mati. Aplikasi internet dan volume SDH TDK berfungsii... Sangat kecewa",1,45,1765779217,fungsi kurang bagus kondisi cepat panas dan suhu tinggi spesifikasi kurang yg dipesan leptop yg dikirim notbook spek tdk sesuai unit cepat panas tinggi dan mendadak tiba2 mati aplikasi internet dan volume sdh tdk berfungsii sangat kecewa,fungsi kurang bagus kondisi cepat panas dan suhu tinggi spesifikasi kurang yg dipesan leptop yg dikirim notbook spek tdk sesuai unit cepat panas tinggi dan mendadak tiba2 mati aplikasi internet dan volume sdh tdk berfungsii sangat kecewa,37,positive,0.75
