username,comment,rating,likes,create_time
12afif,"Fungsi:lumayan buat ngegame
Fitur:bagus
Kegunaan:buat game ringan

Pc bagus tinggal tambah VGA tambah gacor buat game",5,67,1765671752
ghalyatayaataya,Alhamdulillah barang udah sampai dg aman dan packingnya rapi bget komputernya udh di cb dan bs nyala semua dan tidak ada yg rusak terima kasih kak,5,297,1765884586
rantau_cell,"Desain:Bagus
Fungsi:Multitasking
Fitur:Sangat baik

Mulus dan berfungai dgn baik, pelayanan n pengiriman cepat gak sampai 3 hari ke Banten 🙏 mudah2an barangnya awet. Terima kasih buat seller !",5,22,1765639908
syamuddin68,"Mntaf brang sesuai yg di pesan & menyala jos mntaf, aksesoris jg lengkap smua...trimakasih",5,72,1765249029
trisna..kusuma,"Sepadan dengan Harga:bagus
Fitur Terbaik:bisa gta v

Bagusss bintang berbicara",5,19,1762174766
ryvenzyxyz,"Fitur:lumayan
Fungsi:konten kreator
Kegunaan:main game GTA SAMP

Lumayan lah walaupun agak sedikit karat di bagian moderbot dan rada basa sedikit",5,68,1765823781
ahmadirsan18,"Fungsi:beroperasi dengan baik
Desain:sesuai dengan pesanan
Fitur:bagus dan sudah terisi banyak game

Mdh2n awet , terima kasih",5,17,1764062447
f*****8,"Fungsi:semua komponen beroperasi dengan baik
Desain:keren dan modern
Fitur:bagus dan berguna

Next order",5,10,1760793953
andika_widi_nugroho,"Barang sudah di terima dengan baik pacing aman banget 
Mesti awalnya bingung akhirnya bisa juga
Rekomend buat yg mau blajar pke pc
Harga murah kualitas baru",5,65,1762132878
anangmaaruf037,"Fitur Terbaik:paling terbaik selama pemesanan dishopee
Sepadan dengan Harga:harga mudah dijangkau spek nya bagus skali",5,62,1765751011
bygewoodcraft,"Fitur:ok
Fungsi:berfungsi dengan baik,semoga awet
Kegunaan:baik

Sesuai pesanan,barang ok sesuai deskripsi,kirain semuanya baru trnyata monitornya seken tp ok lah harga sgitu,yg pntg barang berfungsi dengan baik,seller ok..pengiriman sesuai estimasi,satu hri sblm estimasi barang dh smpe tp sya ambil sendiri digudang..
Overall good,okelah",5,93,1765931762
adeo__,"Fungsi:bagus
Desain:bagus
Fitur:bagus tidak ada kendala

Mantap baguss sampai dengan selamat paking rapi 👍 toko",5,12,1764422027
a*****w,"Fitur:bagus
Fungsi:baik
Kegunaan:bekerja

Barang bagus sesuai mantap",5,10,1764764532
waklidangs2,"Sepadan dengan Harga:terjangkau

Terima kasih...
Semoga Awet..
Berfungsi dengan baik

Packing ok...

Pengiriman cepat",5,80,1764868754
grosir_herbal2,"Fitur Terbaik:BAGUS 👍

Pesanan sesuai . Pengiriman sangat cepat .
Seller nya amanah
Packing sangat rapih . Aman sampai rumah
Poko nya rekomend banget beli disini .

Terimakasih bos ku .",5,52,1762132881
bimasena92,"Fungsi:update nanti setelah dirakit
Desain:optimis menarik
Fitur:update nanti ya

Pengiriman lebih cepat sehari dari estimasi. Barang tiba dengan packaging kayu, jos tenan.",5,36,1765383089
sihab099,"Fungsi:mantap
Fitur:berguna
Desain:menarik

Mantap jangan ragu beli disini",5,15,1765877230
mima.khairunnisa,"Fungsi:Alhamdulillah nyala
Fitur:baik

Alhamdulillah komputer nya nyala dan belum diketahui apa benar SSD 120 +DDS 500 belum di cek WiFi belum tersambung",5,7,1765306334
