username,comment,rating,likes,create_time
h3r1kis,"Fungsi:belum di coba
Desain:menarik
Spesifikasi:sesuai deskripsi

Paket mendarat aman sesuai harapan pakai packing kayu kardus desain pc menarik bagus pengiriman cepat seller amanah cepat respon",5,3,1763446489
irma020894,"Desain:keren
Fungsi:berfungsi dengan baik

Sesui keren packing kayu jadi aman sampai kalimantan,, semoga awet",5,4,1764912254
idocountil,,5,11,1762364122
faisalfaisal084,,5,4,1764251431
miki.suhari,"Desain:menarik
Fungsi:baik
Spesifikasi:cpu core i7 2600 casing m atx black

Seller raman dan solutif serta fast respon, barang dikirim dengan packing kayu rapih, aman terjamin recommended sih",5,0,1763439685
a*****a,"Terima Kasih y, Semoga Sukses Selalu Tokonya (AMIN), Dan Sehat terus buat Kurirnya juga.",5,0,1763441468
firlifirly,Oke,5,0,1751288594
sapa_manimg,"Desain:ok
Fungsi:aman

Lumayan",5,0,1763442792
dennygouw,,5,0,1763439816
s*****p,,5,0,1747819921
areamirah.id,,5,0,1763440506
bumi01,,5,0,1763446498
