username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
t*****6,"Fitur Terbaik:baik
Sepadan dengan Harga:betul

Barang sudah saya terima, kondisi baik dan rapi diplastikin gitu kaya barang baru, trima kasih",5,303,1765526944,fitur terbaik baik sepadan dengan harga betul barang sudah saya terima kondisi baik dan rapi diplastikin gitu kaya barang baru trima kasih,fitur terbaik baik sepadan dengan harga betul barang sudah saya terima kondisi baik dan rapi diplastikin gitu kaya barang baru trima kasih,22,positive,0.75,138,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0
hanifahjihan,"Fitur Terbaik:baik
Sepadan dengan Harga:lumayan terjangkau

Alhamdulillah kemaren pesan hari ini sampai karna kebetulan dekat, puas karna laptopnya sesuai ekspektasi kondisi mulus, tidak lemot, speaker tidak sember, batrai lumayan awet dapet bonus mouse... semoga awet yaa",5,686,1765874604,fitur terbaik baik sepadan dengan harga lumayan terjangkau alhamdulillah kemaren pesan hari ini sampai karna kebetulan dekat puas karna laptopnya sesuai ekspektasi kondisi mulus tidak lemot speaker tidak sember batrai lumayan awet dapet bonus mouse semoga awet yaa,fitur terbaik baik sepadan dengan harga lumayan terjangkau alhamdulillah kemaren pesan hari ini sampai karna kebetulan dekat puas karna laptopnya sesuai ekspektasi kondisi mulus tidak lemot speaker tidak sember batrai lumayan awet dapet bonus mouse semoga awet yaa,38,positive,0.75,264,0.007575757575757576,0.21052631578947367,0.0,0.0,0.05452551834130781,0
yuyusanto,"Harga murah, kondisi fisik +- 90% , tidak ada tulisan toshiba, tapi pas dipasang langsung masuk, sudah ke charge 93% , belum dicoba di running bisa smpenbrp jam, semoga tahan nggak gampang ngedrop",5,96,1764204747,harga murah kondisi fisik 90 tidak ada tulisan toshiba tapi pas dipasang langsung masuk sudah ke charge 93 belum dicoba di running bisa smpenbrp jam semoga tahan nggak gampang ngedrop,harga murah kondisi fisik 90 tidak ada tulisan toshiba tapi pas dipasang langsung masuk sudah ke charge 93 belum dicoba di running bisa smpenbrp jam semoga tahan nggak gampang ngedrop,30,negative,0.75,183,0.01092896174863388,0.0,0.0,1.0,0.20273224043715848,0
h.mulyono,"Fitur Terbaik:All
Sepadan dengan Harga:sangat sesuai

Laptop sdh diterima dgn baik utuh (10 hari), packing super aman, awalnya ragu² dan was² terkait barang yg dikirim, ternyata sesuai ecpetasi dan deskripsi, kondisi masih sangat baik dlm kategori second, aplikasi komplit bonus mouse tinggal pakai, mudah²an awet, terimakasih",5,508,1765871435,fitur terbaik all sepadan dengan harga sangat sesuai laptop sdh diterima dgn baik utuh 10 hari packing super aman awalnya ragu dan was terkait barang yg dikirim ternyata sesuai ecpetasi dan deskripsi kondisi masih sangat baik dlm kategori second aplikasi komplit bonus mouse tinggal pakai mudah an awet terimakasih,fitur terbaik all sepadan dengan harga sangat sesuai laptop sdh diterima dgn baik utuh 10 hari packing super aman awalnya ragu dan was terkait barang yg dikirim ternyata sesuai ecpetasi dan deskripsi kondisi masih sangat baik dlm kategori second aplikasi komplit bonus mouse tinggal pakai mudah an awet terimakasih,49,positive,0.75,314,0.006369426751592357,0.16326530612244897,0.0,0.0,0.04240868321851033,0
johanandrianus,"Sudah tes semua.. bagus, oke banget penjualnya.. cuma ka.. ini ga ada DVD RW nya... 🥺Beli lagi deh.. 
Trims ya..",5,202,1765553619,sudah tes semua bagus oke banget penjualnya cuma ka ini ga ada dvd rw nya beli lagi deh trims ya,sudah tes semua bagus oke banget penjualnya cuma ka ini ga ada dvd rw nya beli lagi deh trims ya,20,positive,0.75,96,0.0,0.0,0.0,0.0,0.0,0
uwincalvin,"Fitur Terbaik:sangat baik
Sepadan dengan Harga:sepada dengan harga

Alhamdullilah paket nya sudah sampai
Masyaallah bangus banget mulus tidak ada yg rusak aman...respon penjual cepat  baik dan ramah pengiriman pun cepat Alhamdullilah..terimakaish banyak ya semoga awet .. dan dapet bonus mous juga..alhamdullilah",5,664,1765881002,fitur terbaik sangat baik sepadan dengan harga sepada dengan harga alhamdullilah paket nya sudah sampai masyaallah bangus banget mulus tidak ada yg rusak aman respon penjual cepat baik dan ramah pengiriman pun cepat alhamdullilah terimakaish banyak ya semoga awet dan dapet bonus mous juga alhamdullilah,fitur terbaik sangat baik sepadan dengan harga sepada dengan harga alhamdullilah paket nya sudah sampai masyaallah bangus banget mulus tidak ada yg rusak aman respon penjual cepat baik dan ramah pengiriman pun cepat alhamdullilah terimakaish banyak ya semoga awet dan dapet bonus mous juga alhamdullilah,45,negative,0.75,303,0.0165016501650165,0.28888888888888886,0.0,1.0,0.27634763476347635,0
z*****i,"Fitur Terbaik:Accessories lengkap sesuai deskripsi
Sepadan dengan Harga:murah

Produk sesuai dengan deskripsi. 
Kondisi barang siap pakai, bagus. 
Pengiriman cepat. 
Penjual fast response dan ramah. 
Bagus untuk belajar anak dan kerja pembukuan istri. 
""Bismillah"" Semoga awet tidak rusak-rusak. 
Amin......",5,176,1765535371,fitur terbaik accessories lengkap sesuai deskripsi sepadan dengan harga murah produk sesuai dengan deskripsi kondisi barang siap pakai bagus pengiriman cepat penjual fast response dan ramah bagus untuk belajar anak dan kerja pembukuan istri bismillah semoga awet tidak rusak rusak amin,fitur terbaik accessories lengkap sesuai deskripsi sepadan dengan harga murah produk sesuai dengan deskripsi kondisi barang siap pakai bagus pengiriman cepat penjual fast response dan ramah bagus untuk belajar anak dan kerja pembukuan istri bismillah semoga awet tidak rusak rusak amin,41,positive,0.75,285,0.010526315789473684,0.2926829268292683,0.0,0.0,0.07580231065468548,0
hikmatullaili_87,"Fitur Terbaik:lumayan
Sepadan dengan Harga:semoga

Packingan oke, sampai dg selamat di ambalat kalimantan utara.

dapat asus hitam.
Bonus 2 mouse karna sudah susah memang cursor di laptop.
Seharian penuh di cash ndak penuh2 juga batrey nya.
Kalo di pake tanpa di cash beberapa menit langsung mati. Dan harus di cash lagi klo hidupin nya. Berkali2 begitu.
jadi gmn seller?


makasih shopee",5,186,1765456203,fitur terbaik lumayan sepadan dengan harga semoga packingan oke sampai dg selamat di ambalat kalimantan utara dapat asus hitam bonus 2 mouse karna sudah susah memang cursor di laptop seharian penuh di cash ndak penuh2 juga batrey nya kalo di pake tanpa di cash beberapa menit langsung mati dan harus di cash lagi klo hidupin nya berkali2 begitu jadi gmn seller makasih shopee,fitur terbaik lumayan sepadan dengan harga semoga packingan oke sampai dg selamat di ambalat kalimantan utara dapat asus hitam bonus 2 mouse karna sudah susah memang cursor di laptop seharian penuh di cash ndak penuh2 juga batrey nya kalo di pake tanpa di cash beberapa menit langsung mati dan harus di cash lagi klo hidupin nya berkali2 begitu jadi gmn seller makasih shopee,63,neutral,0.55,375,0.005333333333333333,0.1746031746031746,0.0,0.0,0.04498412698412698,0
s*****p,"Fitur Terbaik:baik
Sepadan dengan Harga:terjangkau

Awalnya ragu karena pertama beli online brg elektronik yg lumayan harganya. Deg""an takut Scammm .tp Alhamdulillah trnyta dkirim bener semua fungsi jalan brg mulus
Wajar pemakaian lecet mah.Pokonya jangan ragu order disini yeorobuuunnnn",5,44,1764170722,fitur terbaik baik sepadan dengan harga terjangkau awalnya ragu karena pertama beli online brg elektronik yg lumayan harganya deg an takut scammm tp alhamdulillah trnyta dkirim bener semua fungsi jalan brg mulus wajar pemakaian lecet mah pokonya jangan ragu order disini yeorobuuunnnn,fitur terbaik baik sepadan dengan harga terjangkau awalnya ragu karena pertama beli online brg elektronik yg lumayan harganya deg an takut scammm tp alhamdulillah trnyta dkirim bener semua fungsi jalan brg mulus wajar pemakaian lecet mah pokonya jangan ragu order disini yeorobuuunnnn,42,neutral,0.55,284,0.028169014084507043,0.09523809523809523,0.0,0.0,0.03085177733065057,0
g*****_,"Fitur Terbaik:pengemasan cepat pengiriman juga cepat barang juga oke..

Pengemasan cepat pengiriman juga cepat barang oke",5,120,1765022128,fitur terbaik pengemasan cepat pengiriman juga cepat barang juga oke pengemasan cepat pengiriman juga cepat barang oke,fitur terbaik pengemasan cepat pengiriman juga cepat barang juga oke pengemasan cepat pengiriman juga cepat barang oke,17,positive,0.75,118,0.0,0.8823529411764706,0.0,0.0,0.22058823529411764,0
i*****1,"Fungsi:dapat berfungsi dengan baik
Kondisi Barang:keadaan ter packing dgn baik dan barang mulus

packing nya sangat aman bgtt dan rekomendasi bgtt si untuk beli di sni udh murah dapat free mousenya jga. terimakasih seller😊",5,21,1764929049,fungsi dapat berfungsi dengan baik kondisi barang keadaan ter packing dgn baik dan barang mulus packing nya sangat aman bgtt dan rekomendasi bgtt si untuk beli di sni udh murah dapat free mousenya jga terimakasih seller,fungsi dapat berfungsi dengan baik kondisi barang keadaan ter packing dgn baik dan barang mulus packing nya sangat aman bgtt dan rekomendasi bgtt si untuk beli di sni udh murah dapat free mousenya jga terimakasih seller,36,neutral,0.55,219,0.0228310502283105,0.3333333333333333,0.0,0.0,0.08904109589041095,0
hernadewita911,"Puas beli disini rekomendasi untuk semuanya
Toko amanah 
Semoga berkah leptop ini untuk saya dan keluarga
Terimakasih banyak atas layanan yang diberikan.
Semoga laris terus... Aamiin ya Allah.",5,15,1764169173,puas beli disini rekomendasi untuk semuanya toko amanah semoga berkah leptop ini untuk saya dan keluarga terimakasih banyak atas layanan yang diberikan semoga laris terus aamiin ya allah,puas beli disini rekomendasi untuk semuanya toko amanah semoga berkah leptop ini untuk saya dan keluarga terimakasih banyak atas layanan yang diberikan semoga laris terus aamiin ya allah,28,positive,0.75,186,0.016129032258064516,0.14285714285714285,0.0,0.0,0.03974654377880184,0
romdan.taufik,"Fitur Terbaik:amanah selalu ya
Sepadan dengan Harga:mantap harga murah tapi tidak murahan.

Berkualitas barang ny",5,14,1765918029,fitur terbaik amanah selalu ya sepadan dengan harga mantap harga murah tapi tidak murahan berkualitas barang ny,fitur terbaik amanah selalu ya sepadan dengan harga mantap harga murah tapi tidak murahan berkualitas barang ny,17,neutral,0.55,111,0.0,0.11764705882352941,0.0,0.0,0.029411764705882353,0
idris.m0101,Sepadan dengan Harga:packing sangat rapi. pengiriman cepat. semoga berfungsi dengan baik.,5,81,1763181739,sepadan dengan harga packing sangat rapi pengiriman cepat semoga berfungsi dengan baik,sepadan dengan harga packing sangat rapi pengiriman cepat semoga berfungsi dengan baik,12,positive,0.75,86,0.0,0.16666666666666666,0.0,0.0,0.041666666666666664,0
cak.bagus,Ok paket dah sampai di tangan pengiriman cepat kurir baik barang sesuway pesanan trimakasih semuanya,5,13,1757436559,ok paket dah sampai di tangan pengiriman cepat kurir baik barang sesuway pesanan trimakasih semuanya,ok paket dah sampai di tangan pengiriman cepat kurir baik barang sesuway pesanan trimakasih semuanya,15,positive,0.75,100,0.0,0.0,0.0,0.0,0.0,0
v*****r,"Fitur Terbaik:top

Saya angkat 4 jempol buat seller 

Paket di jamin ori
Packing paling top 
Estimasi cepat

Saya tdk banyak komen pokoknya TOP MANTUL sukses selalu,InsyaALLAH kalau saya perlu saya order lagi,pertahankan terus gan THE BEST SELLER",5,23,1760829279,fitur terbaik top saya angkat 4 jempol buat seller paket di jamin ori packing paling top estimasi cepat saya tdk banyak komen pokoknya top mantul sukses selalu insyaallah kalau saya perlu saya order lagi pertahankan terus gan the best seller,fitur terbaik top saya angkat 4 jempol buat seller paket di jamin ori packing paling top estimasi cepat saya tdk banyak komen pokoknya top mantul sukses selalu insyaallah kalau saya perlu saya order lagi pertahankan terus gan the best seller,40,positive,0.75,241,0.016597510373443983,0.225,0.0,0.0,0.060399377593360996,0
mma1938,"Kemasan bagus.
Laptop masih seperti baru.
Sayang tidak ada dvd drive",5,11,1764240598,kemasan bagus laptop masih seperti baru sayang tidak ada dvd drive,kemasan bagus laptop masih seperti baru sayang tidak ada dvd drive,11,neutral,0.55,66,0.0,0.0,0.0,0.0,0.0,0
b*****0,"Fitur Terbaik:sesuai spek
Sepadan dengan Harga:terjangkau",5,29,1761486297,fitur terbaik sesuai spek sepadan dengan harga terjangkau,fitur terbaik sesuai spek sepadan dengan harga terjangkau,8,positive,0.75,57,0.0,0.0,0.0,0.0,0.0,0
erna_yuliana2007,"Fungsi:normal
Desain:dpt merk lenovo
Kondisi Barang:bagus, mulus

sblmnya hrp2 cemas kawatir brrmslh di pengirimannya, stlh datang trnyata brgnya bagus,,muluss, lebih dr ekspektasiku,pengiriman cpt, packing aman, dilapisi bbrp dus tebal, pokoknya puass banget.. bnr2 second rasa baru.. terimakasih seller,,, smg makin sukses dan berkah buat semuanya",5,8,1764635835,fungsi normal desain dpt merk lenovo kondisi barang bagus mulus sblmnya hrp2 cemas kawatir brrmslh di pengirimannya stlh datang trnyata brgnya bagus muluss lebih dr ekspektasiku pengiriman cpt packing aman dilapisi bbrp dus tebal pokoknya puass banget bnr2 second rasa baru terimakasih seller smg makin sukses dan berkah buat semuanya,fungsi normal desain dpt merk lenovo kondisi barang bagus mulus sblmnya hrp2 cemas kawatir brrmslh di pengirimannya stlh datang trnyata brgnya bagus muluss lebih dr ekspektasiku pengiriman cpt packing aman dilapisi bbrp dus tebal pokoknya puass banget bnr2 second rasa baru terimakasih seller smg makin sukses dan berkah buat semuanya,50,positive,0.75,334,0.017964071856287425,0.04,0.0,0.0,0.014491017964071855,0
princessyulifarah,"Fitur Terbaik:ok
Sepadan dengan Harga:terjangkau

Alhamdulillah laptop nya udah sampe, dpt yg merk Dell, udah di coba berfungsi semua dan ok...
Tx seller, pengiriman cepet banget... 
Mudah2an awet dan manfaat buat di pondok ade...aamiin",5,45,1765793621,fitur terbaik ok sepadan dengan harga terjangkau alhamdulillah laptop nya udah sampe dpt yg merk dell udah di coba berfungsi semua dan ok tx seller pengiriman cepet banget mudah2an awet dan manfaat buat di pondok ade aamiin,fitur terbaik ok sepadan dengan harga terjangkau alhamdulillah laptop nya udah sampe dpt yg merk dell udah di coba berfungsi semua dan ok tx seller pengiriman cepet banget mudah2an awet dan manfaat buat di pondok ade aamiin,37,neutral,0.55,223,0.026905829596412557,0.21621621621621623,0.0,0.0,0.060780511453157195,0
nac9jf11hc,"Fitur Terbaik:sangat bagus..meskipun second..seperti baru
Sepadan dengan Harga:harga murah tapi kualitas sangat bagus

Mantappp....barang nya sudah diterima tidak ada kendalan ...semuanya ok
Barang sangat cepat pengirimanya",5,30,1758007526,fitur terbaik sangat bagus meskipun second seperti baru sepadan dengan harga harga murah tapi kualitas sangat bagus mantappp barang nya sudah diterima tidak ada kendalan semuanya ok barang sangat cepat pengirimanya,fitur terbaik sangat bagus meskipun second seperti baru sepadan dengan harga harga murah tapi kualitas sangat bagus mantappp barang nya sudah diterima tidak ada kendalan semuanya ok barang sangat cepat pengirimanya,31,positive,0.75,214,0.009345794392523364,0.2903225806451613,0.0,0.0,0.07491709375942117,0
runadikiruncloth,"Packing baik.... Tp sayang yg dikirim hp bukan toshiba atau acer
Jos lah semoga awet jd bisa utk langganan",5,61,1764115486,packing baik tp sayang yg dikirim hp bukan toshiba atau acer jos lah semoga awet jd bisa utk langganan,packing baik tp sayang yg dikirim hp bukan toshiba atau acer jos lah semoga awet jd bisa utk langganan,19,neutral,0.55,102,0.00980392156862745,0.0,0.0,0.0,0.0024509803921568627,0
farabiakbar,"Sepadan dengan Harga:lumayan buat anak yg baru belajar pegang leptop
Fitur Terbaik:sudah langsung bisa dipake",5,18,1765884764,sepadan dengan harga lumayan buat anak yg baru belajar pegang leptop fitur terbaik sudah langsung bisa dipake,sepadan dengan harga lumayan buat anak yg baru belajar pegang leptop fitur terbaik sudah langsung bisa dipake,17,neutral,0.55,109,0.0,0.0,0.0,0.0,0.0,0
m*****n,"Fungsi:berfungsi semestinya
Desain:bagus minim lecet dan keyboard terlihat jelas
Kondisi Barang:barang datang dalam keadaan aman

Mantap sesuai dengan yang dipesan 
,👍👍👍 semoga awet",5,5,1761872951,fungsi berfungsi semestinya desain bagus minim lecet dan keyboard terlihat jelas kondisi barang barang datang dalam keadaan aman mantap sesuai dengan yang dipesan semoga awet,fungsi berfungsi semestinya desain bagus minim lecet dan keyboard terlihat jelas kondisi barang barang datang dalam keadaan aman mantap sesuai dengan yang dipesan semoga awet,25,positive,0.75,174,0.005747126436781609,0.08,0.0,0.0,0.021436781609195404,0
masonketutmason,"Fitur Terbaik:8
Sepadan dengan Harga:8

Barang sudah sampai dan sesuai dengan keinginan saya barang lumayan bagus dengan harga segitu setelah di cek semuanya normal semoga awet dan tahan lama",5,21,1764771220,fitur terbaik 8 sepadan dengan harga 8 barang sudah sampai dan sesuai dengan keinginan saya barang lumayan bagus dengan harga segitu setelah di cek semuanya normal semoga awet dan tahan lama,fitur terbaik 8 sepadan dengan harga 8 barang sudah sampai dan sesuai dengan keinginan saya barang lumayan bagus dengan harga segitu setelah di cek semuanya normal semoga awet dan tahan lama,31,positive,0.75,190,0.0,0.3548387096774194,0.0,0.0,0.08870967741935484,0
uda98qp2bm,"Alhmduliah paketan udah sampe dengan sepamat,  dan peking nya rapih,  semua baring aman jalan semuanya Makasih buat penjualnya,  sukses terus jualan leptop nya amin 👐",5,16,1761333655,alhmduliah paketan udah sampe dengan sepamat dan peking nya rapih semua baring aman jalan semuanya makasih buat penjualnya sukses terus jualan leptop nya amin,alhmduliah paketan udah sampe dengan sepamat dan peking nya rapih semua baring aman jalan semuanya makasih buat penjualnya sukses terus jualan leptop nya amin,24,neutral,0.55,158,0.0,0.08333333333333333,0.0,0.0,0.020833333333333332,0
bte76p4gbk,"Fitur Terbaik:Bagus

Laptop udah di terima sama anak saya , Mudah2han awet laptopnya di pakai buat anak saya belajar",5,21,1760954623,fitur terbaik bagus laptop udah di terima sama anak saya mudah2han awet laptopnya di pakai buat anak saya belajar,fitur terbaik bagus laptop udah di terima sama anak saya mudah2han awet laptopnya di pakai buat anak saya belajar,19,positive,0.75,113,0.0,0.3157894736842105,0.0,0.0,0.07894736842105263,0
setiatye,"Fitur Terbaik:baik,bagus,masih mulus
Sepadan dengan Harga:bagus sepadan dengan harga

Trmksh kak SDH dikirim ,pngiriman cepat,bagus.blum saya cek lagi",5,21,1762148085,fitur terbaik baik bagus masih mulus sepadan dengan harga bagus sepadan dengan harga trmksh kak sdh dikirim pngiriman cepat bagus blum saya cek lagi,fitur terbaik baik bagus masih mulus sepadan dengan harga bagus sepadan dengan harga trmksh kak sdh dikirim pngiriman cepat bagus blum saya cek lagi,24,positive,0.75,148,0.0,0.375,0.0,0.0,0.09375,0
hajieman,"Fitur Terbaik:Bagus
Sepadan dengan Harga:murmer

Barang sesuai pesanan, ada kamera depan, semoga awet di pakenya.Terimakasih",5,5,1721783555,fitur terbaik bagus sepadan dengan harga murmer barang sesuai pesanan ada kamera depan semoga awet di pakenya terimakasih,fitur terbaik bagus sepadan dengan harga murmer barang sesuai pesanan ada kamera depan semoga awet di pakenya terimakasih,18,positive,0.75,121,0.0,0.0,0.0,0.0,0.0,0
,"Paket nya sudah di terima dan alhamdulilah kondisi nya baik,packing nya mantap sekali kokoh walau tanpa Buble wrap  sangat aman terima kasih",5,31,1756774661,paket nya sudah di terima dan alhamdulilah kondisi nya baik packing nya mantap sekali kokoh walau tanpa buble wrap sangat aman terima kasih,paket nya sudah di terima dan alhamdulilah kondisi nya baik packing nya mantap sekali kokoh walau tanpa buble wrap sangat aman terima kasih,23,positive,0.75,139,0.0,0.21739130434782608,0.0,0.0,0.05434782608695652,0
,Fitur Terbaik:Maaf barunkasih ulasan barangnyah sesuai lah dengan harga cuman batre nyah cepat abis,5,6,1757482504,fitur terbaik maaf barunkasih ulasan barangnyah sesuai lah dengan harga cuman batre nyah cepat abis,fitur terbaik maaf barunkasih ulasan barangnyah sesuai lah dengan harga cuman batre nyah cepat abis,15,positive,0.75,99,0.010101010101010102,0.0,0.0,0.0,0.0025252525252525255,0
,"Masih bagus walaupun seken, suka dengan pengemasannya rapi dan aman",5,60,1765037387,masih bagus walaupun seken suka dengan pengemasannya rapi dan aman,masih bagus walaupun seken suka dengan pengemasannya rapi dan aman,10,positive,0.75,66,0.015151515151515152,0.0,0.0,0.0,0.003787878787878788,0
amey9915,"udah takut duluan kalo laptopnya gak bisa nyala, dan ternyata bisa dong, pengirimannya lumayan cepet juga, thanks buat seller",5,18,1749200310,udah takut duluan kalo laptopnya gak bisa nyala dan ternyata bisa dong pengirimannya lumayan cepet juga thanks buat seller,udah takut duluan kalo laptopnya gak bisa nyala dan ternyata bisa dong pengirimannya lumayan cepet juga thanks buat seller,19,neutral,0.55,122,0.01639344262295082,0.10526315789473684,0.0,0.0,0.030414150129421915,0
widiaputri155,pokok nya bagus banget laptop nya dengan harga segitu🥰🥰🥰,5,4,1738344735,pokok nya bagus banget laptop nya dengan harga segitu,pokok nya bagus banget laptop nya dengan harga segitu,9,positive,0.75,53,0.0,0.2222222222222222,0.0,0.0,0.05555555555555555,0
irmawidhiyanti611,"Awalny deg2n sih order elektronik online.. tp pas brg sampai d check alhamdulillah brg sesuai hrpn,berfungsi dgn baik, kondisi laptop mulus,keren bgt.. pengemasan rapi,, pengirimn cepat,,trimaksh y dah amanah,,love it🥰🙏",5,10,1760411176,awalny deg2n sih order elektronik online tp pas brg sampai d check alhamdulillah brg sesuai hrpn berfungsi dgn baik kondisi laptop mulus keren bgt pengemasan rapi pengirimn cepat trimaksh y dah amanah love it,awalny deg2n sih order elektronik online tp pas brg sampai d check alhamdulillah brg sesuai hrpn berfungsi dgn baik kondisi laptop mulus keren bgt pengemasan rapi pengirimn cepat trimaksh y dah amanah love it,34,positive,0.75,208,0.004807692307692308,0.058823529411764705,0.0,0.0,0.015907805429864252,0
lutfi_ar07,"Sepadan dengan Harga:mantep
Fitur Terbaik:lumayan lah sepadan dengan harga ya

Sampai saat ini mulus tapi masih dalam pengecek an , tapi matep sih...",5,20,1756826664,sepadan dengan harga mantep fitur terbaik lumayan lah sepadan dengan harga ya sampai saat ini mulus tapi masih dalam pengecek an tapi matep sih,sepadan dengan harga mantep fitur terbaik lumayan lah sepadan dengan harga ya sampai saat ini mulus tapi masih dalam pengecek an tapi matep sih,24,neutral,0.55,143,0.006993006993006993,0.3333333333333333,0.0,0.0,0.08508158508158507,0
sriyulan_sari,"Fungsi:berfungsi dengan baik
Kondisi Barang:barang bagus
Desain:lumayan

Trimakasih.. Laptop Merek DELL sudah tiba.. Spikernya jernih. Tombolnya aktif semua..",5,5,1764171179,fungsi berfungsi dengan baik kondisi barang barang bagus desain lumayan trimakasih laptop merek dell sudah tiba spikernya jernih tombolnya aktif semua,fungsi berfungsi dengan baik kondisi barang barang bagus desain lumayan trimakasih laptop merek dell sudah tiba spikernya jernih tombolnya aktif semua,21,positive,0.75,150,0.006666666666666667,0.09523809523809523,0.0,0.0,0.025476190476190475,0
rahmatpauzi123,"Fungsi:mantep berfungsi dengan baik
Kondisi Barang:aman tidak ada kendala
Permukaan:mulus

Kurir ramah respon penjual baik barang bagus seneng banget Alhamdulillah",5,3,1757074327,fungsi mantep berfungsi dengan baik kondisi barang aman tidak ada kendala permukaan mulus kurir ramah respon penjual baik barang bagus seneng banget alhamdulillah,fungsi mantep berfungsi dengan baik kondisi barang aman tidak ada kendala permukaan mulus kurir ramah respon penjual baik barang bagus seneng banget alhamdulillah,23,neutral,0.55,162,0.012345679012345678,0.17391304347826086,0.0,0.0,0.046564680622651636,0
ijulsh,"Fitur Terbaik:Laptop seken dengan harga yang ramah
Sepadan dengan Harga:pas lah buat memgetik

Setelah saya unboxing, kesan pertama tidak begitu menggoda, setelah saya buka laptopnya ternyata kesannya ciamik...
Cuma mousenya nggak ada, dan saya kirain merk toshiba, ternyata merek lenovo...
Yo wis lah ra po po, sing penting iso mengetik..
Untuk laptop seken sekelas ini saya rasa ini cukup mantul. Suara masih jernih, tampilan masih ok..
Semoga berkah",5,14,1757242993,fitur terbaik laptop seken dengan harga yang ramah sepadan dengan harga pas lah buat memgetik setelah saya unboxing kesan pertama tidak begitu menggoda setelah saya buka laptopnya ternyata kesannya ciamik cuma mousenya nggak ada dan saya kirain merk toshiba ternyata merek lenovo yo wis lah ra po po sing penting iso mengetik untuk laptop seken sekelas ini saya rasa ini cukup mantul suara masih jernih tampilan masih ok semoga berkah,fitur terbaik laptop seken dengan harga yang ramah sepadan dengan harga pas lah buat memgetik setelah saya unboxing kesan pertama tidak begitu menggoda setelah saya buka laptopnya ternyata kesannya ciamik cuma mousenya nggak ada dan saya kirain merk toshiba ternyata merek lenovo yo wis lah ra po po sing penting iso mengetik untuk laptop seken sekelas ini saya rasa ini cukup mantul suara masih jernih tampilan masih ok semoga berkah,70,negative,0.75,434,0.0069124423963133645,0.34285714285714286,0.0,1.0,0.2874423963133641,0
nntcir4_aj,"Fitur Terbaik:oke

Udah di unboxing.. tampilan casing mulus meskipun bekas, pengemasan juga aman , camera rada burem tapi sepadan dg harga , moga awet buat nugas kuliah.",5,14,1760576139,fitur terbaik oke udah di unboxing tampilan casing mulus meskipun bekas pengemasan juga aman camera rada burem tapi sepadan dg harga moga awet buat nugas kuliah,fitur terbaik oke udah di unboxing tampilan casing mulus meskipun bekas pengemasan juga aman camera rada burem tapi sepadan dg harga moga awet buat nugas kuliah,26,neutral,0.55,160,0.0,0.0,0.0,0.0,0.0,0
