comment,tags,sentiment,is_fake,trust_score
"Fitur Terbaik:baik
Sepadan dengan Harga:betul

Barang sudah saya terima, kondisi baik dan rapi diplastikin gitu kaya barang baru, trima kasih",,positive,False,98.64
"Fitur Terbaik:baik
Sepadan dengan Harga:lumayan terjangkau

Alhamdulillah kemaren pesan hari ini sampai karna kebetulan dekat, puas karna laptopnya sesuai ekspektasi kondisi mulus, tidak lemot, speaker tidak sember, batrai lumayan awet dapet bonus mouse... semoga awet yaa",Puas,positive,False,98.36
"Harga murah, kondisi fisik +- 90% , tidak ada tulisan toshiba, tapi pas dipasang langsung masuk, sudah ke charge 93% , belum dicoba di running bisa smpenbrp jam, semoga tahan nggak gampang ngedrop",Harga | Harga Murah,negative,False,37.57
"Fitur Terbaik:All
Sepadan dengan Harga:sangat sesuai

Laptop sdh diterima dgn baik utuh (10 hari), packing super aman, awalnya ragu² dan was² terkait barang yg dikirim, ternyata sesuai ecpetasi dan deskripsi, kondisi masih sangat baik dlm kategori second, aplikasi komplit bonus mouse tinggal pakai, mudah²an awet, terimakasih",Pengiriman Buruk,positive,False,98.73
"Sudah tes semua.. bagus, oke banget penjualnya.. cuma ka.. ini ga ada DVD RW nya... 🥺Beli lagi deh.. 
Trims ya..",Kualitas Bagus | Akan Beli Lagi,positive,False,100.0
"Fitur Terbaik:sangat baik
Sepadan dengan Harga:sepada dengan harga

Alhamdullilah paket nya sudah sampai
Masyaallah bangus banget mulus tidak ada yg rusak aman...respon penjual cepat  baik dan ramah pengiriman pun cepat Alhamdullilah..terimakaish banyak ya semoga awet .. dan dapet bonus mous juga..alhamdullilah",Harga | Barang Rusak | Masalah Penjual | Pengiriman Buruk,negative,False,36.68
"Fitur Terbaik:Accessories lengkap sesuai deskripsi
Sepadan dengan Harga:murah

Produk sesuai dengan deskripsi. 
Kondisi barang siap pakai, bagus. 
Pengiriman cepat. 
Penjual fast response dan ramah. 
Bagus untuk belajar anak dan kerja pembukuan istri. 
""Bismillah"" Semoga awet tidak rusak-rusak. 
Amin......",Kualitas Bagus | Pengiriman Buruk | Masalah Penjual,positive,False,97.73
"Fitur Terbaik:lumayan
Sepadan dengan Harga:semoga

Packingan oke, sampai dg selamat di ambalat kalimantan utara.

dapat asus hitam.
Bonus 2 mouse karna sudah susah memang cursor di laptop.
Seharian penuh di cash ndak penuh2 juga batrey nya.
Kalo di pake tanpa di cash beberapa menit langsung mati. Dan harus di cash lagi klo hidupin nya. Berkali2 begitu.
jadi gmn seller?


makasih shopee",,neutral,False,69.06
"Fitur Terbaik:baik
Sepadan dengan Harga:terjangkau

Awalnya ragu karena pertama beli online brg elektronik yg lumayan harganya. Deg""an takut Scammm .tp Alhamdulillah trnyta dkirim bener semua fungsi jalan brg mulus
Wajar pemakaian lecet mah.Pokonya jangan ragu order disini yeorobuuunnnn",,neutral,False,69.11
"Fitur Terbaik:pengemasan cepat pengiriman juga cepat barang juga oke..

Pengemasan cepat pengiriman juga cepat barang oke",Pengiriman Buruk,positive,False,93.38
"Fungsi:dapat berfungsi dengan baik
Kondisi Barang:keadaan ter packing dgn baik dan barang mulus

packing nya sangat aman bgtt dan rekomendasi bgtt si untuk beli di sni udh murah dapat free mousenya jga. terimakasih seller😊",Pengiriman Buruk | Direkomendasikan | Harga Murah,neutral,False,65.75
"Puas beli disini rekomendasi untuk semuanya
Toko amanah 
Semoga berkah leptop ini untuk saya dan keluarga
Terimakasih banyak atas layanan yang diberikan.
Semoga laris terus... Aamiin ya Allah.",Puas | Direkomendasikan,positive,False,94.4
"Fitur Terbaik:amanah selalu ya
Sepadan dengan Harga:mantap harga murah tapi tidak murahan.

Berkualitas barang ny",Harga | Harga Murah,neutral,False,64.49
Sepadan dengan Harga:packing sangat rapi. pengiriman cepat. semoga berfungsi dengan baik.,Pengiriman Buruk,positive,False,98.74
Ok paket dah sampai di tangan pengiriman cepat kurir baik barang sesuway pesanan trimakasih semuanya,Pengiriman Buruk,positive,False,94.55
"Fitur Terbaik:top

Saya angkat 4 jempol buat seller 

Paket di jamin ori
Packing paling top 
Estimasi cepat

Saya tdk banyak komen pokoknya TOP MANTUL sukses selalu,InsyaALLAH kalau saya perlu saya order lagi,pertahankan terus gan THE BEST SELLER",Pengiriman Buruk,positive,False,96.22
"Kemasan bagus.
Laptop masih seperti baru.
Sayang tidak ada dvd drive",Kualitas Bagus,neutral,False,63.34
"Fitur Terbaik:sesuai spek
Sepadan dengan Harga:terjangkau",,positive,False,98.9
"Fungsi:normal
Desain:dpt merk lenovo
Kondisi Barang:bagus, mulus

sblmnya hrp2 cemas kawatir brrmslh di pengirimannya, stlh datang trnyata brgnya bagus,,muluss, lebih dr ekspektasiku,pengiriman cpt, packing aman, dilapisi bbrp dus tebal, pokoknya puass banget.. bnr2 second rasa baru.. terimakasih seller,,, smg makin sukses dan berkah buat semuanya",Pengiriman Buruk,positive,False,90.62
"Fitur Terbaik:ok
Sepadan dengan Harga:terjangkau

Alhamdulillah laptop nya udah sampe, dpt yg merk Dell, udah di coba berfungsi semua dan ok...
Tx seller, pengiriman cepet banget... 
Mudah2an awet dan manfaat buat di pondok ade...aamiin",Pengiriman Buruk,neutral,False,68.51
