username,comment,rating,likes,create_time,comment_clean
t*****6,"Fitur Terbaik:baik
Sepadan dengan Harga:betul

Barang sudah saya terima, kondisi baik dan rapi diplastikin gitu kaya barang baru, trima kasih",5,303,1765526944,fitur terbaik baik sepadan dengan harga betul barang sudah saya terima kondisi baik dan rapi diplastikin gitu kaya barang baru trima kasih
hanifahjihan,"Fitur Terbaik:baik
Sepadan dengan Harga:lumayan terjangkau

Alhamdulillah kemaren pesan hari ini sampai karna kebetulan dekat, puas karna laptopnya sesuai ekspektasi kondisi mulus, tidak lemot, speaker tidak sember, batrai lumayan awet dapet bonus mouse... semoga awet yaa",5,686,1765874604,fitur terbaik baik sepadan dengan harga lumayan terjangkau alhamdulillah kemaren pesan hari ini sampai karna kebetulan dekat puas karna laptopnya sesuai ekspektasi kondisi mulus tidak lemot speaker tidak sember batrai lumayan awet dapet bonus mouse semoga awet yaa
yuyusanto,"Harga murah, kondisi fisik +- 90% , tidak ada tulisan toshiba, tapi pas dipasang langsung masuk, sudah ke charge 93% , belum dicoba di running bisa smpenbrp jam, semoga tahan nggak gampang ngedrop",5,96,1764204747,harga murah kondisi fisik 90 tidak ada tulisan toshiba tapi pas dipasang langsung masuk sudah ke charge 93 belum dicoba di running bisa smpenbrp jam semoga tahan nggak gampang ngedrop
h.mulyono,"Fitur Terbaik:All
Sepadan dengan Harga:sangat sesuai

Laptop sdh diterima dgn baik utuh (10 hari), packing super aman, awalnya ragu² dan was² terkait barang yg dikirim, ternyata sesuai ecpetasi dan deskripsi, kondisi masih sangat baik dlm kategori second, aplikasi komplit bonus mouse tinggal pakai, mudah²an awet, terimakasih",5,508,1765871435,fitur terbaik all sepadan dengan harga sangat sesuai laptop sdh diterima dgn baik utuh 10 hari packing super aman awalnya ragu dan was terkait barang yg dikirim ternyata sesuai ecpetasi dan deskripsi kondisi masih sangat baik dlm kategori second aplikasi komplit bonus mouse tinggal pakai mudah an awet terimakasih
johanandrianus,"Sudah tes semua.. bagus, oke banget penjualnya.. cuma ka.. ini ga ada DVD RW nya... 🥺Beli lagi deh.. 
Trims ya..",5,202,1765553619,sudah tes semua bagus oke banget penjualnya cuma ka ini ga ada dvd rw nya beli lagi deh trims ya
uwincalvin,"Fitur Terbaik:sangat baik
Sepadan dengan Harga:sepada dengan harga

Alhamdullilah paket nya sudah sampai
Masyaallah bangus banget mulus tidak ada yg rusak aman...respon penjual cepat  baik dan ramah pengiriman pun cepat Alhamdullilah..terimakaish banyak ya semoga awet .. dan dapet bonus mous juga..alhamdullilah",5,664,1765881002,fitur terbaik sangat baik sepadan dengan harga sepada dengan harga alhamdullilah paket nya sudah sampai masyaallah bangus banget mulus tidak ada yg rusak aman respon penjual cepat baik dan ramah pengiriman pun cepat alhamdullilah terimakaish banyak ya semoga awet dan dapet bonus mous juga alhamdullilah
z*****i,"Fitur Terbaik:Accessories lengkap sesuai deskripsi
Sepadan dengan Harga:murah

Produk sesuai dengan deskripsi. 
Kondisi barang siap pakai, bagus. 
Pengiriman cepat. 
Penjual fast response dan ramah. 
Bagus untuk belajar anak dan kerja pembukuan istri. 
""Bismillah"" Semoga awet tidak rusak-rusak. 
Amin......",5,176,1765535371,fitur terbaik accessories lengkap sesuai deskripsi sepadan dengan harga murah produk sesuai dengan deskripsi kondisi barang siap pakai bagus pengiriman cepat penjual fast response dan ramah bagus untuk belajar anak dan kerja pembukuan istri bismillah semoga awet tidak rusak rusak amin
hikmatullaili_87,"Fitur Terbaik:lumayan
Sepadan dengan Harga:semoga

Packingan oke, sampai dg selamat di ambalat kalimantan utara.

dapat asus hitam.
Bonus 2 mouse karna sudah susah memang cursor di laptop.
Seharian penuh di cash ndak penuh2 juga batrey nya.
Kalo di pake tanpa di cash beberapa menit langsung mati. Dan harus di cash lagi klo hidupin nya. Berkali2 begitu.
jadi gmn seller?


makasih shopee",5,186,1765456203,fitur terbaik lumayan sepadan dengan harga semoga packingan oke sampai dg selamat di ambalat kalimantan utara dapat asus hitam bonus 2 mouse karna sudah susah memang cursor di laptop seharian penuh di cash ndak penuh2 juga batrey nya kalo di pake tanpa di cash beberapa menit langsung mati dan harus di cash lagi klo hidupin nya berkali2 begitu jadi gmn seller makasih shopee
s*****p,"Fitur Terbaik:baik
Sepadan dengan Harga:terjangkau

Awalnya ragu karena pertama beli online brg elektronik yg lumayan harganya. Deg""an takut Scammm .tp Alhamdulillah trnyta dkirim bener semua fungsi jalan brg mulus
Wajar pemakaian lecet mah.Pokonya jangan ragu order disini yeorobuuunnnn",5,44,1764170722,fitur terbaik baik sepadan dengan harga terjangkau awalnya ragu karena pertama beli online brg elektronik yg lumayan harganya deg an takut scammm tp alhamdulillah trnyta dkirim bener semua fungsi jalan brg mulus wajar pemakaian lecet mah pokonya jangan ragu order disini yeorobuuunnnn
g*****_,"Fitur Terbaik:pengemasan cepat pengiriman juga cepat barang juga oke..

Pengemasan cepat pengiriman juga cepat barang oke",5,120,1765022128,fitur terbaik pengemasan cepat pengiriman juga cepat barang juga oke pengemasan cepat pengiriman juga cepat barang oke
