username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count
9c96zlmp4x,"Desain:bagus modern
Warna:warna oke sesuai pesanan
Pas untuk Acara:joging jalan jalan",5,34,1765792893,desain bagus modern warna warna oke sesuai pesanan pas untuk acara joging jalan jalan,desain bagus modern warna warna oke sesuai pesanan pas untuk acara joging jalan jalan,14
toriq120,"Warna:warna produk sesuai ekspektasi
Desain:menarik dan bagus
Bahan:tebal dan nyaman",5,7,1764985187,warna warna produk sesuai ekspektasi desain menarik dan bagus bahan tebal dan nyaman,warna warna produk sesuai ekspektasi desain menarik dan bagus bahan tebal dan nyaman,13
qevigxcnef,"Warna:warna produck sesuai
Desain:menarik dan rapi
Kenyamanan:bahan sangat nyaman waktu di pakai",5,4,1765885469,warna warna produck sesuai desain menarik dan rapi kenyamanan bahan sangat nyaman waktu di pakai,warna warna produck sesuai desain menarik dan rapi kenyamanan bahan sangat nyaman waktu di pakai,15
l*****9,Sangat bagus dan sesuai dengan gambar menarik dengan detail yg rapih,5,0,1763449613,sangat bagus dan sesuai dengan gambar menarik dengan detail yg rapih,sangat bagus dan sesuai dengan gambar menarik dengan detail yg rapih,11
ie_rnkea3v,"Desain:bagus
Warna:hitam
Pas untuk Acara:kerja

bahan nya bagus terus sesuai dengan produk diatas semoga ajaa awet dan enggaa berkarat sabuknya klo topi nya bagus sama keren sii klo dompet bagus bahan nya juga halus dan keren tetapi tolong klo bisa buat nyimpan kartu bisa ditambahin lagi sama pass saya cek dompet nya ada yang engga pass pas jahit nya tolong kalo bisa pas mau jahit dicek kembali dan dibetulin lagi soalnya tadi pas aku cek dari atas pas tapi kok pas ke bawah itu langsung panjang sebelah gitu jadi klo bisa dikoreksi kembali dan di cek kembali 
semoga pelanggan nya makin banyak dan makin rame",5,6,1759961057,desain bagus warna hitam pas untuk acara kerja bahan nya bagus terus sesuai dengan produk diatas semoga ajaa awet dan enggaa berkarat sabuknya klo topi nya bagus sama keren sii klo dompet bagus bahan nya juga halus dan keren tetapi tolong klo bisa buat nyimpan kartu bisa ditambahin lagi sama pass saya cek dompet nya ada yang engga pass pas jahit nya tolong kalo bisa pas mau jahit dicek kembali dan dibetulin lagi soalnya tadi pas aku cek dari atas pas tapi kok pas ke bawah itu langsung panjang sebelah gitu jadi klo bisa dikoreksi kembali dan di cek kembali semoga pelanggan nya makin banyak dan makin rame,desain bagus warna hitam pas untuk acara kerja bahan nya bagus terus sesuai dengan produk diatas semoga ajaa awet dan enggaa berkarat sabuknya klo topi nya bagus sama keren sii klo dompet bagus bahan nya juga halus dan keren tetapi tolong klo bisa buat nyimpan kartu bisa ditambahin lagi sama pass saya cek dompet nya ada yang engga pass pas jahit nya tolong kalo bisa pas mau jahit dicek kembali dan dibetulin lagi soalnya tadi pas aku cek dari atas pas tapi kok pas ke bawah itu langsung panjang sebelah gitu jadi klo bisa dikoreksi kembali dan di cek kembali semoga pelanggan nya makin banyak dan makin rame,108
rf4nilnpam,"Warna:sesuai pesanan
Desain:menarik
Kenyamanan:sangat nyaman",5,1,1760372615,warna sesuai pesanan desain menarik kenyamanan sangat nyaman,warna sesuai pesanan desain menarik kenyamanan sangat nyaman,8
17yu56rxwz,"Warna:warna bagus
Desain:menarik
Kenyamanan:bahan sangat nyaman

barang bagus cuma tadi rada panik pas nyobaim sabuk ko ga bisa dibuka rupanya qda tombol khsusnya",5,2,1764053971,warna warna bagus desain menarik kenyamanan bahan sangat nyaman barang bagus cuma tadi rada panik pas nyobaim sabuk ko ga bisa dibuka rupanya qda tombol khsusnya,warna warna bagus desain menarik kenyamanan bahan sangat nyaman barang bagus cuma tadi rada panik pas nyobaim sabuk ko ga bisa dibuka rupanya qda tombol khsusnya,26
argajimbon11,"Warna:sangat manarik
Desain:bagus
Kenyamanan:nyaman",5,0,1759455890,warna sangat manarik desain bagus kenyamanan nyaman,warna sangat manarik desain bagus kenyamanan nyaman,7
noyycsc581,,5,1,1764594583,,nan,1
muhammad.munir212,,5,6,1759954216,,nan,1
aziskusmawan,Mantap,5,3,1764053931,mantap,mantap,1
jezadi221002,,5,0,1759555265,,nan,1
8frhqsjfnb,,5,0,1761664395,,nan,1
irfanbarat,Warna:ok,5,0,1757754041,warna ok,warna ok,2
e*****n,,5,0,1759831397,,nan,1
agusrian12,Trimakasih,5,0,1758456362,trimakasih,trimakasih,1
7chxj9oll8,,5,0,1761472255,,nan,1
seviafitri333,"Warna:bagus
Desain:menarik
Kenyamanan:nyaman

Bagus banget, barangnya udah sampe dan bagus semua, murce lagi",5,0,1757004348,warna bagus desain menarik kenyamanan nyaman bagus banget barangnya udah sampe dan bagus semua murce lagi,warna bagus desain menarik kenyamanan nyaman bagus banget barangnya udah sampe dan bagus semua murce lagi,16
setyoutomo66666,Mantap jiwa.. ✌✌✌,5,3,1760330668,mantap jiwa,mantap jiwa,2
a4_4gbfqe_,"Warna:BAGUS
Desain:menarik
Pas untuk Acara:santai",5,0,1755400348,warna bagus desain menarik pas untuk acara santai,warna bagus desain menarik pas untuk acara santai,8
gus4ndy1969,"Warna:Hitam sesuai
Desain:bagus
Kenyamanan:bagus

Cuma panjang tali sabuk kurang panjang terlalu kecil",5,2,1758878287,warna hitam sesuai desain bagus kenyamanan bagus cuma panjang tali sabuk kurang panjang terlalu kecil,warna hitam sesuai desain bagus kenyamanan bagus cuma panjang tali sabuk kurang panjang terlalu kecil,15
arreghrueedd,,5,0,1759577934,,nan,1
fakhrulrafi399,"Warna:hitam
Desain:bagus
Kenyamanan:nyaman",5,0,1760519443,warna hitam desain bagus kenyamanan nyaman,warna hitam desain bagus kenyamanan nyaman,6
celsyamora,"Warna:hitam
Kenyamanan:bagus",5,0,1756083123,warna hitam kenyamanan bagus,warna hitam kenyamanan bagus,4
usmany474,"Warna:ok
Desain:ok
Kenyamanan:ok",5,0,1761227558,warna ok desain ok kenyamanan ok,warna ok desain ok kenyamanan ok,6
themlrsz,Keren semoga awet terus yaa,5,0,1763375973,keren semoga awet terus yaa,keren semoga awet terus yaa,5
teguh120581,"Warna:bagus
Desain:lumayan sesuai harga
Kenyamanan:lumayan nyaman",5,0,1760444167,warna bagus desain lumayan sesuai harga kenyamanan lumayan nyaman,warna bagus desain lumayan sesuai harga kenyamanan lumayan nyaman,9
massugik557,Pas bagus,5,0,1760678138,pas bagus,pas bagus,2
delapahera,"Warna:bagus
Desain:menarik
Kenyamanan:lumayan bagus",5,0,1756213117,warna bagus desain menarik kenyamanan lumayan bagus,warna bagus desain menarik kenyamanan lumayan bagus,7
gunsaawan,"Warna:Sesuai
Desain:Bagus
Kenyamanan:Ok lah dengan harga segitu",5,0,1760147657,warna sesuai desain bagus kenyamanan ok lah dengan harga segitu,warna sesuai desain bagus kenyamanan ok lah dengan harga segitu,10
marionojombang,"Warna:sesuai
Desain:oke lahh
Kenyamanan:nyaman, sesuai harga",5,0,1764329375,warna sesuai desain oke lahh kenyamanan nyaman sesuai harga,warna sesuai desain oke lahh kenyamanan nyaman sesuai harga,9
tiniazhatiniazha,"Warna:sangat bagus dan sesuai gambar
Desain:menarik
Kenyamanan:Bahan bagus",5,0,1757923588,warna sangat bagus dan sesuai gambar desain menarik kenyamanan bahan bagus,warna sangat bagus dan sesuai gambar desain menarik kenyamanan bahan bagus,11
