username,comment,rating,likes,create_time,comment_clean
wellybudianto73,"Awalnya sempat Ragu Karena harga murah, tapi waktu dicoba overclock ke 3200 msh ok performance nya. Lancar tanpa gangguan. Saya uploaded semua supaya rekan2 yg mau beli jelas spek Kingston ini. Nomor seri memang sudah diskontinyu kalau cek web. Overall OK performance nya. Kondisi packing bublewarp.",5,265,1765631914,awalnya sempat ragu karena harga murah tapi waktu dicoba overclock ke 3200 msh ok performance nya lancar tanpa gangguan saya uploaded semua supaya rekan2 yg mau beli jelas spek kingston ini nomor seri memang sudah diskontinyu kalau cek web overall ok performance nya kondisi packing bublewarp
fahrulff14,Produk datang sesuai pesanan. Pengemasan sangat aman (bubblewrap sangat tebal). Pengiriman cepat. Produk juga original. Semoga bisa awet dan tidak ada kendala. Recomended.,5,21,1757136852,produk datang sesuai pesanan pengemasan sangat aman bubblewrap sangat tebal pengiriman cepat produk juga original semoga bisa awet dan tidak ada kendala recomended
ravaacreative,"Paket berfungsi dengan baik
Terdeteksi semuanya dan berjalan dg normal
Thanks seller",5,20,1699206550,paket berfungsi dengan baik terdeteksi semuanya dan berjalan dg normal thanks seller
i*****r,"Baru pertama kali beli Kingston. Gak terlalu mengerti tentang barangnya.

Spek di dus atau ram 2666mhz CL16. Terbaca di BIOS 2400mhz. Di software 2666mhz CL19. 
Bisa beda semua.

Saran saja. Buat yang beli ram ini jangan di OC. Gak support XMP karena katanya teknologi Kingston namanya Plug n Play.",5,14,1763306946,baru pertama kali beli kingston gak terlalu mengerti tentang barangnya spek di dus atau ram 2666mhz cl16 terbaca di bios 2400mhz di software 2666mhz cl19 bisa beda semua saran saja buat yang beli ram ini jangan di oc gak support xmp karena katanya teknologi kingston namanya plug n play
b*****d,"Fitur Terbaik:good quality, Low price
Sepadan dengan Harga:Pastinya

Buat yang kalo main game patah patah (freeze) atau kalo udah punya vga bagus tapi masih patah patah ku saranin beli ini, harganya murah tapi kualitasnya bagus,",5,4,1756170342,fitur terbaik good quality low price sepadan dengan harga pastinya buat yang kalo main game patah patah freeze atau kalo udah punya vga bagus tapi masih patah patah ku saranin beli ini harganya murah tapi kualitasnya bagus
bimaroikhan,"Fitur Terbaik:berfungsi dengan baik
Sepadan dengan Harga:harga paling murah

Berfungsi dengan baik di pc saya dengan spek i3 gen 10 gtx 1050. Harganya sih terbaik 2 pcs ram 8gb ddr4 2666mhz cuma 600rban, ditambahn voucher toko dan shopee ga sampe 600rb jatuhnya dpt 2 keping 8gb hehe
Semoga awet, walau garansi seumur hidup",5,3,1727698897,fitur terbaik berfungsi dengan baik sepadan dengan harga harga paling murah berfungsi dengan baik di pc saya dengan spek i3 gen 10 gtx 1050 harganya sih terbaik 2 pcs ram 8gb ddr4 2666mhz cuma 600rban ditambahn voucher toko dan shopee ga sampe 600rb jatuhnya dpt 2 keping 8gb hehe semoga awet walau garansi seumur hidup
c*****7,"Fungsi:baik
Keaslian:original
Fitur:sangat baik

Hai kak... Ini sudah pesanan yg ke 2, krna pesanan yg lalu beroperasi sangat baik, mk utk ke 2 kalinya pesan di toko ini lagi... Thx yah seller semoga amanah dan berkah maaf yah telat kasih penilaian nya 🙏🙏",5,0,1725526334,fungsi baik keaslian original fitur sangat baik hai kak ini sudah pesanan yg ke 2 krna pesanan yg lalu beroperasi sangat baik mk utk ke 2 kalinya pesan di toko ini lagi thx yah seller semoga amanah dan berkah maaf yah telat kasih penilaian nya
s*****7,"Fungsi:Buat Menambah performa
Keaslian:Asli Ram
Fitur:Bagus sudah beberapa X beli.",5,1,1724728626,fungsi buat menambah performa keaslian asli ram fitur bagus sudah beberapa x beli
hendry.6735,"Fungsi:ram
Keaslian:asli
Fitur:ok

Sempat ragu karena harga murah dan harus berdampingan dengan corsair vengeance…..tapi termyata aman sentosa lancar jaya, makasih tokonya amanah semoga berkah, aminnn",5,2,1755532318,fungsi ram keaslian asli fitur ok sempat ragu karena harga murah dan harus berdampingan dengan corsair vengeance tapi termyata aman sentosa lancar jaya makasih tokonya amanah semoga berkah aminnn
bossun.bossun,"Fitur Terbaik:barang sampai dengan aman

Barang sudah sampai dengan aman. dengan di bubble warp berlapis lapis jadi sangat aman. belum dicoba.",5,0,1696232640,fitur terbaik barang sampai dengan aman barang sudah sampai dengan aman dengan di bubble warp berlapis lapis jadi sangat aman belum dicoba
tri_oppo,"Fitur Terbaik:ada pendingin
Sepadan dengan Harga:harga paling update

Trusted seller, klaim garansi mudah.
Rusak ganti baru. Mantaplah pokoknya.",5,5,1698603280,fitur terbaik ada pendingin sepadan dengan harga harga paling update trusted seller klaim garansi mudah rusak ganti baru mantaplah pokoknya
b*****h,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Belum di cobak, tapi udah sering  beli di sini kondisi baik baik baik saja, semoga yg ini juga baik baik baik saja ya kak",5,1,1744786666,fitur terbaik baik sepadan dengan harga sepadan belum di cobak tapi udah sering beli di sini kondisi baik baik baik saja semoga yg ini juga baik baik baik saja ya kak
s*****6,"Fitur Terbaik:memory komputer
Sepadan dengan Harga:Ok mantap

Produk bagus berfungsi dengan baik packing rapi aman dan pengiriman cepat thanks",5,0,1688174769,fitur terbaik memory komputer sepadan dengan harga ok mantap produk bagus berfungsi dengan baik packing rapi aman dan pengiriman cepat thanks
r*****n,"Fungsi:Barang bekerja dengan baik
Keaslian:Original
Fitur:Bagus

FYI apabila rekan rekan ada yang make motherboard yang sama dengan saya, yaitu Gigabyte seri GA A320M S2H, untuk seri ini mobo hanya support di ram speed 2666mhz, jadi jangan order yang diatas itu karna sebelumnya saya salah order yang 3200mhz, alhasil PC saya engga mau booting/blank screen. Terima Kasih untuk Admin sudah membantu semua proses refund dan ganti barang dengan sangat sangat baik.",5,1,1733672938,fungsi barang bekerja dengan baik keaslian original fitur bagus fyi apabila rekan rekan ada yang make motherboard yang sama dengan saya yaitu gigabyte seri ga a320m s2h untuk seri ini mobo hanya support di ram speed 2666mhz jadi jangan order yang diatas itu karna sebelumnya saya salah order yang 3200mhz alhasil pc saya engga mau booting blank screen terima kasih untuk admin sudah membantu semua proses refund dan ganti barang dengan sangat sangat baik
u*****9,"Fitur Terbaik:belum coba
Sepadan dengan Harga:belum coba

Packing super aman karena berlapis-lapis. Pengiriman lumayan cepat. Belum dicoba semoga bisa di laptop saya. Thanks seller",5,1,1705597180,fitur terbaik belum coba sepadan dengan harga belum coba packing super aman karena berlapis lapis pengiriman lumayan cepat belum dicoba semoga bisa di laptop saya thanks seller
ratatabyl,"Sepadan dengan Harga:Sangat Pantas
Fitur Terbaik:Sangat baik

Barang yang dikirim baru dan baik langsung pasang dan lancar jaya. Sudah 1 jam lebih  setelah dipasang Komp tetap stabil dan semakin kenceng. Layanan sellernya sangat baik akomodasi, jadi seneng aja beli disini. Rekomendasi untuk kalian yg mau cari RAM dan lainnya di sini aja. Pengamanan juga cepat. Semua bintang 5 trims🙏",5,0,1711781825,sepadan dengan harga sangat pantas fitur terbaik sangat baik barang yang dikirim baru dan baik langsung pasang dan lancar jaya sudah 1 jam lebih setelah dipasang komp tetap stabil dan semakin kenceng layanan sellernya sangat baik akomodasi jadi seneng aja beli disini rekomendasi untuk kalian yg mau cari ram dan lainnya di sini aja pengamanan juga cepat semua bintang 5 trims
kepinptr,"berfungsi baik, tpi manufacturenya samsung? yg nanya technology, ram beli official, trus posisi masang jga berlawanan, yg kanan official, yg kiri di shopee. tpi overall berjalan dgn baik.",5,1,1691070804,berfungsi baik tpi manufacturenya samsung yg nanya technology ram beli official trus posisi masang jga berlawanan yg kanan official yg kiri di shopee tpi overall berjalan dgn baik
ridovartech,"Fungsi:berfungsi dg baik
Keaslian:asli
Fitur:bagus",5,2,1745191530,fungsi berfungsi dg baik keaslian asli fitur bagus
m*****8,"Fitur Terbaik:baik
Sepadan dengan Harga:cukup

Biarkan bintang yang bicara aja lah ya. 
Packing aman.",5,1,1688863662,fitur terbaik baik sepadan dengan harga cukup biarkan bintang yang bicara aja lah ya packing aman
