comment,tags,sentiment,is_fake,trust_score
"Awalnya sempat Ragu Karena harga murah, tapi waktu dicoba overclock ke 3200 msh ok performance nya. Lancar tanpa gangguan. Saya uploaded semua supaya rekan2 yg mau beli jelas spek Kingston ini. Nomor seri memang sudah diskontinyu kalau cek web. Overall OK performance nya. Kondisi packing bublewarp.",Harga | Harga Murah | Pengiriman Buruk,neutral,False,69.26
Produk datang sesuai pesanan. Pengemasan sangat aman (bubblewrap sangat tebal). Pengiriman cepat. Produk juga original. Semoga bisa awet dan tidak ada kendala. Recomended.,Pengiriman Buruk,positive,False,96.23
"Paket berfungsi dengan baik
Terdeteksi semuanya dan berjalan dg normal
Thanks seller",,neutral,False,67.23
"Baru pertama kali beli Kingston. Gak terlalu mengerti tentang barangnya.

Spek di dus atau ram 2666mhz CL16. Terbaca di BIOS 2400mhz. Di software 2666mhz CL19. 
Bisa beda semua.

Saran saja. Buat yang beli ram ini jangan di OC. Gak support XMP karena katanya teknologi Kingston namanya Plug n Play.",Barang Tidak Sesuai,neutral,False,63.57
"Fitur Terbaik:good quality, Low price
Sepadan dengan Harga:Pastinya

Buat yang kalo main game patah patah (freeze) atau kalo udah punya vga bagus tapi masih patah patah ku saranin beli ini, harganya murah tapi kualitasnya bagus,",Kualitas Bagus | Harga Murah,positive,False,84.78
"Fitur Terbaik:berfungsi dengan baik
Sepadan dengan Harga:harga paling murah

Berfungsi dengan baik di pc saya dengan spek i3 gen 10 gtx 1050. Harganya sih terbaik 2 pcs ram 8gb ddr4 2666mhz cuma 600rban, ditambahn voucher toko dan shopee ga sampe 600rb jatuhnya dpt 2 keping 8gb hehe
Semoga awet, walau garansi seumur hidup",Harga Murah,neutral,False,53.9
"Fungsi:baik
Keaslian:original
Fitur:sangat baik

Hai kak... Ini sudah pesanan yg ke 2, krna pesanan yg lalu beroperasi sangat baik, mk utk ke 2 kalinya pesan di toko ini lagi... Thx yah seller semoga amanah dan berkah maaf yah telat kasih penilaian nya 🙏🙏",,neutral,False,48.55
"Fungsi:Buat Menambah performa
Keaslian:Asli Ram
Fitur:Bagus sudah beberapa X beli.",,positive,False,81.9
"Fungsi:ram
Keaslian:asli
Fitur:ok

Sempat ragu karena harga murah dan harus berdampingan dengan corsair vengeance…..tapi termyata aman sentosa lancar jaya, makasih tokonya amanah semoga berkah, aminnn",Harga | Harga Murah,neutral,False,53.58
"Fitur Terbaik:barang sampai dengan aman

Barang sudah sampai dengan aman. dengan di bubble warp berlapis lapis jadi sangat aman. belum dicoba.",,neutral,False,48.27
"Fitur Terbaik:ada pendingin
Sepadan dengan Harga:harga paling update

Trusted seller, klaim garansi mudah.
Rusak ganti baru. Mantaplah pokoknya.",Barang Rusak,negative,False,25.97
"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Belum di cobak, tapi udah sering  beli di sini kondisi baik baik baik saja, semoga yg ini juga baik baik baik saja ya kak",,neutral,False,50.27
"Fitur Terbaik:memory komputer
Sepadan dengan Harga:Ok mantap

Produk bagus berfungsi dengan baik packing rapi aman dan pengiriman cepat thanks",Kualitas Bagus | Pengiriman Buruk,positive,False,79.43
"Fungsi:Barang bekerja dengan baik
Keaslian:Original
Fitur:Bagus

FYI apabila rekan rekan ada yang make motherboard yang sama dengan saya, yaitu Gigabyte seri GA A320M S2H, untuk seri ini mobo hanya support di ram speed 2666mhz, jadi jangan order yang diatas itu karna sebelumnya saya salah order yang 3200mhz, alhasil PC saya engga mau booting/blank screen. Terima Kasih untuk Admin sudah membantu semua proses refund dan ganti barang dengan sangat sangat baik.",,positive,False,79.8
"Fitur Terbaik:belum coba
Sepadan dengan Harga:belum coba

Packing super aman karena berlapis-lapis. Pengiriman lumayan cepat. Belum dicoba semoga bisa di laptop saya. Thanks seller",Pengiriman Buruk,positive,False,80.73
"Sepadan dengan Harga:Sangat Pantas
Fitur Terbaik:Sangat baik

Barang yang dikirim baru dan baik langsung pasang dan lancar jaya. Sudah 1 jam lebih  setelah dipasang Komp tetap stabil dan semakin kenceng. Layanan sellernya sangat baik akomodasi, jadi seneng aja beli disini. Rekomendasi untuk kalian yg mau cari RAM dan lainnya di sini aja. Pengamanan juga cepat. Semua bintang 5 trims🙏",Direkomendasikan,positive,False,78.79
"berfungsi baik, tpi manufacturenya samsung? yg nanya technology, ram beli official, trus posisi masang jga berlawanan, yg kanan official, yg kiri di shopee. tpi overall berjalan dgn baik.",,neutral,False,50.57
"Fungsi:berfungsi dg baik
Keaslian:asli
Fitur:bagus",,positive,False,83.63
"Fitur Terbaik:baik
Sepadan dengan Harga:cukup

Biarkan bintang yang bicara aja lah ya. 
Packing aman.",Pengiriman Buruk,neutral,False,51.9
mantab jiwa..sudah mendarat dengan aman..original zyrex..belum dicoba..semoga berfungsi dengan baik..pengiroman cepat packing amanndan rapi..recomendet seller,Pengiriman Buruk,positive,False,79.35
"Packing ok, seller dah pengertian kl ini barang sensitif, pengemasan cepat, ekspedisi overload jd lama sampai
Berfungsi normal, terdeteksi CPUz,timing clock default nya sm persis dgn imperion
Update:
Foto terakhir, test OC dikit, kuat ngangkat ke 2800MHz, blm dicoba ke 3200,cari aman aja biar awet",Pengiriman Buruk,neutral,False,67.73
"Fitur Terbaik:Cukup kencang
Sepadan dengan Harga:Sepadan

Unit diterima dengan baik dan lengkap, berfungsi dengan baik dan lancar.",,neutral,False,48.22
"Barangnyaa aman packingnya tebal 
Belum di coba sih ramnya 👍👍",,positive,False,81.8
"Fitur Terbaik:barang original
Sepadan dengan Harga:sepadan

Packingnya bagus tebel bubblewrapnya aman untuk si ramnya, barang original masih di segel. Reccomended",Kualitas Bagus,positive,False,80.15
"Sepadan dengan Harga:terjangkau
Fitur Terbaik:Dengan Heatsink

Ram Original untuk Low Budgetnya tapi di Jamin Originalnya",,neutral,False,49.56
"Fitur Terbaik:terbaik
Sepadan dengan Harga:bagus

work terbaik",,positive,False,81.53
Pengemasan nya cepet terus bubble warp nya tebal banget kualitas ok tapi agak bingung kenapa heatsink nya lebih kecil dari yang ada di rumah wkwkwk,Kualitas Buruk,positive,False,79.24
"Sepadan dengan Harga:mulus tidak lecet
Fitur Terbaik:sering liat reviewer jadi pengen nyoba juga

Baguss, rapi, semoga saja awet dan tidak ada kendala",,neutral,False,49.66
"Sepadan dengan Harga:ok
Fitur Terbaik:hyper

saya tidak dapat menulis testimoni panjang-panjang dan banyak-banyak, cukiplah bintang berbicara, karena kalau testimoni itu yang singkat saja tidak usah panjang lebar, to the point tak perlu bertele-tele bikin pusing yang baca, contohnya adalah testimoni saya ini tidak panjang-panjang amat tapi mengena tepat sasaran, karena barangnya sangat bagus, murah dan berfungsi optimal. terimakasih seller, terimakasih kurir, terimakasih sopih",Kualitas Bagus | Harga Murah | Pengiriman Buruk,neutral,False,50.54
"Fitur Terbaik:ram 8gb hyperx
Sepadan dengan Harga:harga lumayan ok

Pengiriman masih ok, blom sempat pasang semoga ngak ada masalah",Pengiriman Buruk,neutral,False,49.29
