username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred,trust_score
12afif,"Fungsi:lumayan buat ngegame
Fitur:bagus
Kegunaan:buat game ringan

Pc bagus tinggal tambah VGA tambah gacor buat game",5.0,67.0,1765671752,fungsi lumayan buat ngegame fitur bagus kegunaan buat game ringan pc bagus tinggal tambah vga tambah gacor buat game,fungsi lumayan buat ngegame fitur bagus kegunaan buat game ringan pc bagus tinggal tambah vga tambah gacor buat game,19,positive,0.75,116,0.0172413793103448,0.4736842105263157,0.0,0.0,0.1227313974591651,0,96.29
ghalyatayaataya,Alhamdulillah barang udah sampai dg aman dan packingnya rapi bget komputernya udh di cb dan bs nyala semua dan tidak ada yg rusak terima kasih kak,5.0,297.0,1765884586,alhamdulillah barang udah sampai dg aman dan packingnya rapi bget komputernya udh di cb dan bs nyala semua dan tidak ada yg rusak terima kasih kak,alhamdulillah barang udah sampai dg aman dan packingnya rapi bget komputernya udh di cb dan bs nyala semua dan tidak ada yg rusak terima kasih kak,26,negative,0.75,146,0.0068493150684931,0.1153846153846153,0.0,1.0,0.2305584826132771,0,37.23
rantau_cell,"Desain:Bagus
Fungsi:Multitasking
Fitur:Sangat baik

Mulus dan berfungai dgn baik, pelayanan n pengiriman cepat gak sampai 3 hari ke Banten 🙏 mudah2an barangnya awet. Terima kasih buat seller !",5.0,22.0,1765639908,desain bagus fungsi multitasking fitur sangat baik mulus dan berfungai dgn baik pelayanan n pengiriman cepat gak sampai 3 hari ke banten mudah2an barangnya awet terima kasih buat seller,desain bagus fungsi multitasking fitur sangat baik mulus dan berfungai dgn baik pelayanan n pengiriman cepat gak sampai 3 hari ke banten mudah2an barangnya awet terima kasih buat seller,29,positive,0.75,185,0.0054054054054054,0.0689655172413793,0.0,0.0,0.0185927306616961,0,97.24
syamuddin68,"Mntaf brang sesuai yg di pesan & menyala jos mntaf, aksesoris jg lengkap smua...trimakasih",5.0,72.0,1765249029,mntaf brang sesuai yg di pesan menyala jos mntaf aksesoris jg lengkap smua trimakasih,mntaf brang sesuai yg di pesan menyala jos mntaf aksesoris jg lengkap smua trimakasih,14,positive,0.75,85,0.0,0.1428571428571428,0.0,0.0,0.0357142857142857,0,98.91
trisna..kusuma,"Sepadan dengan Harga:bagus
Fitur Terbaik:bisa gta v

Bagusss bintang berbicara",5.0,19.0,1762174766,sepadan dengan harga bagus fitur terbaik bisa gta v bagusss bintang berbicara,sepadan dengan harga bagus fitur terbaik bisa gta v bagusss bintang berbicara,12,positive,0.75,77,0.0259740259740259,0.0,0.0,0.0,0.0064935064935064,0,96.82
ryvenzyxyz,"Fitur:lumayan
Fungsi:konten kreator
Kegunaan:main game GTA SAMP

Lumayan lah walaupun agak sedikit karat di bagian moderbot dan rada basa sedikit",5.0,68.0,1765823781,fitur lumayan fungsi konten kreator kegunaan main game gta samp lumayan lah walaupun agak sedikit karat di bagian moderbot dan rada basa sedikit,fitur lumayan fungsi konten kreator kegunaan main game gta samp lumayan lah walaupun agak sedikit karat di bagian moderbot dan rada basa sedikit,23,neutral,0.55,144,0.0069444444444444,0.1739130434782608,0.0,0.0,0.0452143719806763,0,69.03
ahmadirsan18,"Fungsi:beroperasi dengan baik
Desain:sesuai dengan pesanan
Fitur:bagus dan sudah terisi banyak game

Mdh2n awet , terima kasih",5.0,17.0,1764062447,fungsi beroperasi dengan baik desain sesuai dengan pesanan fitur bagus dan sudah terisi banyak game mdh2n awet terima kasih,fungsi beroperasi dengan baik desain sesuai dengan pesanan fitur bagus dan sudah terisi banyak game mdh2n awet terima kasih,19,positive,0.75,123,0.0,0.1052631578947368,0.0,0.0,0.0263157894736842,0,95.59
f*****8,"Fungsi:semua komponen beroperasi dengan baik
Desain:keren dan modern
Fitur:bagus dan berguna

Next order",5.0,10.0,1760793953,fungsi semua komponen beroperasi dengan baik desain keren dan modern fitur bagus dan berguna next order,fungsi semua komponen beroperasi dengan baik desain keren dan modern fitur bagus dan berguna next order,16,positive,0.75,103,0.0,0.125,0.0,0.0,0.03125,0,91.77
andika_widi_nugroho,"Barang sudah di terima dengan baik pacing aman banget 
Mesti awalnya bingung akhirnya bisa juga
Rekomend buat yg mau blajar pke pc
Harga murah kualitas baru",5.0,65.0,1762132878,barang sudah di terima dengan baik pacing aman banget mesti awalnya bingung akhirnya bisa juga rekomend buat yg mau blajar pke pc harga murah kualitas baru,barang sudah di terima dengan baik pacing aman banget mesti awalnya bingung akhirnya bisa juga rekomend buat yg mau blajar pke pc harga murah kualitas baru,26,neutral,0.55,155,0.0,0.0,0.0,0.0,0.0,0,69.97
anangmaaruf037,"Fitur Terbaik:paling terbaik selama pemesanan dishopee
Sepadan dengan Harga:harga mudah dijangkau spek nya bagus skali",5.0,62.0,1765751011,fitur terbaik paling terbaik selama pemesanan dishopee sepadan dengan harga harga mudah dijangkau spek nya bagus skali,fitur terbaik paling terbaik selama pemesanan dishopee sepadan dengan harga harga mudah dijangkau spek nya bagus skali,17,positive,0.75,118,0.0084745762711864,0.2352941176470588,0.0,0.0,0.0609421734795613,0,98.13
