username,comment,rating,likes,create_time
t*****6,"Fitur Terbaik:baik
Sepadan dengan Harga:betul

Barang sudah saya terima, kondisi baik dan rapi diplastikin gitu kaya barang baru, trima kasih",5,303,1765526944
hanifahjihan,"Fitur Terbaik:baik
Sepadan dengan Harga:lumayan terjangkau

Alhamdulillah kemaren pesan hari ini sampai karna kebetulan dekat, puas karna laptopnya sesuai ekspektasi kondisi mulus, tidak lemot, speaker tidak sember, batrai lumayan awet dapet bonus mouse... semoga awet yaa",5,686,1765874604
yuyusanto,"Harga murah, kondisi fisik +- 90% , tidak ada tulisan toshiba, tapi pas dipasang langsung masuk, sudah ke charge 93% , belum dicoba di running bisa smpenbrp jam, semoga tahan nggak gampang ngedrop",5,96,1764204747
h.mulyono,"Fitur Terbaik:All
Sepadan dengan Harga:sangat sesuai

Laptop sdh diterima dgn baik utuh (10 hari), packing super aman, awalnya ragu² dan was² terkait barang yg dikirim, ternyata sesuai ecpetasi dan deskripsi, kondisi masih sangat baik dlm kategori second, aplikasi komplit bonus mouse tinggal pakai, mudah²an awet, terimakasih",5,508,1765871435
johanandrianus,"Sudah tes semua.. bagus, oke banget penjualnya.. cuma ka.. ini ga ada DVD RW nya... 🥺Beli lagi deh.. 
Trims ya..",5,202,1765553619
uwincalvin,"Fitur Terbaik:sangat baik
Sepadan dengan Harga:sepada dengan harga

Alhamdullilah paket nya sudah sampai
Masyaallah bangus banget mulus tidak ada yg rusak aman...respon penjual cepat  baik dan ramah pengiriman pun cepat Alhamdullilah..terimakaish banyak ya semoga awet .. dan dapet bonus mous juga..alhamdullilah",5,664,1765881002
z*****i,"Fitur Terbaik:Accessories lengkap sesuai deskripsi
Sepadan dengan Harga:murah

Produk sesuai dengan deskripsi. 
Kondisi barang siap pakai, bagus. 
Pengiriman cepat. 
Penjual fast response dan ramah. 
Bagus untuk belajar anak dan kerja pembukuan istri. 
""Bismillah"" Semoga awet tidak rusak-rusak. 
Amin......",5,176,1765535371
hikmatullaili_87,"Fitur Terbaik:lumayan
Sepadan dengan Harga:semoga

Packingan oke, sampai dg selamat di ambalat kalimantan utara.

dapat asus hitam.
Bonus 2 mouse karna sudah susah memang cursor di laptop.
Seharian penuh di cash ndak penuh2 juga batrey nya.
Kalo di pake tanpa di cash beberapa menit langsung mati. Dan harus di cash lagi klo hidupin nya. Berkali2 begitu.
jadi gmn seller?


makasih shopee",5,186,1765456203
s*****p,"Fitur Terbaik:baik
Sepadan dengan Harga:terjangkau

Awalnya ragu karena pertama beli online brg elektronik yg lumayan harganya. Deg""an takut Scammm .tp Alhamdulillah trnyta dkirim bener semua fungsi jalan brg mulus
Wajar pemakaian lecet mah.Pokonya jangan ragu order disini yeorobuuunnnn",5,44,1764170722
g*****_,"Fitur Terbaik:pengemasan cepat pengiriman juga cepat barang juga oke..

Pengemasan cepat pengiriman juga cepat barang oke",5,120,1765022128
i*****1,"Fungsi:dapat berfungsi dengan baik
Kondisi Barang:keadaan ter packing dgn baik dan barang mulus

packing nya sangat aman bgtt dan rekomendasi bgtt si untuk beli di sni udh murah dapat free mousenya jga. terimakasih seller😊",5,21,1764929049
hernadewita911,"Puas beli disini rekomendasi untuk semuanya
Toko amanah 
Semoga berkah leptop ini untuk saya dan keluarga
Terimakasih banyak atas layanan yang diberikan.
Semoga laris terus... Aamiin ya Allah.",5,15,1764169173
romdan.taufik,"Fitur Terbaik:amanah selalu ya
Sepadan dengan Harga:mantap harga murah tapi tidak murahan.

Berkualitas barang ny",5,14,1765918029
idris.m0101,Sepadan dengan Harga:packing sangat rapi. pengiriman cepat. semoga berfungsi dengan baik.,5,81,1763181739
cak.bagus,Ok paket dah sampai di tangan pengiriman cepat kurir baik barang sesuway pesanan trimakasih semuanya,5,13,1757436559
v*****r,"Fitur Terbaik:top

Saya angkat 4 jempol buat seller 

Paket di jamin ori
Packing paling top 
Estimasi cepat

Saya tdk banyak komen pokoknya TOP MANTUL sukses selalu,InsyaALLAH kalau saya perlu saya order lagi,pertahankan terus gan THE BEST SELLER",5,23,1760829279
mma1938,"Kemasan bagus.
Laptop masih seperti baru.
Sayang tidak ada dvd drive",5,11,1764240598
b*****0,"Fitur Terbaik:sesuai spek
Sepadan dengan Harga:terjangkau",5,29,1761486297
erna_yuliana2007,"Fungsi:normal
Desain:dpt merk lenovo
Kondisi Barang:bagus, mulus

sblmnya hrp2 cemas kawatir brrmslh di pengirimannya, stlh datang trnyata brgnya bagus,,muluss, lebih dr ekspektasiku,pengiriman cpt, packing aman, dilapisi bbrp dus tebal, pokoknya puass banget.. bnr2 second rasa baru.. terimakasih seller,,, smg makin sukses dan berkah buat semuanya",5,8,1764635835
princessyulifarah,"Fitur Terbaik:ok
Sepadan dengan Harga:terjangkau

Alhamdulillah laptop nya udah sampe, dpt yg merk Dell, udah di coba berfungsi semua dan ok...
Tx seller, pengiriman cepet banget... 
Mudah2an awet dan manfaat buat di pondok ade...aamiin",5,45,1765793621
nac9jf11hc,"Fitur Terbaik:sangat bagus..meskipun second..seperti baru
Sepadan dengan Harga:harga murah tapi kualitas sangat bagus

Mantappp....barang nya sudah diterima tidak ada kendalan ...semuanya ok
Barang sangat cepat pengirimanya",5,30,1758007526
runadikiruncloth,"Packing baik.... Tp sayang yg dikirim hp bukan toshiba atau acer
Jos lah semoga awet jd bisa utk langganan",5,61,1764115486
farabiakbar,"Sepadan dengan Harga:lumayan buat anak yg baru belajar pegang leptop
Fitur Terbaik:sudah langsung bisa dipake",5,18,1765884764
m*****n,"Fungsi:berfungsi semestinya
Desain:bagus minim lecet dan keyboard terlihat jelas
Kondisi Barang:barang datang dalam keadaan aman

Mantap sesuai dengan yang dipesan 
,👍👍👍 semoga awet",5,5,1761872951
masonketutmason,"Fitur Terbaik:8
Sepadan dengan Harga:8

Barang sudah sampai dan sesuai dengan keinginan saya barang lumayan bagus dengan harga segitu setelah di cek semuanya normal semoga awet dan tahan lama",5,21,1764771220
uda98qp2bm,"Alhmduliah paketan udah sampe dengan sepamat,  dan peking nya rapih,  semua baring aman jalan semuanya Makasih buat penjualnya,  sukses terus jualan leptop nya amin 👐",5,16,1761333655
bte76p4gbk,"Fitur Terbaik:Bagus

Laptop udah di terima sama anak saya , Mudah2han awet laptopnya di pakai buat anak saya belajar",5,21,1760954623
setiatye,"Fitur Terbaik:baik,bagus,masih mulus
Sepadan dengan Harga:bagus sepadan dengan harga

Trmksh kak SDH dikirim ,pngiriman cepat,bagus.blum saya cek lagi",5,21,1762148085
