username,comment,rating,likes,create_time
wellybudianto73,"Awalnya sempat Ragu Karena harga murah, tapi waktu dicoba overclock ke 3200 msh ok performance nya. Lancar tanpa gangguan. Saya uploaded semua supaya rekan2 yg mau beli jelas spek Kingston ini. Nomor seri memang sudah diskontinyu kalau cek web. Overall OK performance nya. Kondisi packing bublewarp.",5,265,1765631914
fahrulff14,Produk datang sesuai pesanan. Pengemasan sangat aman (bubblewrap sangat tebal). Pengiriman cepat. Produk juga original. Semoga bisa awet dan tidak ada kendala. Recomended.,5,21,1757136852
ravaacreative,"Paket berfungsi dengan baik
Terdeteksi semuanya dan berjalan dg normal
Thanks seller",5,20,1699206550
i*****r,"Baru pertama kali beli Kingston. Gak terlalu mengerti tentang barangnya.

Spek di dus atau ram 2666mhz CL16. Terbaca di BIOS 2400mhz. Di software 2666mhz CL19. 
Bisa beda semua.

Saran saja. Buat yang beli ram ini jangan di OC. Gak support XMP karena katanya teknologi Kingston namanya Plug n Play.",5,14,1763306946
b*****d,"Fitur Terbaik:good quality, Low price
Sepadan dengan Harga:Pastinya

Buat yang kalo main game patah patah (freeze) atau kalo udah punya vga bagus tapi masih patah patah ku saranin beli ini, harganya murah tapi kualitasnya bagus,",5,4,1756170342
bimaroikhan,"Fitur Terbaik:berfungsi dengan baik
Sepadan dengan Harga:harga paling murah

Berfungsi dengan baik di pc saya dengan spek i3 gen 10 gtx 1050. Harganya sih terbaik 2 pcs ram 8gb ddr4 2666mhz cuma 600rban, ditambahn voucher toko dan shopee ga sampe 600rb jatuhnya dpt 2 keping 8gb hehe
Semoga awet, walau garansi seumur hidup",5,3,1727698897
c*****7,"Fungsi:baik
Keaslian:original
Fitur:sangat baik

Hai kak... Ini sudah pesanan yg ke 2, krna pesanan yg lalu beroperasi sangat baik, mk utk ke 2 kalinya pesan di toko ini lagi... Thx yah seller semoga amanah dan berkah maaf yah telat kasih penilaian nya 🙏🙏",5,0,1725526334
s*****7,"Fungsi:Buat Menambah performa
Keaslian:Asli Ram
Fitur:Bagus sudah beberapa X beli.",5,1,1724728626
hendry.6735,"Fungsi:ram
Keaslian:asli
Fitur:ok

Sempat ragu karena harga murah dan harus berdampingan dengan corsair vengeance…..tapi termyata aman sentosa lancar jaya, makasih tokonya amanah semoga berkah, aminnn",5,2,1755532318
bossun.bossun,"Fitur Terbaik:barang sampai dengan aman

Barang sudah sampai dengan aman. dengan di bubble warp berlapis lapis jadi sangat aman. belum dicoba.",5,0,1696232640
tri_oppo,"Fitur Terbaik:ada pendingin
Sepadan dengan Harga:harga paling update

Trusted seller, klaim garansi mudah.
Rusak ganti baru. Mantaplah pokoknya.",5,5,1698603280
b*****h,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Belum di cobak, tapi udah sering  beli di sini kondisi baik baik baik saja, semoga yg ini juga baik baik baik saja ya kak",5,1,1744786666
s*****6,"Fitur Terbaik:memory komputer
Sepadan dengan Harga:Ok mantap

Produk bagus berfungsi dengan baik packing rapi aman dan pengiriman cepat thanks",5,0,1688174769
r*****n,"Fungsi:Barang bekerja dengan baik
Keaslian:Original
Fitur:Bagus

FYI apabila rekan rekan ada yang make motherboard yang sama dengan saya, yaitu Gigabyte seri GA A320M S2H, untuk seri ini mobo hanya support di ram speed 2666mhz, jadi jangan order yang diatas itu karna sebelumnya saya salah order yang 3200mhz, alhasil PC saya engga mau booting/blank screen. Terima Kasih untuk Admin sudah membantu semua proses refund dan ganti barang dengan sangat sangat baik.",5,1,1733672938
u*****9,"Fitur Terbaik:belum coba
Sepadan dengan Harga:belum coba

Packing super aman karena berlapis-lapis. Pengiriman lumayan cepat. Belum dicoba semoga bisa di laptop saya. Thanks seller",5,1,1705597180
ratatabyl,"Sepadan dengan Harga:Sangat Pantas
Fitur Terbaik:Sangat baik

Barang yang dikirim baru dan baik langsung pasang dan lancar jaya. Sudah 1 jam lebih  setelah dipasang Komp tetap stabil dan semakin kenceng. Layanan sellernya sangat baik akomodasi, jadi seneng aja beli disini. Rekomendasi untuk kalian yg mau cari RAM dan lainnya di sini aja. Pengamanan juga cepat. Semua bintang 5 trims🙏",5,0,1711781825
kepinptr,"berfungsi baik, tpi manufacturenya samsung? yg nanya technology, ram beli official, trus posisi masang jga berlawanan, yg kanan official, yg kiri di shopee. tpi overall berjalan dgn baik.",5,1,1691070804
ridovartech,"Fungsi:berfungsi dg baik
Keaslian:asli
Fitur:bagus",5,2,1745191530
m*****8,"Fitur Terbaik:baik
Sepadan dengan Harga:cukup

Biarkan bintang yang bicara aja lah ya. 
Packing aman.",5,1,1688863662
ika_dipta,mantab jiwa..sudah mendarat dengan aman..original zyrex..belum dicoba..semoga berfungsi dengan baik..pengiroman cepat packing amanndan rapi..recomendet seller,5,0,1692548335
s*****g,"Packing ok, seller dah pengertian kl ini barang sensitif, pengemasan cepat, ekspedisi overload jd lama sampai
Berfungsi normal, terdeteksi CPUz,timing clock default nya sm persis dgn imperion
Update:
Foto terakhir, test OC dikit, kuat ngangkat ke 2800MHz, blm dicoba ke 3200,cari aman aja biar awet",5,23,1745181983
pasukanmati,"Fitur Terbaik:Cukup kencang
Sepadan dengan Harga:Sepadan

Unit diterima dengan baik dan lengkap, berfungsi dengan baik dan lancar.",5,0,1689701446
