username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
h3r1kis,"Fungsi:belum di coba
Desain:menarik
Spesifikasi:sesuai deskripsi

Paket mendarat aman sesuai harapan pakai packing kayu kardus desain pc menarik bagus pengiriman cepat seller amanah cepat respon",5,3,1763446489,fungsi belum di coba desain menarik spesifikasi sesuai deskripsi paket mendarat aman sesuai harapan pakai packing kayu kardus desain pc menarik bagus pengiriman cepat seller amanah cepat respon,fungsi belum di coba desain menarik spesifikasi sesuai deskripsi paket mendarat aman sesuai harapan pakai packing kayu kardus desain pc menarik bagus pengiriman cepat seller amanah cepat respon,28,positive,0.75,193,0.0051813471502590676,0.2857142857142857,0.0,0.0,0.0727239082161362,0
irma020894,"Desain:keren
Fungsi:berfungsi dengan baik

Sesui keren packing kayu jadi aman sampai kalimantan,, semoga awet",5,4,1764912254,desain keren fungsi berfungsi dengan baik sesui keren packing kayu jadi aman sampai kalimantan semoga awet,desain keren fungsi berfungsi dengan baik sesui keren packing kayu jadi aman sampai kalimantan semoga awet,16,positive,0.75,106,0.0,0.125,0.0,0.0,0.03125,0
idocountil,,5,11,1762364122,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
faisalfaisal084,,5,4,1764251431,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
miki.suhari,"Desain:menarik
Fungsi:baik
Spesifikasi:cpu core i7 2600 casing m atx black

Seller raman dan solutif serta fast respon, barang dikirim dengan packing kayu rapih, aman terjamin recommended sih",5,0,1763439685,desain menarik fungsi baik spesifikasi cpu core i7 2600 casing m atx black seller raman dan solutif serta fast respon barang dikirim dengan packing kayu rapih aman terjamin recommended sih,desain menarik fungsi baik spesifikasi cpu core i7 2600 casing m atx black seller raman dan solutif serta fast respon barang dikirim dengan packing kayu rapih aman terjamin recommended sih,30,positive,0.75,188,0.015957446808510637,0.0,0.0,0.0,0.003989361702127659,0
a*****a,"Terima Kasih y, Semoga Sukses Selalu Tokonya (AMIN), Dan Sehat terus buat Kurirnya juga.",5,0,1763441468,terima kasih y semoga sukses selalu tokonya amin dan sehat terus buat kurirnya juga,terima kasih y semoga sukses selalu tokonya amin dan sehat terus buat kurirnya juga,14,neutral,0.55,83,0.0,0.0,0.0,0.0,0.0,0
firlifirly,Oke,5,0,1751288594,oke,oke,1,neutral,0.55,3,0.0,0.0,0.0,0.0,0.6,1
sapa_manimg,"Desain:ok
Fungsi:aman

Lumayan",5,0,1763442792,desain ok fungsi aman lumayan,desain ok fungsi aman lumayan,5,neutral,0.55,29,0.0,0.0,0.0,0.0,0.0,0
dennygouw,,5,0,1763439816,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
s*****p,,5,0,1747819921,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
areamirah.id,,5,0,1763440506,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
bumi01,,5,0,1763446498,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
