username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
o*****e,"Fitur Terbaik:ok
Sepadan dengan Harga:ok

Moga lancar n sukses
Order yg kesekian kali
Pokoknya Mantab
Amanah",5,2,1752906985,fitur terbaik ok sepadan dengan harga ok moga lancar n sukses order yg kesekian kali pokoknya mantab amanah,fitur terbaik ok sepadan dengan harga ok moga lancar n sukses order yg kesekian kali pokoknya mantab amanah,18,neutral,0.55,107,0.0,0.1111111111111111,0.0,0.0,0.027777777777777776,0
galenalvian,"Fungsi:normal
Fitur:mantap

mantap brokk udah 2 kali beli di toko ini tidak mengecewakan, produk berfungsi normal brokk, harganya juga murahh 🔥🔥🔥😋😋",5,7,1765095708,fungsi normal fitur mantap mantap brokk udah 2 kali beli di toko ini tidak mengecewakan produk berfungsi normal brokk harganya juga murahh,fungsi normal fitur mantap mantap brokk udah 2 kali beli di toko ini tidak mengecewakan produk berfungsi normal brokk harganya juga murahh,22,negative,0.75,138,0.021739130434782608,0.2727272727272727,0.0,1.0,0.27361660079051386,0
y*****e,"Fitur Terbaik:16 gb
Sepadan dengan Harga:yes

sudah terpasang tanpa kendala di asus x555ba, puas beli memori di toko ini",5,4,1752397445,fitur terbaik 16 gb sepadan dengan harga yes sudah terpasang tanpa kendala di asus x555ba puas beli memori di toko ini,fitur terbaik 16 gb sepadan dengan harga yes sudah terpasang tanpa kendala di asus x555ba puas beli memori di toko ini,21,positive,0.75,118,0.01694915254237288,0.09523809523809523,0.0,0.0,0.028046811945117028,0
f*****y,Barang sudah diterima dengan aman. Barang sesuai dengan deskripsi. Pengemasan dan Pengiriman cepat. Terima kasih....,5,26,1763506341,barang sudah diterima dengan aman barang sesuai dengan deskripsi pengemasan dan pengiriman cepat terima kasih,barang sudah diterima dengan aman barang sesuai dengan deskripsi pengemasan dan pengiriman cepat terima kasih,15,positive,0.75,109,0.0,0.26666666666666666,0.0,0.0,0.06666666666666667,0
n*****8,"Garansi:bergaransi
Fungsi:berfungsi normal
Fitur:DDR4

Sesuai deskripsi & gambar, spec sesuai  yg dipesan. terima dlm keadaan tersegel dan bergaransi. dalam packing yg aman.
thx seller (recommended).",5,0,1751113568,garansi bergaransi fungsi berfungsi normal fitur ddr4 sesuai deskripsi gambar spec sesuai yg dipesan terima dlm keadaan tersegel dan bergaransi dalam packing yg aman thx seller recommended,garansi bergaransi fungsi berfungsi normal fitur ddr4 sesuai deskripsi gambar spec sesuai yg dipesan terima dlm keadaan tersegel dan bergaransi dalam packing yg aman thx seller recommended,27,positive,0.75,188,0.02127659574468085,0.2222222222222222,0.0,0.0,0.060874704491725766,0
m*****9,"jooooos gan bisa lancar jaya 
thank u 🙏 the best penjula ramah 
biar bintang yg bicara",5,4,1747057941,jooooos gan bisa lancar jaya thank u the best penjula ramah biar bintang yg bicara,jooooos gan bisa lancar jaya thank u the best penjula ramah biar bintang yg bicara,15,neutral,0.55,82,0.04878048780487805,0.0,0.0,0.0,0.012195121951219513,0
adhitya_budi,"Fungsi:Berfungsi terbaca semua

DDR4 16GB x2 terbaca semua 👍🏼",5,2,1759233008,fungsi berfungsi terbaca semua ddr4 16gb x2 terbaca semua,fungsi berfungsi terbaca semua ddr4 16gb x2 terbaca semua,9,neutral,0.55,57,0.017543859649122806,0.4444444444444444,0.0,0.0,0.1154970760233918,0
teukuhanifjuliansyah,"berfungsi sangat baik..
dari 4 gb menjaid 20 gb.. 
terimakasih ... bg...",5,2,1759715662,berfungsi sangat baik dari 4 gb menjaid 20 gb terimakasih bg,berfungsi sangat baik dari 4 gb menjaid 20 gb terimakasih bg,11,neutral,0.55,60,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0
martenkiddie,"Fungsi:beroperasi dengan baik
Garansi:produk dilengkapi dengan garansi resmi
Fitur:good

Semoga awet.. gak ada kendala",5,0,1747919073,fungsi beroperasi dengan baik garansi produk dilengkapi dengan garansi resmi fitur good semoga awet gak ada kendala,fungsi beroperasi dengan baik garansi produk dilengkapi dengan garansi resmi fitur good semoga awet gak ada kendala,17,neutral,0.55,115,0.008695652173913044,0.23529411764705882,0.0,0.0,0.06099744245524297,0
inspirat.deddy,"Fungsi:baik
Garansi:garansi
Pengalaman:lancar

Sudah dua kali beli Sodim DDR4 disini, harga sangat affordable, pengiriman super cepat, seller sigap. Thank you, good job.",5,1,1761916797,fungsi baik garansi garansi pengalaman lancar sudah dua kali beli sodim ddr4 disini harga sangat affordable pengiriman super cepat seller sigap thank you good job,fungsi baik garansi garansi pengalaman lancar sudah dua kali beli sodim ddr4 disini harga sangat affordable pengiriman super cepat seller sigap thank you good job,25,positive,0.75,162,0.024691358024691357,0.08,0.0,0.0,0.02617283950617284,0
balqis_n,"Garansi:ya
Kinerja:normal
Fitur:ya

Mantap terbaca semua, semoga awet.
Laptop Lenovo Ideapad 130 14ast AMD A4 9125, ram awal 4gb upgrade Langsung ke 16GB",5,3,1750861187,garansi ya kinerja normal fitur ya mantap terbaca semua semoga awet laptop lenovo ideapad 130 14ast amd a4 9125 ram awal 4gb upgrade langsung ke 16gb,garansi ya kinerja normal fitur ya mantap terbaca semua semoga awet laptop lenovo ideapad 130 14ast amd a4 9125 ram awal 4gb upgrade langsung ke 16gb,26,positive,0.75,149,0.0,0.07692307692307693,0.0,0.0,0.019230769230769232,0
aditcbonk,"Garansi:bergaransi
Fungsi:sesuai spesifikasi
Fitur:ok

Barang di packing dengan aman, sehingga sampai dengan selamat juga. Saat dicoba dan di pasang berfungsi dengan baik dan lancar 
Semoga awwett...",5,2,1761015137,garansi bergaransi fungsi sesuai spesifikasi fitur ok barang di packing dengan aman sehingga sampai dengan selamat juga saat dicoba dan di pasang berfungsi dengan baik dan lancar semoga awwett,garansi bergaransi fungsi sesuai spesifikasi fitur ok barang di packing dengan aman sehingga sampai dengan selamat juga saat dicoba dan di pasang berfungsi dengan baik dan lancar semoga awwett,29,positive,0.75,192,0.020833333333333332,0.2413793103448276,0.0,0.0,0.06555316091954023,0
andykarbani,Pesanan sudah diterima tapi belum dipasang. Semoga bisa terdeteksi di CPU Z,5,0,1747228763,pesanan sudah diterima tapi belum dipasang semoga bisa terdeteksi di cpu z,pesanan sudah diterima tapi belum dipasang semoga bisa terdeteksi di cpu z,12,neutral,0.55,74,0.0,0.0,0.0,0.0,0.0,0
prayoga1150,"Sepadan dengan Harga:mantap pas Dipasang langsung terbaca

Harga juga standar lah",5,1,1727991573,sepadan dengan harga mantap pas dipasang langsung terbaca harga juga standar lah,sepadan dengan harga mantap pas dipasang langsung terbaca harga juga standar lah,12,positive,0.75,80,0.0,0.16666666666666666,0.0,0.0,0.041666666666666664,0
s*****9,"Respon penjual sangat baik, toko amanah, beli awal ternyata RAM ga kompatibel di laptop saya, ga bisa nyala, tp dengan bantuan admin akhirnya barang bisa ditukar jenis merk lain dengan biaya tambahan karena selisih harga. Alhamdulillah RAM bisa ditukar dikirim kembali ke seller, RAM ke 2 tiba dan cocok bisa nyala laptopnya. Semoga barang awet kedepannya. Terima kasih",5,0,1752603048,respon penjual sangat baik toko amanah beli awal ternyata ram ga kompatibel di laptop saya ga bisa nyala tp dengan bantuan admin akhirnya barang bisa ditukar jenis merk lain dengan biaya tambahan karena selisih harga alhamdulillah ram bisa ditukar dikirim kembali ke seller ram ke 2 tiba dan cocok bisa nyala laptopnya semoga barang awet kedepannya terima kasih,respon penjual sangat baik toko amanah beli awal ternyata ram ga kompatibel di laptop saya ga bisa nyala tp dengan bantuan admin akhirnya barang bisa ditukar jenis merk lain dengan biaya tambahan karena selisih harga alhamdulillah ram bisa ditukar dikirim kembali ke seller ram ke 2 tiba dan cocok bisa nyala laptopnya semoga barang awet kedepannya terima kasih,58,positive,0.75,361,0.008310249307479225,0.3275862068965517,0.0,0.0,0.08397411405100773,0
b*****g,"Barang sesuai pesanan, dikemas dengan aman, dan berfungsi dengan baik.",5,0,1747406557,barang sesuai pesanan dikemas dengan aman dan berfungsi dengan baik,barang sesuai pesanan dikemas dengan aman dan berfungsi dengan baik,10,positive,0.75,67,0.0,0.2,0.0,0.0,0.05,0
