username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
missdyan.shop,"Masya Allah ka, terimakasih sudah Amanah. laptopnya bagus. Harga terjangkau, tapi kondisinya masih Mulus. Cm permasalah hanya tempat utk colok USB aja. Yg sebelah kiri ga konek 22nya tapi sebelah kanan deket charger bisa. 
Tapi serius laptopnya Baguusss",5,316,1765801677,masya allah ka terimakasih sudah amanah laptopnya bagus harga terjangkau tapi kondisinya masih mulus cm permasalah hanya tempat utk colok usb aja yg sebelah kiri ga konek 22nya tapi sebelah kanan deket charger bisa tapi serius laptopnya baguusss,masya allah ka terimakasih sudah amanah laptopnya bagus harga terjangkau tapi kondisinya masih mulus cm permasalah hanya tempat utk colok usb aja yg sebelah kiri ga konek 22nya tapi sebelah kanan deket charger bisa tapi serius laptopnya baguusss,38,positive,0.75,245,0.02040816326530612,0.18421052631578946,0.0,0.0,0.051154672395273895,0
mamased357,"Fitur Terbaik:toshiba leptop bagus merk berkwalitas
Sepadan dengan Harga:bagus leptop nya

Paket sudah sampai boss ku,,, Terima kasih sekali,,, leptop nya bagus,, dan berfungsi dengan baik,,, tidak ada kendala sama sekali,, toko amanah,, alhamdulillah,, senang sekali anak saya,,, untuk kuliah,,, dan untuk belajar anak saya yg satu masih SD klas 5
Yg satunya kuliah S1,,, 
Alhmdulillah,,sudah sampai yg d tunggu,,, 
Trimakasih Shopee
Trima kasih juga seller nya
Juga trima kasih buat mas kurir nya,,, paket di antar dgn selamat",5,93,1765283216,fitur terbaik toshiba leptop bagus merk berkwalitas sepadan dengan harga bagus leptop nya paket sudah sampai boss ku terima kasih sekali leptop nya bagus dan berfungsi dengan baik tidak ada kendala sama sekali toko amanah alhamdulillah senang sekali anak saya untuk kuliah dan untuk belajar anak saya yg satu masih sd klas 5 yg satunya kuliah s1 alhmdulillah sudah sampai yg d tunggu trimakasih shopee trima kasih juga seller nya juga trima kasih buat mas kurir nya paket di antar dgn selamat,fitur terbaik toshiba leptop bagus merk berkwalitas sepadan dengan harga bagus leptop nya paket sudah sampai boss ku terima kasih sekali leptop nya bagus dan berfungsi dengan baik tidak ada kendala sama sekali toko amanah alhamdulillah senang sekali anak saya untuk kuliah dan untuk belajar anak saya yg satu masih sd klas 5 yg satunya kuliah s1 alhmdulillah sudah sampai yg d tunggu trimakasih shopee trima kasih juga seller nya juga trima kasih buat mas kurir nya paket di antar dgn selamat,82,neutral,0.55,492,0.012195121951219513,0.5,0.0,0.0,0.12804878048780488,0
d*****7,"Sepadan dengan Harga:murah tapi bagus. sesuai dengan harga
Fitur Terbaik:packing aman, laptopnya bagus, enak dipakai, fitur lengkap tinggal pakai saja.

penjualnya sangat komunikatif dan bertanggung jawab. gak nyesel deh belanja disini. rekomended",5,29,1755190776,sepadan dengan harga murah tapi bagus sesuai dengan harga fitur terbaik packing aman laptopnya bagus enak dipakai fitur lengkap tinggal pakai saja penjualnya sangat komunikatif dan bertanggung jawab gak nyesel deh belanja disini rekomended,sepadan dengan harga murah tapi bagus sesuai dengan harga fitur terbaik packing aman laptopnya bagus enak dipakai fitur lengkap tinggal pakai saja penjualnya sangat komunikatif dan bertanggung jawab gak nyesel deh belanja disini rekomended,34,positive,0.75,239,0.008368200836820083,0.23529411764705882,0.0,0.0,0.060915579620969725,0
arsha38,"Fitur Terbaik:iya
Sepadan dengan Harga:murah tapi nda murahan

Alhamdulillah barang sudah sampai dengan aman  kurir nya pun baik amanah semua nya aman,yang punya toko ini baik ramah respon nya cepat bahkan ada garansi nya pula,mudah mudahan semua nya baik baik saja dan kalau ada kendala pun yang punya toko siap bertanggung jawab,oke sukses,,sehat selalu buat semua nya,Amin yra",5,42,1753618881,fitur terbaik iya sepadan dengan harga murah tapi nda murahan alhamdulillah barang sudah sampai dengan aman kurir nya pun baik amanah semua nya aman yang punya toko ini baik ramah respon nya cepat bahkan ada garansi nya pula mudah mudahan semua nya baik baik saja dan kalau ada kendala pun yang punya toko siap bertanggung jawab oke sukses sehat selalu buat semua nya amin yra,fitur terbaik iya sepadan dengan harga murah tapi nda murahan alhamdulillah barang sudah sampai dengan aman kurir nya pun baik amanah semua nya aman yang punya toko ini baik ramah respon nya cepat bahkan ada garansi nya pula mudah mudahan semua nya baik baik saja dan kalau ada kendala pun yang punya toko siap bertanggung jawab oke sukses sehat selalu buat semua nya amin yra,65,positive,0.75,376,0.005319148936170213,0.4153846153846154,0.0,0.0,0.1051759410801964,0
ibunita121,"Fitur Terbaik:Sangat Baik
Sepadan dengan Harga:Sangat Baik

Alhamdulillah, fast respons. Di luar dugaan, laptopnya masih mulus banget. Dikasih MOUSE jg. Terima kasih, semoga berkah",5,4,1761934283,fitur terbaik sangat baik sepadan dengan harga sangat baik alhamdulillah fast respons di luar dugaan laptopnya masih mulus banget dikasih mouse jg terima kasih semoga berkah,fitur terbaik sangat baik sepadan dengan harga sangat baik alhamdulillah fast respons di luar dugaan laptopnya masih mulus banget dikasih mouse jg terima kasih semoga berkah,26,neutral,0.55,173,0.011560693641618497,0.15384615384615385,0.0,0.0,0.041351711871943087,0
kasno_familly,"Fitur Terbaik:packing bagus , pengiriman cepat respon pelapak baik
Sepadan dengan Harga:paas dg harga nya

Alhamdulillah paketan laptop nya sudah sampai lebih cepat dari jadwal nya, recommend sekali laptop nya, Semoga bisa digunakan dg sebaik-baik nya untuk kerja dan berkah amiiin ...",5,15,1751688726,fitur terbaik packing bagus pengiriman cepat respon pelapak baik sepadan dengan harga paas dg harga nya alhamdulillah paketan laptop nya sudah sampai lebih cepat dari jadwal nya recommend sekali laptop nya semoga bisa digunakan dg sebaik baik nya untuk kerja dan berkah amiiin,fitur terbaik packing bagus pengiriman cepat respon pelapak baik sepadan dengan harga paas dg harga nya alhamdulillah paketan laptop nya sudah sampai lebih cepat dari jadwal nya recommend sekali laptop nya semoga bisa digunakan dg sebaik baik nya untuk kerja dan berkah amiiin,43,positive,0.75,276,0.018115942028985508,0.3488372093023256,0.0,0.0,0.09173828783282778,0
s*****0,"Alhamdulilah bang laptop mendarat dengan sempurna hanya saja belom di chek keseluruhan, tapi kalau segi luaran udh oke no Lecet, terimakasih sudh mengirim barang dengan kualitas bagus. Semoga selalu sukses dan selalu amanah membantu sesama.",5,27,1754915085,alhamdulilah bang laptop mendarat dengan sempurna hanya saja belom di chek keseluruhan tapi kalau segi luaran udh oke no lecet terimakasih sudh mengirim barang dengan kualitas bagus semoga selalu sukses dan selalu amanah membantu sesama,alhamdulilah bang laptop mendarat dengan sempurna hanya saja belom di chek keseluruhan tapi kalau segi luaran udh oke no lecet terimakasih sudh mengirim barang dengan kualitas bagus semoga selalu sukses dan selalu amanah membantu sesama,35,positive,0.75,236,0.0,0.11428571428571428,0.0,0.0,0.02857142857142857,0
alfatihnur148,"Kondisi Barang:selamt gak ada yg rusak
Kualitas:baik dan normal
Permukaan:mantaf

Trimakasih buat seler suda memilihkan yg terbaik dantrimakasih juga buat kurir yang telah mengantar juga trimakasih buat pihak Shopi 👍👍👍",5,9,1765818672,kondisi barang selamt gak ada yg rusak kualitas baik dan normal permukaan mantaf trimakasih buat seler suda memilihkan yg terbaik dantrimakasih juga buat kurir yang telah mengantar juga trimakasih buat pihak shopi,kondisi barang selamt gak ada yg rusak kualitas baik dan normal permukaan mantaf trimakasih buat seler suda memilihkan yg terbaik dantrimakasih juga buat kurir yang telah mengantar juga trimakasih buat pihak shopi,32,negative,0.75,213,0.004694835680751174,0.28125,0.0,1.0,0.2714862089201878,0
samsuri83,"Kualitas:bagus dan memuaskan
Permukaan:masih mulus
Kondisi:terawat dengan baik

Barang pesanan sudah sampai tujuan sudah di coba cuman minus battreinya saja harus sambil di colok terima kasih kak",5,9,1758810637,kualitas bagus dan memuaskan permukaan masih mulus kondisi terawat dengan baik barang pesanan sudah sampai tujuan sudah di coba cuman minus battreinya saja harus sambil di colok terima kasih kak,kualitas bagus dan memuaskan permukaan masih mulus kondisi terawat dengan baik barang pesanan sudah sampai tujuan sudah di coba cuman minus battreinya saja harus sambil di colok terima kasih kak,30,positive,0.75,194,0.010309278350515464,0.13333333333333333,0.0,0.0,0.0359106529209622,0
jumenap,"Alhamdulilah barangnya sudah nyampe....dengan berfungsi dengan baik..terimakasih banyak...sangat puas beli di toko ini....dan pengirimannya juga cepat....dan mudah"" awet barangnya",5,8,1746675103,alhamdulilah barangnya sudah nyampe dengan berfungsi dengan baik terimakasih banyak sangat puas beli di toko ini dan pengirimannya juga cepat dan mudah awet barangnya,alhamdulilah barangnya sudah nyampe dengan berfungsi dengan baik terimakasih banyak sangat puas beli di toko ini dan pengirimannya juga cepat dan mudah awet barangnya,24,positive,0.75,166,0.006024096385542169,0.25,0.0,0.0,0.06400602409638555,0
