username,comment,rating,likes,create_time
ibribribr,"Performa:Lip balm
Cocok Untuk:Men's lip
Tekstur:Silky and light

Seller responsif
Real pic 
Pengiriman cuma sehari",5,18,1764543046
muchamad_nurdianto,"Barang sesuai pesanan, kualitas produk sangat baik, kecepatan pengiriman sangat baik, cepat sampai, Mantap Banget...",5,4,1762146800
elang001,Ok barang sudah diterima dg baik dan benar semoga bermanfaat dan bisa digunakan,5,0,1738672362
hilalfirmansyah418,"Desain:bagus
Kualitas:sesuai
Kemudahan:sangat praktis

Yaa,terima kasih🙏
Di toko² sekitaran kawasan gw mahh kagak ada",5,1,1755101599
h*****3,"Desain:model menarik dan kekinian
Kenyamanan:nyaman dikenakan
Kualitas:standart

Terimakasih barang dah datang",5,2,1755418051
agus_syam,"Performa:cukup nyaman
Tekstur:lembab
Cocok Untuk:bibir kering

Blm lama coba tp nyaman dipake. Thx all",5,2,1700313745
zakaria8a,"Desain:terbaik
Kemudahan:bagus mantap
Kenyamanan:mantap terbaik bagus

Tokonya amnh sukseselalu mantap terbaik ok bgus",5,0,1733653125
nusawan_interior,"Terima kasih, Paketnya sudah Datang,packinganya full rapi, mantap. . . Semoga lancar selalu🙏🙏🙏",4,4,1753786048
adie_bae_,"Desain:ok
Kenyamanan:nyaman
Kualitas:lumayan

Baru mau coba semoga aja cocok dan bersih untuk bibir hitam .",5,0,1731632268
mukhtar614,"Desain:terlihat keren dan moderen
Kualitas:pengerjaan sangat rapih
Kemudahan:praktis,

Terkesan tidak ada merah"" nya, jadi cuman bisa nyaman saja untuk bibir yg kering tapi tetap hitam lhoo....",4,3,1759485297
shiddiqmz,"Desain:Sangat Bagus
Kualitas:Sangat Bagus
Efek:Insyaallah Sangat Bagus",5,2,1759003709
7*****c,"Profil Kecantikan:bagus

barang sesuai. pengiriman cepat. amanah selalu ka.",5,1,1755221762
saeful_kihfi29,Mantap pesen kemarin datang hari ini.... Realpict juga Sukses terus buat Tokonya👏👏,5,1,1711882874
supendisiregar,Kualitas nya baik barang nya sesuai bagus penggirimanya cepat,5,1,1696291867
l*****2,,5,1,1755696339
arilgacor,"Desain:Alhamdulillah sudah yg kedua kalinya saya beli lip serum ini
Kualitas:dan hasil nya sangat memuaskan",5,0,1759503988
alfianyudhistira389,"Pengalaman Penggunaan:tekstur wangi
Kemasan:baik dan aman
Manfaat:membuat bibir lebih cerah",5,0,1750895693
nkrb7vrfgd,"Tekstur:belum coba
Cocok Untuk:belum coba
Performa:belum coba

Belum coba",5,2,1694762708
firmansyafutra928,"Tips Pengguna:pemakaian dengan rutin
Manfaat:sdikit mencerahkan bibir yg ,berkosumsi peroko

barang nya sampai tunjuan ,pengiriman nya cepat",5,0,1708960767
muhamad_ismail18,,5,1,1690792675
d*****n,Makasi👍,5,1,1692051245
recksydhofingeovani27,,5,0,1692387094
jblakun,,5,0,1731230555
triwahyudijatisrono,Belum di coba...packing aman.barang sesuai foto mudah mudahan bibir ku gak kering lagi,5,1,1759466954
k7oxd0cg5r,"Desain:Desain yah bagusss
Kenyamanan:Biasa saja
Kualitas:bagusss

Barang yah bagus mantap",2,0,1732334679
ahmadfaujan810,"Desain:bagus
Kemudahan:sip
Kualitas:baik",5,0,1734019794
cintacinta504,bagus,5,1,1696260964
endiandiansah1,"Desain:rapi
Kenyamanan:nyaman di pake nya
Kualitas:bagus

Mantap pesenan da sesuai",5,0,1731505988
jojojulian69,"Kenyamanan:Enak tidak sepertu pakai lipstik cewek
Desain:simple mudah di bahwa

Bahkan beli lagi terima kasih penjual",5,0,1722648186
2x848wzjx4,Sangat bagus & cepatt trma kasih.🙏,5,1,1690503331
a*****1,"Tips Pengguna:dioles dibibir
Kemasan:bagus
Profil Kecantikan:usia, warna kulit

Bagus",5,0,1750472011
rudi8844,,5,0,1692614306
buedakleutikcengos,,5,0,1692287101
itsukijotaro,"Desain:model yang menarik dan kekinian
Kenyamanan:sangat nyaman saat dikenakan
Kualitas:sangat bagus",5,0,1731049398
rendicahyaramadhan574,ok murah bos.e,5,0,1707894170
basriabduh,,5,0,1740036742
imamkhollif,"Desain:oke
Kualitas:sudah dalam kondisi terbuka
Efek:belum dicoba

Paket sudah sampe, tapi dalam kondisi sudah terbuka bukus mika nya..",3,1,1759466940
ndupanelkusla1903sh,Menyukainya,5,0,1689650787
369iiarwnj,"Desain:buruk
Kualitas:kayak tai..

barang penipuan.tidak seperti di iklan nya aga merah2han.eh tidak sama sekali malahan lebih parah warna bibir saya jadi tambah itam..",1,6,1763572137
d*****2,"Desain:menarik
Kemudahan:praktis
Kenyamanan:nyaman digunakan

Good job👍🏻",5,0,1733548757
riano_2024,Belum di cuba,5,0,1694917166
wylsyarif2,Belum coba.semoga cocok.terimakasih untuk tokonya,5,0,1703133446
charo19,"Desain:keren
Kenyamanan:nyaman saat di pakai
Kualitas:bagus",5,0,1732544907
a*****e,"Desain:ok
Kemudahan:praktis
Kualitas:bagus

otw korea",5,0,1734258957
bangawall081,Baik sangat baik,5,0,1739637607
jay.rancage,Sesuai,5,0,1736135784
raymondlangelo720,"Desain:work it
Kemudahan:sangat praktis
Kualitas:ok",5,0,1738518749
nusaindah76,Ok,5,0,1693103029
fitrialishoppe,Ok,5,0,1693729863
fendy2019,"Desain:minimalis
Kenyamanan:sesuai target
Kualitas:bagus

Kecil dan praktis",5,0,1733056741
ahmadhasanudin175,bagus,5,0,1747727563
d5sr50ucxu,Sesuai dengan iklan semoga bermafaat dan tetap amanah,5,0,1738144666
z*****3,"Sangat nyaman dikenakan,uhuyyyyy pokoknya mah keren....",5,0,1718796272
oi1p8zp4jz,good,5,0,1695462294
heriaja450,Terimakasih pesanan sudah sampai 😊👍🏻,5,0,1765173140
1abidzar01,"Desain:ol
Kualitas:ok

Yess",5,0,1736953425
ekaezya,Sesuai pesanan,5,0,1732765972
hendrosetiawan193,,5,0,1746021813
raisyah.69,,5,0,1737237858
aziz.fauzan6623,,5,0,1692698570
damargilang835,"Desain:bagus
Kualitas:bagus
Kemudahan:bagus",5,0,1738993797
hargaterjangkau060,Desain:josjis,5,0,1764664245
tungtungsahur133,"Desain:bagus
Kualitas:memuaskan
Efek:mencerahkan bibir, tidak membuat bibir pecah""",5,0,1750194511
d1ktk_9obi,Awal agak perih,5,0,1706949811
edwinclever828,,5,0,1746968661
anjaszaki85,Ok,5,0,1703561611
andizakkiika,"Desain:menarik
Kualitas:baik
Efek:efektif",5,0,1745605396
uj0zzvh526,"Desain:simpel dan enak di pake
Kualitas:sangat nyaman di pake
Efek:melembabkan dan mencerahkan

10000",5,0,1763270386
kurougami,"Desain:menarik
Kualitas:bagus
Efek:lembut

semoga awet",5,0,1747914680
iik9hj6jam,"Desain:disen nya kaya mobil ferari
Kualitas:kualitas nya cukup oke
Efek:bisa menggoda janda 10 anak",5,0,1756019669
njv7ic32ru,"Desain:bagus
Kualitas:baik
Kemudahan:baik",5,0,1743902299
alvinadam11,"Desain:keren
Kualitas:standar
Efek:melembutkan",5,0,1750072229
darmakhey,Pesanan datang tidak bersegel/sudah terbuka,5,0,1715351713
0alot68w_m,"Desain:bgus
Kenyamanan:iya
Kualitas:myn",5,0,1731212429
u*****3,"Kenyamanan:simpel
Desain:bagus
Kualitas:baik",5,0,1727350686
trisnawan910,"Desain:lumayan ok
Kualitas:yaa bagus
Efek:paas buat bibir

Mf baru tes sangat cocok buat ku..pecinta rokok,bibir bisa jadi merah,trima kasih buat tokonya.juga shopie",5,0,1754569621
edipurwanto1986,"Desain:ok
Kualitas:ok
Efek:ok",5,0,1746438087
r*****0,Desain:buagusssssssssssssspuollllllllllllllll amaaannnnnnnnnnnnnnnnnnnnnn,5,0,1752758503
osidekucing,,5,0,1754478392
zhatmenk197,,5,0,1761289568
edirepan,"Desain:menarik
Kualitas:belom dicoba
Efek:lembut",5,0,1751108691
,"Katanya baru,ko kemasan udah kebuka begini yaaaa..",1,0,1702726059
habibngegame,"Desain:sudah terbuka saat unboxing
Kualitas:buasa saja

Entah salah kurir atau emang pas masukin barangnya udah terbuka aku gak tau",2,0,1749470712
1d4sa2hgb8,"Desain:menarik kekinian
Kemudahan:praktis
Kualitas:baik

Lips bagus sangat Cocok buat laki2",4,0,1737469437
riyan_erlangga28,"Desain:mnarik
Kualitas:bagus
Efek:tdak mengganggu dan nyaman d pakai",5,0,1752162462
haniwidiani128,Sangat baik,5,0,1756618660
abibastiansaputra,"Desain:keren mudah dibawa kemanapun
Kualitas:bagus
Efek:bibir terasa berminyak",5,0,1752470992
genzholicy10,,4,1,1740318554
ahmadsubarkah251,"Desain:elegan
Kualitas:bagus
Efek:tidak enak waktu saya pakai,rasanya ada yang mengganjal di bibir",3,0,1745387682
3jpual07ii,"Desain:bagus
Kualitas:sangat baik
Efek:melembutkan bibir",5,0,1753347544
yusufalparizi429,"Desain:bagus
Kualitas:okeeee
Efek:melembutkan bibir suami sy",5,1,1754383064
6u_0fqf3nd,produk lumayan cuma ga lembab trs kaya Berjam jam hanya setengah jam saja lembabnya,4,0,1738831482
zoeszoes378,Desain:lom d coba,5,0,1756636902
vu5nutcujq,"Desain:cakep
Kualitas:lumayan bagus
Efek:belum tau",5,0,1752835306
nvrd33,"Desain:elegan
Kualitas:terbaik
Efek:mencerahkan

Pokoknyaaa good product",5,0,1765223724
syahrulmubbarak,"Desain:belum tau
Kualitas:bagus
Efek:belum tau

Semoga bisa merubah",5,0,1765259320
j*****7,"Desain:keren
Kualitas:bagus
Efek:bagus",5,0,1764505714
i*****5,"Desain:keren
Kualitas:belum dicoba
Efek:belum di coba",5,0,1752288462
oppa292,"Desain:praktis dan modern
Kualitas:sangat baik
Efek:membuat bibir lembut",4,0,1763726458
chakrabhirawa084,"Desain:biasa saja
Kemudahan:mudah
Kualitas:gak sesuai yang diinginkan tapi ya lumayan buat basahi bibir meski Agak kurang merah",2,0,1737603644
ujarkxr7wr,"Desain:sangat cocok
Kualitas:bagus
Efek:tidak",5,0,1762702060
nasyaqiela,"Desain:ok
Kualitas:ok
Efek:melembabkan",5,0,1754985245
w0vmvojdsd,"Desain:cocok
Kualitas:sangat baik",5,0,1763905711
jiokasat,"Desain:model yg kekinian
Kemudahan:sangat praktis
Kualitas:sangat baik",4,0,1738653058
j*****l,"Performa:cukup
Cocok Untuk:apa saja
Tekstur:lembek dalamnya",2,1,1731170463
15_muhammadfarisjan,Barang datang sesuai dengan yang ada di gambar,3,0,1742804363
barzexzex,"Ini apa broo?? 
Yg dateng jauh dari yg di pesen😡",1,1,1738842059
rio_prasetia,Baru nyoba,4,0,1693290648
muhbahrul299,,4,0,1739432529
fahrulrozzie,Pesanan sudah diterima.,4,0,1739591223
batiksantoso69,Sesuai pesanan,4,0,1743978450
m*****3,"Kualitas:lumayan

Gak bisa diputer²",1,0,1753416619
kang.muham,"Desain:Barang sudah sampai dan sesuai semoga efektivitas kerjanya cepat
Kualitas:Baru pertama kali coba semoga cocok dan bagus
Efek:Semoga hasilnya nanti sesuai",4,0,1754626585
feriherfian,produk lumayan bagus,4,0,1722909630
q*****d,Kualitas:blm coba,4,0,1765183519
juvenwee,Tdk ad perubahan setelah memakai produk ini,1,0,1712782957
m1087gaming,,4,0,1732075352
penaldipenal,,1,0,1739769106
galanganarki128,"Desain:bagus
Kualitas:memuaskan
Efek:lembut dipakai",4,0,1751623201
dizqikeyla1933,Mntp,4,0,1754308748
nunioktaviani_15,"Desain:kurang
Kualitas:kurang",3,0,1750178036
_earth.4,"Desain:bagus
Kualitas:standar
Efek:fefek",3,0,1759827359
davidarianto352,"Desain:bagus
Kualitas:baik
Efek:bagus",4,0,1761457441
henny.zahri,Kemasannya kek udah lama banget jd lepas gitu pas sampe moga aja ex nya lama,3,0,1755937750
fajri_82,Paket sudah saya terima paket sesuai dengan keinginan,5,0,1762518454
