username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count
m*****e,"Sepadan dengan Harga:harga terjangkau aman kantong dan dompet
Fitur Terbaik:kualitas dan fitur normal dan sangat bagus ringan elegan fleksibel dan mudah dibawa kemana mana..

Barang sangat bagus dan harganya pun murah dan terjangkau, spesifikasi tinggi sesuai gambar.",5,217,1763345525,sepadan dengan harga harga terjangkau aman kantong dan dompet fitur terbaik kualitas dan fitur normal dan sangat bagus ringan elegan fleksibel dan mudah dibawa kemana mana barang sangat bagus dan harganya pun murah dan terjangkau spesifikasi tinggi sesuai gambar,sepadan dengan harga harga terjangkau aman kantong dan dompet fitur terbaik kualitas dan fitur normal dan sangat bagus ringan elegan fleksibel dan mudah dibawa kemana mana barang sangat bagus dan harganya pun murah dan terjangkau spesifikasi tinggi sesuai gambar,39
f*****8,"Fitur Terbaik:Sangat bagus
Sepadan dengan Harga:Sepadan dengan harga

Alhamdulillah unit nya oke, dan ada lecet² wajar karna 2nd. Sellernya ramah, fast respons, packingnya super tebal dan Insyaa Allah sangat aman. Booting hanya sekitar 27detik sampai home",5,67,1764805229,fitur terbaik sangat bagus sepadan dengan harga sepadan dengan harga alhamdulillah unit nya oke dan ada lecet wajar karna 2nd sellernya ramah fast respons packingnya super tebal dan insyaa allah sangat aman booting hanya sekitar 27detik sampai home,fitur terbaik sangat bagus sepadan dengan harga sepadan dengan harga alhamdulillah unit nya oke dan ada lecet wajar karna 2nd sellernya ramah fast respons packingnya super tebal dan insyaa allah sangat aman booting hanya sekitar 27detik sampai home,38
ooonz,"Fitur Terbaik:bagus sesuai
Sepadan dengan Harga:sangat sepadan

laptop nya aman bagus.. semoga gk ada kendala ..baru pertama beli di toko ini.. bagus bngt kyk barang baru ..dpt tas sama casan nya.. menyala abangkuh",5,97,1764199354,fitur terbaik bagus sesuai sepadan dengan harga sangat sepadan laptop nya aman bagus semoga gk ada kendala baru pertama beli di toko ini bagus bngt kyk barang baru dpt tas sama casan nya menyala abangkuh,fitur terbaik bagus sesuai sepadan dengan harga sangat sepadan laptop nya aman bagus semoga gk ada kendala baru pertama beli di toko ini bagus bngt kyk barang baru dpt tas sama casan nya menyala abangkuh,35
bayafillah,"Fitur Terbaik:Fisik Mulus meskipun 2nd penggunaan
Sepadan dengan Harga:Sangat Worth It dan layak dibeli

Ekspektasi saya sesuai, meskipun barang second tapi tidak kelihatan ada cacat, program berjalan normal, sama sekali gak bising. Pelayanan ramah dan fast respon. Terima kasih seller.",5,327,1763565858,fitur terbaik fisik mulus meskipun 2nd penggunaan sepadan dengan harga sangat worth it dan layak dibeli ekspektasi saya sesuai meskipun barang second tapi tidak kelihatan ada cacat program berjalan normal sama sekali gak bising pelayanan ramah dan fast respon terima kasih seller,fitur terbaik fisik mulus meskipun 2nd penggunaan sepadan dengan harga sangat worth it dan layak dibeli ekspektasi saya sesuai meskipun barang second tapi tidak kelihatan ada cacat program berjalan normal sama sekali gak bising pelayanan ramah dan fast respon terima kasih seller,42
sc_multimedia,"Sepadan dengan Harga:sangat sepadan
Fitur Terbaik:sangat terbaik

Packing rapi dan aman banget dibungkus dengan plastik dan bubble wrap berlapis sehingga aman dari benturan dan hujan deras sekalipun. Barang berkualitas bagus sesuai dengan diskripsi dan spesifikasi. Recommended seller deh pokoknya.",5,109,1763777639,sepadan dengan harga sangat sepadan fitur terbaik sangat terbaik packing rapi dan aman banget dibungkus dengan plastik dan bubble wrap berlapis sehingga aman dari benturan dan hujan deras sekalipun barang berkualitas bagus sesuai dengan diskripsi dan spesifikasi recommended seller deh pokoknya,sepadan dengan harga sangat sepadan fitur terbaik sangat terbaik packing rapi dan aman banget dibungkus dengan plastik dan bubble wrap berlapis sehingga aman dari benturan dan hujan deras sekalipun barang berkualitas bagus sesuai dengan diskripsi dan spesifikasi recommended seller deh pokoknya,41
dinasti_1,"Fitur Terbaik:spek sesuai deskripsi
Sepadan dengan Harga:masih mulus,

Semoga battery awet dan tidak rewel",5,77,1764975453,fitur terbaik spek sesuai deskripsi sepadan dengan harga masih mulus semoga battery awet dan tidak rewel,fitur terbaik spek sesuai deskripsi sepadan dengan harga masih mulus semoga battery awet dan tidak rewel,16
,"Fitur Terbaik:Pelayanan cepat,, mantul

pelayanan cepat, kondisi barang mulus,, packing juga sangat aman 👍👍👍
semoga selalu amanah..",5,71,1764975464,fitur terbaik pelayanan cepat mantul pelayanan cepat kondisi barang mulus packing juga sangat aman semoga selalu amanah,fitur terbaik pelayanan cepat mantul pelayanan cepat kondisi barang mulus packing juga sangat aman semoga selalu amanah,17
ashabulyaminbabe,"Kualitas:normal
Kondisi Barang:bagus walau second
Desain:slim

Seller amanah.. Ssuai deskripsi, malah dikirim yang TS,, padahal pesanan NO TS.. Terimakasih barang km Terima lengkap dan kemasan cukup aman.. Mudahan tidak ada kendala sehingga tidak klem garansi☺☺👌👌👍👍👍👍",5,18,1763550073,kualitas normal kondisi barang bagus walau second desain slim seller amanah ssuai deskripsi malah dikirim yang ts padahal pesanan no ts terimakasih barang km terima lengkap dan kemasan cukup aman mudahan tidak ada kendala sehingga tidak klem garansi,kualitas normal kondisi barang bagus walau second desain slim seller amanah ssuai deskripsi malah dikirim yang ts padahal pesanan no ts terimakasih barang km terima lengkap dan kemasan cukup aman mudahan tidak ada kendala sehingga tidak klem garansi,38
sukma_aditya_nurcahyo,"Fitur Terbaik:keyboard backlight
Sepadan dengan Harga:laptop masih terlihat seperti baru

respon penjual baik.. barang sesuai spek dan request dari saya juga dipenuhi.. kondisi barang juga masih bagus seperti laptop baru.. pengemasan rapi dan aman dengan bubble warp.. makasih banyak ya, sukses slalu 🙏🙏👍👍😁",5,61,1758274529,fitur terbaik keyboard backlight sepadan dengan harga laptop masih terlihat seperti baru respon penjual baik barang sesuai spek dan request dari saya juga dipenuhi kondisi barang juga masih bagus seperti laptop baru pengemasan rapi dan aman dengan bubble warp makasih banyak ya sukses slalu,fitur terbaik keyboard backlight sepadan dengan harga laptop masih terlihat seperti baru respon penjual baik barang sesuai spek dan request dari saya juga dipenuhi kondisi barang juga masih bagus seperti laptop baru pengemasan rapi dan aman dengan bubble warp makasih banyak ya sukses slalu,44
fikarahma201,"Desain:laptop ny bagus masih kekinian
Kondisi Barang:bagus
Fungsi:bgaus

Toko amanah pengiriman cepat pesen malam besok dah di kirim, walaupun laptop keluaran 2017 desain nya masih kekinian",5,16,1762621861,desain laptop ny bagus masih kekinian kondisi barang bagus fungsi bgaus toko amanah pengiriman cepat pesen malam besok dah di kirim walaupun laptop keluaran 2017 desain nya masih kekinian,desain laptop ny bagus masih kekinian kondisi barang bagus fungsi bgaus toko amanah pengiriman cepat pesen malam besok dah di kirim walaupun laptop keluaran 2017 desain nya masih kekinian,29
