username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
cantikamasya179,"Laptop ini menggantikan semua alat saya！Saat butuh kerja, saya buka jadi laptop biasa，ketik dokumen cepat；saat butuh gambar, saya lipat jadi tablet，gunakan stylus menggambar di layar（lebih presisi daripada HP！）；saat liburan, saya bawa ke mana-mana——beratnya hanya 1kg，masuk tas travel tanpa repot！
Fitur lipat 360°-nya sangat fleksibel——bisa jadi mode stand untuk nonton film, mode tent untuk kerja sambil makan, atau mode tablet untuk baca e-book！Layar sentuhnya tajam（IPS 1920×1080），warna tidak pudar dari segala sudut！
Sistem Windows 11 kompatibel semua aplikasi，dan RAM 16GB + SSD 256GB membuatnya cepat！Sudah saya uji untuk meeting online, menggambar, dan nonton film——semua l",5,15,1763307832,laptop ini menggantikan semua alat saya saat butuh kerja saya buka jadi laptop biasa ketik dokumen cepat saat butuh gambar saya lipat jadi tablet gunakan stylus menggambar di layar lebih presisi daripada hp saat liburan saya bawa ke mana mana beratnya hanya 1kg masuk tas travel tanpa repot fitur lipat 360 nya sangat fleksibel bisa jadi mode stand untuk nonton film mode tent untuk kerja sambil makan atau mode tablet untuk baca e book layar sentuhnya tajam ips 1920 1080 warna tidak pudar dari segala sudut sistem windows 11 kompatibel semua aplikasi dan ram 16gb ssd 256gb membuatnya cepat sudah saya uji untuk meeting online menggambar dan nonton film semua l,laptop ini menggantikan semua alat saya saat butuh kerja saya buka jadi laptop biasa ketik dokumen cepat saat butuh gambar saya lipat jadi tablet gunakan stylus menggambar di layar lebih presisi daripada hp saat liburan saya bawa ke mana mana beratnya hanya 1kg masuk tas travel tanpa repot fitur lipat 360 nya sangat fleksibel bisa jadi mode stand untuk nonton film mode tent untuk kerja sambil makan atau mode tablet untuk baca e book layar sentuhnya tajam ips 1920 1080 warna tidak pudar dari segala sudut sistem windows 11 kompatibel semua aplikasi dan ram 16gb ssd 256gb membuatnya cepat sudah saya uji untuk meeting online menggambar dan nonton film semua l,111,neutral,0.2514718472957611,663,0.015082956259426848,0.40540540540540543,0.0,0.0,0.10512209041620807,0
borujegess,Saya beli untuk anak yang suka menggambar，dan dia langsung senang！Laptop ini bisa dilipat 360° jadi tablet besar，anak saya bisa menggambar pakai jari langsung di layar，seperti pakai tablet gambar. Layarnya besardan jernih，warna terlihat cerah，cocok buat melihat hasil gambar.,5,8,1763206609,saya beli untuk anak yang suka menggambar dan dia langsung senang laptop ini bisa dilipat 360 jadi tablet besar anak saya bisa menggambar pakai jari langsung di layar seperti pakai tablet gambar layarnya besardan jernih warna terlihat cerah cocok buat melihat hasil gambar,saya beli untuk anak yang suka menggambar dan dia langsung senang laptop ini bisa dilipat 360 jadi tablet besar anak saya bisa menggambar pakai jari langsung di layar seperti pakai tablet gambar layarnya besardan jernih warna terlihat cerah cocok buat melihat hasil gambar,43,negative,0.2416757345199585,272,0.007352941176470588,0.37209302325581395,0.0,1.0,0.29486149110807114,0
ray_maan,"Laptop sudah diterima dan dalam kondisi aman, kualitas lumayan sesuai harga cocok untuk orang yg kerja kantoran atau anak sekolahan. Dari sisi pelayanan bagus dan dibantu sampai tuntas dan adapula dari segi pengantaran ekspedisi pun lumayan cepat sesuai waktu estimasi. Semoga awet aja itu harapannya. Terimakasih atas pelayanannya.",5,5,1763365599,laptop sudah diterima dan dalam kondisi aman kualitas lumayan sesuai harga cocok untuk orang yg kerja kantoran atau anak sekolahan dari sisi pelayanan bagus dan dibantu sampai tuntas dan adapula dari segi pengantaran ekspedisi pun lumayan cepat sesuai waktu estimasi semoga awet aja itu harapannya terimakasih atas pelayanannya,laptop sudah diterima dan dalam kondisi aman kualitas lumayan sesuai harga cocok untuk orang yg kerja kantoran atau anak sekolahan dari sisi pelayanan bagus dan dibantu sampai tuntas dan adapula dari segi pengantaran ekspedisi pun lumayan cepat sesuai waktu estimasi semoga awet aja itu harapannya terimakasih atas pelayanannya,48,positive,0.2464058995246887,327,0.0061162079510703364,0.1875,0.0,0.0,0.048404051987767586,0
bocilkuh,"Sebagai ibu rumah tangga yang kerja paruh waktu, laptop ini membantu banget！Pas jaga anak, bisa lipat jadi tablet, pegang satu tangan sambil balas pesan atau edit dokumen sederhana. Layar sentuhnya responsif，lebih mudah daripada pake mouse.",5,1,1763037489,sebagai ibu rumah tangga yang kerja paruh waktu laptop ini membantu banget pas jaga anak bisa lipat jadi tablet pegang satu tangan sambil balas pesan atau edit dokumen sederhana layar sentuhnya responsif lebih mudah daripada pake mouse,sebagai ibu rumah tangga yang kerja paruh waktu laptop ini membantu banget pas jaga anak bisa lipat jadi tablet pegang satu tangan sambil balas pesan atau edit dokumen sederhana layar sentuhnya responsif lebih mudah daripada pake mouse,37,positive,0.2526205778121948,235,0.00425531914893617,0.0,0.0,0.0,0.0010638297872340426,0
dittosyaputra,"Fitur: Desain tampilan laptop ini sangat bagus, dan warna peraknya terlihat lebih mewah
Penampilan bahan: Bahannya lumayan, teksturnya bagus, dan layarnya juga sangat cocok
Efek kartu grafis: Efek kartu grafis sangat bagus
Performa laptop: Performa laptop bagus, kecepatan internet cepat,",5,5,1763513026,fitur desain tampilan laptop ini sangat bagus dan warna peraknya terlihat lebih mewah penampilan bahan bahannya lumayan teksturnya bagus dan layarnya juga sangat cocok efek kartu grafis efek kartu grafis sangat bagus performa laptop performa laptop bagus kecepatan internet cepat,fitur desain tampilan laptop ini sangat bagus dan warna peraknya terlihat lebih mewah penampilan bahan bahannya lumayan teksturnya bagus dan layarnya juga sangat cocok efek kartu grafis efek kartu grafis sangat bagus performa laptop performa laptop bagus kecepatan internet cepat,40,label_3,0.2330020815134048,279,0.0035842293906810036,0.5,0.0,0.0,0.12589605734767026,0
syafana913,Sumpah ini nyaman banget buat dipake! Nyaman banget buat belajar menggambar! 😭💐 love love banget sama ini produk<3,5,2,1762957145,sumpah ini nyaman banget buat dipake nyaman banget buat belajar menggambar love love banget sama ini produk 3,sumpah ini nyaman banget buat dipake nyaman banget buat belajar menggambar love love banget sama ini produk 3,18,negative,0.2504046559333801,109,0.009174311926605505,0.6111111111111112,0.0,1.0,0.35507135575942916,0
shanumm2309,"Keyboardnya enak digunakan, sistem windows berjalan semua, wifi bisa connect dengan baik, speaker so good (bisa didengar di video diatas), charger juga berfungsi, all good in function. Pengiriman juga baik, pak kurir juga informatif as good as the selle",5,2,1762755287,keyboardnya enak digunakan sistem windows berjalan semua wifi bisa connect dengan baik speaker so good bisa didengar di video diatas charger juga berfungsi all good in function pengiriman juga baik pak kurir juga informatif as good as the selle,keyboardnya enak digunakan sistem windows berjalan semua wifi bisa connect dengan baik speaker so good bisa didengar di video diatas charger juga berfungsi all good in function pengiriman juga baik pak kurir juga informatif as good as the selle,39,label_3,0.2194211632013321,244,0.02459016393442623,0.3076923076923077,0.0,0.0,0.08307061790668349,0
buayalaut738,"Komputer diterima, pengemasan sangat teliti dan lengkap, komputer terasa sangat baik, keyboard sangat halus, mesin sangat proses, memeriksa konfigurasi, itu asli, penjual menjawab pertanyaan saya dengan sangat hati-hati, ada banyak hadiah",5,0,1762426624,komputer diterima pengemasan sangat teliti dan lengkap komputer terasa sangat baik keyboard sangat halus mesin sangat proses memeriksa konfigurasi itu asli penjual menjawab pertanyaan saya dengan sangat hati hati ada banyak hadiah,komputer diterima pengemasan sangat teliti dan lengkap komputer terasa sangat baik keyboard sangat halus mesin sangat proses memeriksa konfigurasi itu asli penjual menjawab pertanyaan saya dengan sangat hati hati ada banyak hadiah,32,neutral,0.2234561145305633,230,0.004347826086956522,0.28125,0.0,0.0,0.07139945652173912,0
indahkarya71,"Touchscreen-nya sangat responsif, pengoperasiannya juga lancar. Bisa dilipat 360° ke belakang, ukurannya kecil seperti tablet, dan performanya cukup bagus.Dan laptopnya berfungsi dengan baik. Sampai sekarang tidak ada masalah~",5,0,1761648466,touchscreen nya sangat responsif pengoperasiannya juga lancar bisa dilipat 360 ke belakang ukurannya kecil seperti tablet dan performanya cukup bagus dan laptopnya berfungsi dengan baik sampai sekarang tidak ada masalah,touchscreen nya sangat responsif pengoperasiannya juga lancar bisa dilipat 360 ke belakang ukurannya kecil seperti tablet dan performanya cukup bagus dan laptopnya berfungsi dengan baik sampai sekarang tidak ada masalah,30,label_3,0.2409747540950775,219,0.0136986301369863,0.06666666666666667,0.0,0.0,0.02009132420091324,0
milky_way0,"Laptopnya bagus,nyala,batrai awet,speaker sangat jelas. Bagus pokoknya 😊👍
Pengirimannya cepet banget, Packingannya apalagi aman banget top top pokoknya 
Terima kasih seller👍",5,1,1762210607,laptopnya bagus nyala batrai awet speaker sangat jelas bagus pokoknya pengirimannya cepet banget packingannya apalagi aman banget top top pokoknya terima kasih seller,laptopnya bagus nyala batrai awet speaker sangat jelas bagus pokoknya pengirimannya cepet banget packingannya apalagi aman banget top top pokoknya terima kasih seller,23,neutral,0.232515200972557,166,0.018072289156626505,0.34782608695652173,0.0,0.0,0.09147459402828706,0
