username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
r*****7,"Warna:sangat bagus
Ukuran:pas
Kenyamanan:sangat nyaman sekali

helm sampai dengan cepat dan kasih dong keamanan juga pada kardua nya biar tidak remuk tapi kualitas helm terbaik 
makasih buat pengirim nya",5,989,1763528320,warna sangat bagus ukuran pas kenyamanan sangat nyaman sekali helm sampai dengan cepat dan kasih dong keamanan juga pada kardua nya biar tidak remuk tapi kualitas helm terbaik makasih buat pengirim nya,warna sangat bagus ukuran pas kenyamanan sangat nyaman sekali helm sampai dengan cepat dan kasih dong keamanan juga pada kardua nya biar tidak remuk tapi kualitas helm terbaik makasih buat pengirim nya,32,positive,0.3175036907196045
yohanesaryo79,"Sesuai semuanya.ukuran L untuk kepala laki2 pas,untuk cewek m aja,klo berhijab L atau xl rekomennya c. Bahan bagus,kaca bening,busa tebal dan empuk. Tali pengingat ya lmyan lah.Pengiriman super cepat,respon admin ok. Helm ini REKOMENDED buat yg pas2an duitnya.",5,398,1763514938,sesuai semuanya ukuran l untuk kepala laki2 pas untuk cewek m aja klo berhijab l atau xl rekomennya c bahan bagus kaca bening busa tebal dan empuk tali pengingat ya lmyan lah pengiriman super cepat respon admin ok helm ini rekomended buat yg pas2an duitnya,sesuai semuanya ukuran l untuk kepala laki2 pas untuk cewek m aja klo berhijab l atau xl rekomennya c bahan bagus kaca bening busa tebal dan empuk tali pengingat ya lmyan lah pengiriman super cepat respon admin ok helm ini rekomended buat yg pas2an duitnya,45,positive,0.3230842649936676
bahyudiazka,"Warna:hitam doff
Ukuran:pas dan sesuai
Kenyamanan:lumayan

Terimakasih kak paketnya sudah diterima dalam keadaan baik sesuai dengan pesanan 
Helm nya sih lumayan untuk sekedar riding santai dan gaya,
Langsung dipasangkan interkom e1 
Jadi tambah gaya
Untuk pengiriman nya juga lumayan cepat 
Oh iya udah dapat free spoiler nya juga 
Makasih seller dan kurir",5,264,1763289814,warna hitam doff ukuran pas dan sesuai kenyamanan lumayan terimakasih kak paketnya sudah diterima dalam keadaan baik sesuai dengan pesanan helm nya sih lumayan untuk sekedar riding santai dan gaya langsung dipasangkan interkom e1 jadi tambah gaya untuk pengiriman nya juga lumayan cepat oh iya udah dapat free spoiler nya juga makasih seller dan kurir,warna hitam doff ukuran pas dan sesuai kenyamanan lumayan terimakasih kak paketnya sudah diterima dalam keadaan baik sesuai dengan pesanan helm nya sih lumayan untuk sekedar riding santai dan gaya langsung dipasangkan interkom e1 jadi tambah gaya untuk pengiriman nya juga lumayan cepat oh iya udah dapat free spoiler nya juga makasih seller dan kurir,55,positive,0.3337724804878235
t*****o,"Warna:ok putih solid sesuai etalase, visor ok warna smoke sesuai etalase
Ukuran:ok kayaknya all size tp pas dan nyaman utk pria dewasa
Kualitas:ok sesuai harga

Helm ringan namun solid, design kekinian plus spoiler, visor jg menunjang dgn warna smoke, cocok utk daily activity terutama di siang hari yg panas, harganya pun terjangkau (kompetitif). Recommended product & seller. Thx

Note : packing rapi dan aman dgn dus bawaan helm (ada tulisan merknya) kondisi helm di dlm dus dibungkus dgn bubblewrap. Helm diterima  dlm kondisi spoiler blm terpasang (sdh trdpt double tape tinggal pnp).",5,537,1763311234,warna ok putih solid sesuai etalase visor ok warna smoke sesuai etalase ukuran ok kayaknya all size tp pas dan nyaman utk pria dewasa kualitas ok sesuai harga helm ringan namun solid design kekinian plus spoiler visor jg menunjang dgn warna smoke cocok utk daily activity terutama di siang hari yg panas harganya pun terjangkau kompetitif recommended product seller thx note packing rapi dan aman dgn dus bawaan helm ada tulisan merknya kondisi helm di dlm dus dibungkus dgn bubblewrap helm diterima dlm kondisi spoiler blm terpasang sdh trdpt double tape tinggal pnp,warna ok putih solid sesuai etalase visor ok warna smoke sesuai etalase ukuran ok kayaknya all size tp pas dan nyaman utk pria dewasa kualitas ok sesuai harga helm ringan namun solid design kekinian plus spoiler visor jg menunjang dgn warna smoke cocok utk daily activity terutama di siang hari yg panas harganya pun terjangkau kompetitif recommended product seller thx note packing rapi dan aman dgn dus bawaan helm ada tulisan merknya kondisi helm di dlm dus dibungkus dgn bubblewrap helm diterima dlm kondisi spoiler blm terpasang sdh trdpt double tape tinggal pnp,93,label_3,0.2403450608253479
opank_hugy,"Warna:hitdof
Ukuran:xl
Kenyamanan:oke

Helm half face cocok banget buat penggunaan harian, terutama untuk perjalanan pendek di kota. Berikut review umum tentang helm half face berdasarkan kelebihan dan kekurangannya:

Kelebihan:

1. Ventilasi Udara: Helm half face lebih terbuka, jadi aliran udaranya lebih baik, cocok buat cuaca panas.


2. Lebih Ringan: Helm ini biasanya lebih ringan dibandingkan helm full face, sehingga nyaman untuk pemakaian lama.


3. Visibilitas Lebih Baik: Karena bagian depannya terbuka, pandangan ke depan dan samping lebih leluasa.


4. Desain Stylish: Banyak pilihan desain yang modis, cocok buat pengendara skutik atau motor harian.",5,237,1763457920,warna hitdof ukuran xl kenyamanan oke helm half face cocok banget buat penggunaan harian terutama untuk perjalanan pendek di kota berikut review umum tentang helm half face berdasarkan kelebihan dan kekurangannya kelebihan 1 ventilasi udara helm half face lebih terbuka jadi aliran udaranya lebih baik cocok buat cuaca panas 2 lebih ringan helm ini biasanya lebih ringan dibandingkan helm full face sehingga nyaman untuk pemakaian lama 3 visibilitas lebih baik karena bagian depannya terbuka pandangan ke depan dan samping lebih leluasa 4 desain stylish banyak pilihan desain yang modis cocok buat pengendara skutik atau motor harian,warna hitdof ukuran xl kenyamanan oke helm half face cocok banget buat penggunaan harian terutama untuk perjalanan pendek di kota berikut review umum tentang helm half face berdasarkan kelebihan dan kekurangannya kelebihan 1 ventilasi udara helm half face lebih terbuka jadi aliran udaranya lebih baik cocok buat cuaca panas 2 lebih ringan helm ini biasanya lebih ringan dibandingkan helm full face sehingga nyaman untuk pemakaian lama 3 visibilitas lebih baik karena bagian depannya terbuka pandangan ke depan dan samping lebih leluasa 4 desain stylish banyak pilihan desain yang modis cocok buat pengendara skutik atau motor harian,96,positive,0.23177413642406464
jbrvid,"Warna:kueren
Ukuran:pas
Kualitas:baik

Wes wayae kueren  helm e",5,209,1763475939,warna kueren ukuran pas kualitas baik wes wayae kueren helm e,warna kueren ukuran pas kualitas baik wes wayae kueren helm e,11,positive,0.29724135994911194
e*****r,"Warna:Hitam doff elegant
Ukuran:Pas
Kenyamanan:Ringan dan busanya terasa nyaman digunakan

Helmnya bagus sesuai deskripsi, bahkan utk helm di harga 100 ribuan ini kyknya paling rekomended. Mksih seller sukses slalu.",5,273,1763534495,warna hitam doff elegant ukuran pas kenyamanan ringan dan busanya terasa nyaman digunakan helmnya bagus sesuai deskripsi bahkan utk helm di harga 100 ribuan ini kyknya paling rekomended mksih seller sukses slalu,warna hitam doff elegant ukuran pas kenyamanan ringan dan busanya terasa nyaman digunakan helmnya bagus sesuai deskripsi bahkan utk helm di harga 100 ribuan ini kyknya paling rekomended mksih seller sukses slalu,32,positive,0.2719306945800781
suparjanto.,"Warna:toska
Ukuran:M- pas dan muat
Kualitas:build quality cukup baik

Helm SNI dengan harga ramah dikantong...
Busa cukup kencang..
Jadi ragu kalau ditaruh diparkiran, bisa diambil orang soalnya...
Warna TOSKA sesuai dengan yang kita pesan dan kaca bening sehingga enak dipakai kalau malam hari juga..
Pengiriman cukup cepat...
Pakai diterima dengan kondisi baik dan aman...
Terima kasih gan...",5,630,1763426939,warna toska ukuran m pas dan muat kualitas build quality cukup baik helm sni dengan harga ramah dikantong busa cukup kencang jadi ragu kalau ditaruh diparkiran bisa diambil orang soalnya warna toska sesuai dengan yang kita pesan dan kaca bening sehingga enak dipakai kalau malam hari juga pengiriman cukup cepat pakai diterima dengan kondisi baik dan aman terima kasih gan,warna toska ukuran m pas dan muat kualitas build quality cukup baik helm sni dengan harga ramah dikantong busa cukup kencang jadi ragu kalau ditaruh diparkiran bisa diambil orang soalnya warna toska sesuai dengan yang kita pesan dan kaca bening sehingga enak dipakai kalau malam hari juga pengiriman cukup cepat pakai diterima dengan kondisi baik dan aman terima kasih gan,60,positive,0.3300599455833435
i*****i,"Kualitas:Bagus
Tampilan:Keren
Cocok Untuk:Touring

Ada spoiler di belakang nya harus tempel manual wkwk,, kirain udh nempel dri sana nya
Keren² 👍🏻👍🏻👍🏻",5,181,1763537028,kualitas bagus tampilan keren cocok untuk touring ada spoiler di belakang nya harus tempel manual wkwk kirain udh nempel dri sana nya keren,kualitas bagus tampilan keren cocok untuk touring ada spoiler di belakang nya harus tempel manual wkwk kirain udh nempel dri sana nya keren,23,positive,0.31242698431015015
yogifauzi840,"Warna:bagus
Ukuran:pas
Kualitas:ok bngt dengan hrga segitu nex order lain",5,71,1763171939,warna bagus ukuran pas kualitas ok bngt dengan hrga segitu nex order lain,warna bagus ukuran pas kualitas ok bngt dengan hrga segitu nex order lain,13,label_3,0.3039638102054596
