username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count
ibribribr,"Performa:Lip balm
Cocok Untuk:Men's lip
Tekstur:Silky and light

Seller responsif
Real pic 
Pengiriman cuma sehari",5,18,1764543046,performa lip balm cocok untuk men s lip tekstur silky and light seller responsif real pic pengiriman cuma sehari,performa lip balm cocok untuk men s lip tekstur silky and light seller responsif real pic pengiriman cuma sehari,19
muchamad_nurdianto,"Barang sesuai pesanan, kualitas produk sangat baik, kecepatan pengiriman sangat baik, cepat sampai, Mantap Banget...",5,4,1762146800,barang sesuai pesanan kualitas produk sangat baik kecepatan pengiriman sangat baik cepat sampai mantap banget,barang sesuai pesanan kualitas produk sangat baik kecepatan pengiriman sangat baik cepat sampai mantap banget,15
elang001,Ok barang sudah diterima dg baik dan benar semoga bermanfaat dan bisa digunakan,5,0,1738672362,ok barang sudah diterima dg baik dan benar semoga bermanfaat dan bisa digunakan,ok barang sudah diterima dg baik dan benar semoga bermanfaat dan bisa digunakan,13
hilalfirmansyah418,"Desain:bagus
Kualitas:sesuai
Kemudahan:sangat praktis

Yaa,terima kasih🙏
Di toko² sekitaran kawasan gw mahh kagak ada",5,1,1755101599,desain bagus kualitas sesuai kemudahan sangat praktis yaa terima kasih di toko sekitaran kawasan gw mahh kagak ada,desain bagus kualitas sesuai kemudahan sangat praktis yaa terima kasih di toko sekitaran kawasan gw mahh kagak ada,18
h*****3,"Desain:model menarik dan kekinian
Kenyamanan:nyaman dikenakan
Kualitas:standart

Terimakasih barang dah datang",5,2,1755418051,desain model menarik dan kekinian kenyamanan nyaman dikenakan kualitas standart terimakasih barang dah datang,desain model menarik dan kekinian kenyamanan nyaman dikenakan kualitas standart terimakasih barang dah datang,14
agus_syam,"Performa:cukup nyaman
Tekstur:lembab
Cocok Untuk:bibir kering

Blm lama coba tp nyaman dipake. Thx all",5,2,1700313745,performa cukup nyaman tekstur lembab cocok untuk bibir kering blm lama coba tp nyaman dipake thx all,performa cukup nyaman tekstur lembab cocok untuk bibir kering blm lama coba tp nyaman dipake thx all,17
zakaria8a,"Desain:terbaik
Kemudahan:bagus mantap
Kenyamanan:mantap terbaik bagus

Tokonya amnh sukseselalu mantap terbaik ok bgus",5,0,1733653125,desain terbaik kemudahan bagus mantap kenyamanan mantap terbaik bagus tokonya amnh sukseselalu mantap terbaik ok bgus,desain terbaik kemudahan bagus mantap kenyamanan mantap terbaik bagus tokonya amnh sukseselalu mantap terbaik ok bgus,16
nusawan_interior,"Terima kasih, Paketnya sudah Datang,packinganya full rapi, mantap. . . Semoga lancar selalu🙏🙏🙏",4,4,1753786048,terima kasih paketnya sudah datang packinganya full rapi mantap semoga lancar selalu,terima kasih paketnya sudah datang packinganya full rapi mantap semoga lancar selalu,12
adie_bae_,"Desain:ok
Kenyamanan:nyaman
Kualitas:lumayan

Baru mau coba semoga aja cocok dan bersih untuk bibir hitam .",5,0,1731632268,desain ok kenyamanan nyaman kualitas lumayan baru mau coba semoga aja cocok dan bersih untuk bibir hitam,desain ok kenyamanan nyaman kualitas lumayan baru mau coba semoga aja cocok dan bersih untuk bibir hitam,17
mukhtar614,"Desain:terlihat keren dan moderen
Kualitas:pengerjaan sangat rapih
Kemudahan:praktis,

Terkesan tidak ada merah"" nya, jadi cuman bisa nyaman saja untuk bibir yg kering tapi tetap hitam lhoo....",4,3,1759485297,desain terlihat keren dan moderen kualitas pengerjaan sangat rapih kemudahan praktis terkesan tidak ada merah nya jadi cuman bisa nyaman saja untuk bibir yg kering tapi tetap hitam lhoo,desain terlihat keren dan moderen kualitas pengerjaan sangat rapih kemudahan praktis terkesan tidak ada merah nya jadi cuman bisa nyaman saja untuk bibir yg kering tapi tetap hitam lhoo,29
shiddiqmz,"Desain:Sangat Bagus
Kualitas:Sangat Bagus
Efek:Insyaallah Sangat Bagus",5,2,1759003709,desain sangat bagus kualitas sangat bagus efek insyaallah sangat bagus,desain sangat bagus kualitas sangat bagus efek insyaallah sangat bagus,10
7*****c,"Profil Kecantikan:bagus

barang sesuai. pengiriman cepat. amanah selalu ka.",5,1,1755221762,profil kecantikan bagus barang sesuai pengiriman cepat amanah selalu ka,profil kecantikan bagus barang sesuai pengiriman cepat amanah selalu ka,10
saeful_kihfi29,Mantap pesen kemarin datang hari ini.... Realpict juga Sukses terus buat Tokonya👏👏,5,1,1711882874,mantap pesen kemarin datang hari ini realpict juga sukses terus buat tokonya,mantap pesen kemarin datang hari ini realpict juga sukses terus buat tokonya,12
supendisiregar,Kualitas nya baik barang nya sesuai bagus penggirimanya cepat,5,1,1696291867,kualitas nya baik barang nya sesuai bagus penggirimanya cepat,kualitas nya baik barang nya sesuai bagus penggirimanya cepat,9
l*****2,,5,1,1755696339,,nan,1
arilgacor,"Desain:Alhamdulillah sudah yg kedua kalinya saya beli lip serum ini
Kualitas:dan hasil nya sangat memuaskan",5,0,1759503988,desain alhamdulillah sudah yg kedua kalinya saya beli lip serum ini kualitas dan hasil nya sangat memuaskan,desain alhamdulillah sudah yg kedua kalinya saya beli lip serum ini kualitas dan hasil nya sangat memuaskan,17
alfianyudhistira389,"Pengalaman Penggunaan:tekstur wangi
Kemasan:baik dan aman
Manfaat:membuat bibir lebih cerah",5,0,1750895693,pengalaman penggunaan tekstur wangi kemasan baik dan aman manfaat membuat bibir lebih cerah,pengalaman penggunaan tekstur wangi kemasan baik dan aman manfaat membuat bibir lebih cerah,13
nkrb7vrfgd,"Tekstur:belum coba
Cocok Untuk:belum coba
Performa:belum coba

Belum coba",5,2,1694762708,tekstur belum coba cocok untuk belum coba performa belum coba belum coba,tekstur belum coba cocok untuk belum coba performa belum coba belum coba,12
firmansyafutra928,"Tips Pengguna:pemakaian dengan rutin
Manfaat:sdikit mencerahkan bibir yg ,berkosumsi peroko

barang nya sampai tunjuan ,pengiriman nya cepat",5,0,1708960767,tips pengguna pemakaian dengan rutin manfaat sdikit mencerahkan bibir yg berkosumsi peroko barang nya sampai tunjuan pengiriman nya cepat,tips pengguna pemakaian dengan rutin manfaat sdikit mencerahkan bibir yg berkosumsi peroko barang nya sampai tunjuan pengiriman nya cepat,19
muhamad_ismail18,,5,1,1690792675,,nan,1
d*****n,Makasi👍,5,1,1692051245,makasi,makasi,1
recksydhofingeovani27,,5,0,1692387094,,nan,1
jblakun,,5,0,1731230555,,nan,1
triwahyudijatisrono,Belum di coba...packing aman.barang sesuai foto mudah mudahan bibir ku gak kering lagi,5,1,1759466954,belum di coba packing aman barang sesuai foto mudah mudahan bibir ku gak kering lagi,belum di coba packing aman barang sesuai foto mudah mudahan bibir ku gak kering lagi,15
k7oxd0cg5r,"Desain:Desain yah bagusss
Kenyamanan:Biasa saja
Kualitas:bagusss

Barang yah bagus mantap",2,0,1732334679,desain desain yah bagusss kenyamanan biasa saja kualitas bagusss barang yah bagus mantap,desain desain yah bagusss kenyamanan biasa saja kualitas bagusss barang yah bagus mantap,13
ahmadfaujan810,"Desain:bagus
Kemudahan:sip
Kualitas:baik",5,0,1734019794,desain bagus kemudahan sip kualitas baik,desain bagus kemudahan sip kualitas baik,6
cintacinta504,bagus,5,1,1696260964,bagus,bagus,1
endiandiansah1,"Desain:rapi
Kenyamanan:nyaman di pake nya
Kualitas:bagus

Mantap pesenan da sesuai",5,0,1731505988,desain rapi kenyamanan nyaman di pake nya kualitas bagus mantap pesenan da sesuai,desain rapi kenyamanan nyaman di pake nya kualitas bagus mantap pesenan da sesuai,13
jojojulian69,"Kenyamanan:Enak tidak sepertu pakai lipstik cewek
Desain:simple mudah di bahwa

Bahkan beli lagi terima kasih penjual",5,0,1722648186,kenyamanan enak tidak sepertu pakai lipstik cewek desain simple mudah di bahwa bahkan beli lagi terima kasih penjual,kenyamanan enak tidak sepertu pakai lipstik cewek desain simple mudah di bahwa bahkan beli lagi terima kasih penjual,18
2x848wzjx4,Sangat bagus & cepatt trma kasih.🙏,5,1,1690503331,sangat bagus cepatt trma kasih,sangat bagus cepatt trma kasih,5
a*****1,"Tips Pengguna:dioles dibibir
Kemasan:bagus
Profil Kecantikan:usia, warna kulit

Bagus",5,0,1750472011,tips pengguna dioles dibibir kemasan bagus profil kecantikan usia warna kulit bagus,tips pengguna dioles dibibir kemasan bagus profil kecantikan usia warna kulit bagus,12
rudi8844,,5,0,1692614306,,nan,1
buedakleutikcengos,,5,0,1692287101,,nan,1
itsukijotaro,"Desain:model yang menarik dan kekinian
Kenyamanan:sangat nyaman saat dikenakan
Kualitas:sangat bagus",5,0,1731049398,desain model yang menarik dan kekinian kenyamanan sangat nyaman saat dikenakan kualitas sangat bagus,desain model yang menarik dan kekinian kenyamanan sangat nyaman saat dikenakan kualitas sangat bagus,14
rendicahyaramadhan574,ok murah bos.e,5,0,1707894170,ok murah bos e,ok murah bos e,4
basriabduh,,5,0,1740036742,,nan,1
imamkhollif,"Desain:oke
Kualitas:sudah dalam kondisi terbuka
Efek:belum dicoba

Paket sudah sampe, tapi dalam kondisi sudah terbuka bukus mika nya..",3,1,1759466940,desain oke kualitas sudah dalam kondisi terbuka efek belum dicoba paket sudah sampe tapi dalam kondisi sudah terbuka bukus mika nya,desain oke kualitas sudah dalam kondisi terbuka efek belum dicoba paket sudah sampe tapi dalam kondisi sudah terbuka bukus mika nya,21
ndupanelkusla1903sh,Menyukainya,5,0,1689650787,menyukainya,menyukainya,1
