username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred,trust_score
ibribribr,"Performa:Lip balm
Cocok Untuk:Men's lip
Tekstur:Silky and light

Seller responsif
Real pic 
Pengiriman cuma sehari",5.0,18.0,1764543046,performa lip balm cocok untuk men s lip tekstur silky and light seller responsif real pic pengiriman cuma sehari,performa lip balm cocok untuk men s lip tekstur silky and light seller responsif real pic pengiriman cuma sehari,19,positive,0.75,112,0.0089285714285714,0.1052631578947368,0.0,0.0,0.028547932330827,0,95.87
muchamad_nurdianto,"Barang sesuai pesanan, kualitas produk sangat baik, kecepatan pengiriman sangat baik, cepat sampai, Mantap Banget...",5.0,4.0,1762146800,barang sesuai pesanan kualitas produk sangat baik kecepatan pengiriman sangat baik cepat sampai mantap banget,barang sesuai pesanan kualitas produk sangat baik kecepatan pengiriman sangat baik cepat sampai mantap banget,15,positive,0.75,109,0.0,0.2666666666666666,0.0,0.0,0.0666666666666666,0,84.86
elang001,Ok barang sudah diterima dg baik dan benar semoga bermanfaat dan bisa digunakan,5.0,0.0,1738672362,ok barang sudah diterima dg baik dan benar semoga bermanfaat dan bisa digunakan,ok barang sudah diterima dg baik dan benar semoga bermanfaat dan bisa digunakan,13,neutral,0.55,79,0.0126582278481012,0.1538461538461538,0.0,0.0,0.0416260954235637,0,49.38
hilalfirmansyah418,"Desain:bagus
Kualitas:sesuai
Kemudahan:sangat praktis

Yaa,terima kasih🙏
Di toko² sekitaran kawasan gw mahh kagak ada",5.0,1.0,1755101599,desain bagus kualitas sesuai kemudahan sangat praktis yaa terima kasih di toko sekitaran kawasan gw mahh kagak ada,desain bagus kualitas sesuai kemudahan sangat praktis yaa terima kasih di toko sekitaran kawasan gw mahh kagak ada,18,positive,0.75,114,0.0175438596491228,0.0,0.0,0.0,0.0043859649122807,0,81.8
h*****3,"Desain:model menarik dan kekinian
Kenyamanan:nyaman dikenakan
Kualitas:standart

Terimakasih barang dah datang",5.0,2.0,1755418051,desain model menarik dan kekinian kenyamanan nyaman dikenakan kualitas standart terimakasih barang dah datang,desain model menarik dan kekinian kenyamanan nyaman dikenakan kualitas standart terimakasih barang dah datang,14,neutral,0.55,109,0.0,0.0,0.0,0.0,0.0,0,53.63
agus_syam,"Performa:cukup nyaman
Tekstur:lembab
Cocok Untuk:bibir kering

Blm lama coba tp nyaman dipake. Thx all",5.0,2.0,1700313745,performa cukup nyaman tekstur lembab cocok untuk bibir kering blm lama coba tp nyaman dipake thx all,performa cukup nyaman tekstur lembab cocok untuk bibir kering blm lama coba tp nyaman dipake thx all,17,neutral,0.55,100,0.01,0.1176470588235294,0.0,0.0,0.0319117647058823,0,53.11
zakaria8a,"Desain:terbaik
Kemudahan:bagus mantap
Kenyamanan:mantap terbaik bagus

Tokonya amnh sukseselalu mantap terbaik ok bgus",5.0,0.0,1733653125,desain terbaik kemudahan bagus mantap kenyamanan mantap terbaik bagus tokonya amnh sukseselalu mantap terbaik ok bgus,desain terbaik kemudahan bagus mantap kenyamanan mantap terbaik bagus tokonya amnh sukseselalu mantap terbaik ok bgus,16,positive,0.75,117,0.0,0.5,0.0,0.0,0.125,0,77.0
nusawan_interior,"Terima kasih, Paketnya sudah Datang,packinganya full rapi, mantap. . . Semoga lancar selalu🙏🙏🙏",4.0,4.0,1753786048,terima kasih paketnya sudah datang packinganya full rapi mantap semoga lancar selalu,terima kasih paketnya sudah datang packinganya full rapi mantap semoga lancar selalu,12,positive,0.75,84,0.0119047619047619,0.0,0.0,0.0,0.0029761904761904,0,82.52
adie_bae_,"Desain:ok
Kenyamanan:nyaman
Kualitas:lumayan

Baru mau coba semoga aja cocok dan bersih untuk bibir hitam .",5.0,0.0,1731632268,desain ok kenyamanan nyaman kualitas lumayan baru mau coba semoga aja cocok dan bersih untuk bibir hitam,desain ok kenyamanan nyaman kualitas lumayan baru mau coba semoga aja cocok dan bersih untuk bibir hitam,17,positive,0.75,104,0.0,0.0,0.0,0.0,0.0,0,80.0
mukhtar614,"Desain:terlihat keren dan moderen
Kualitas:pengerjaan sangat rapih
Kemudahan:praktis,

Terkesan tidak ada merah"" nya, jadi cuman bisa nyaman saja untuk bibir yg kering tapi tetap hitam lhoo....",4.0,3.0,1759485297,desain terlihat keren dan moderen kualitas pengerjaan sangat rapih kemudahan praktis terkesan tidak ada merah nya jadi cuman bisa nyaman saja untuk bibir yg kering tapi tetap hitam lhoo,desain terlihat keren dan moderen kualitas pengerjaan sangat rapih kemudahan praktis terkesan tidak ada merah nya jadi cuman bisa nyaman saja untuk bibir yg kering tapi tetap hitam lhoo,29,neutral,0.55,185,0.0108108108108108,0.0,0.0,0.0,0.0027027027027027,0,51.14
shiddiqmz,"Desain:Sangat Bagus
Kualitas:Sangat Bagus
Efek:Insyaallah Sangat Bagus",5.0,2.0,1759003709,desain sangat bagus kualitas sangat bagus efek insyaallah sangat bagus,desain sangat bagus kualitas sangat bagus efek insyaallah sangat bagus,10,positive,0.75,70,0.0285714285714285,0.6,0.0,0.0,0.1571428571428571,0,79.68
7*****c,"Profil Kecantikan:bagus

barang sesuai. pengiriman cepat. amanah selalu ka.",5.0,1.0,1755221762,profil kecantikan bagus barang sesuai pengiriman cepat amanah selalu ka,profil kecantikan bagus barang sesuai pengiriman cepat amanah selalu ka,10,positive,0.75,71,0.0,0.0,0.0,0.0,0.0,0,81.9
saeful_kihfi29,Mantap pesen kemarin datang hari ini.... Realpict juga Sukses terus buat Tokonya👏👏,5.0,1.0,1711882874,mantap pesen kemarin datang hari ini realpict juga sukses terus buat tokonya,mantap pesen kemarin datang hari ini realpict juga sukses terus buat tokonya,12,positive,0.75,76,0.0,0.0,0.0,0.0,0.0,0,81.9
supendisiregar,Kualitas nya baik barang nya sesuai bagus penggirimanya cepat,5.0,1.0,1696291867,kualitas nya baik barang nya sesuai bagus penggirimanya cepat,kualitas nya baik barang nya sesuai bagus penggirimanya cepat,9,positive,0.75,61,0.0163934426229508,0.2222222222222222,0.0,0.0,0.0596539162112932,0,80.44
l*****2,,5.0,1.0,1755696339,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.42
arilgacor,"Desain:Alhamdulillah sudah yg kedua kalinya saya beli lip serum ini
Kualitas:dan hasil nya sangat memuaskan",5.0,0.0,1759503988,desain alhamdulillah sudah yg kedua kalinya saya beli lip serum ini kualitas dan hasil nya sangat memuaskan,desain alhamdulillah sudah yg kedua kalinya saya beli lip serum ini kualitas dan hasil nya sangat memuaskan,17,neutral,0.55,107,0.0093457943925233,0.0,0.0,0.0,0.0023364485981308,0,49.96
alfianyudhistira389,"Pengalaman Penggunaan:tekstur wangi
Kemasan:baik dan aman
Manfaat:membuat bibir lebih cerah",5.0,0.0,1750895693,pengalaman penggunaan tekstur wangi kemasan baik dan aman manfaat membuat bibir lebih cerah,pengalaman penggunaan tekstur wangi kemasan baik dan aman manfaat membuat bibir lebih cerah,13,neutral,0.55,91,0.0329670329670329,0.0,0.0,0.0,0.0082417582417582,0,49.88
nkrb7vrfgd,"Tekstur:belum coba
Cocok Untuk:belum coba
Performa:belum coba

Belum coba",5.0,2.0,1694762708,tekstur belum coba cocok untuk belum coba performa belum coba belum coba,tekstur belum coba cocok untuk belum coba performa belum coba belum coba,12,positive,0.75,72,0.0,0.6666666666666666,0.0,0.0,0.1666666666666666,0,79.44
firmansyafutra928,"Tips Pengguna:pemakaian dengan rutin
Manfaat:sdikit mencerahkan bibir yg ,berkosumsi peroko

barang nya sampai tunjuan ,pengiriman nya cepat",5.0,0.0,1708960767,tips pengguna pemakaian dengan rutin manfaat sdikit mencerahkan bibir yg berkosumsi peroko barang nya sampai tunjuan pengiriman nya cepat,tips pengguna pemakaian dengan rutin manfaat sdikit mencerahkan bibir yg berkosumsi peroko barang nya sampai tunjuan pengiriman nya cepat,19,positive,0.75,137,0.0145985401459854,0.1052631578947368,0.0,0.0,0.0299654245101805,0,79.28
muhamad_ismail18,,5.0,1.0,1690792675,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.42
d*****n,Makasi👍,5.0,1.0,1692051245,makasi,makasi,1,neutral,0.55,6,0.0,0.0,0.0,0.0,0.6,1,11.42
recksydhofingeovani27,,5.0,0.0,1692387094,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.0
jblakun,,5.0,0.0,1731230555,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.0
triwahyudijatisrono,Belum di coba...packing aman.barang sesuai foto mudah mudahan bibir ku gak kering lagi,5.0,1.0,1759466954,belum di coba packing aman barang sesuai foto mudah mudahan bibir ku gak kering lagi,belum di coba packing aman barang sesuai foto mudah mudahan bibir ku gak kering lagi,15,positive,0.75,84,0.0,0.0,0.0,0.0,0.0,0,81.9
k7oxd0cg5r,"Desain:Desain yah bagusss
Kenyamanan:Biasa saja
Kualitas:bagusss

Barang yah bagus mantap",2.0,0.0,1732334679,desain desain yah bagusss kenyamanan biasa saja kualitas bagusss barang yah bagus mantap,desain desain yah bagusss kenyamanan biasa saja kualitas bagusss barang yah bagus mantap,13,positive,0.75,88,0.0454545454545454,0.4615384615384615,0.0,1.0,0.3267482517482517,0,61.33
ahmadfaujan810,"Desain:bagus
Kemudahan:sip
Kualitas:baik",5.0,0.0,1734019794,desain bagus kemudahan sip kualitas baik,desain bagus kemudahan sip kualitas baik,6,positive,0.75,40,0.0,0.0,0.0,0.0,0.0,0,80.0
cintacinta504,bagus,5.0,1.0,1696260964,bagus,bagus,1,positive,0.75,5,0.0,0.0,0.4,0.0,0.72,1,15.07
endiandiansah1,"Desain:rapi
Kenyamanan:nyaman di pake nya
Kualitas:bagus

Mantap pesenan da sesuai",5.0,0.0,1731505988,desain rapi kenyamanan nyaman di pake nya kualitas bagus mantap pesenan da sesuai,desain rapi kenyamanan nyaman di pake nya kualitas bagus mantap pesenan da sesuai,13,positive,0.75,81,0.0,0.0,0.0,0.0,0.0,0,80.0
jojojulian69,"Kenyamanan:Enak tidak sepertu pakai lipstik cewek
Desain:simple mudah di bahwa

Bahkan beli lagi terima kasih penjual",5.0,0.0,1722648186,kenyamanan enak tidak sepertu pakai lipstik cewek desain simple mudah di bahwa bahkan beli lagi terima kasih penjual,kenyamanan enak tidak sepertu pakai lipstik cewek desain simple mudah di bahwa bahkan beli lagi terima kasih penjual,18,negative,0.75,116,0.0,0.0,0.0,1.0,0.2,0,18.8
2x848wzjx4,Sangat bagus & cepatt trma kasih.🙏,5.0,1.0,1690503331,sangat bagus cepatt trma kasih,sangat bagus cepatt trma kasih,5,positive,0.75,30,0.0333333333333333,0.0,0.0,0.0,0.0083333333333333,0,81.7
a*****1,"Tips Pengguna:dioles dibibir
Kemasan:bagus
Profil Kecantikan:usia, warna kulit

Bagus",5.0,0.0,1750472011,tips pengguna dioles dibibir kemasan bagus profil kecantikan usia warna kulit bagus,tips pengguna dioles dibibir kemasan bagus profil kecantikan usia warna kulit bagus,12,positive,0.75,83,0.0120481927710843,0.1666666666666666,0.0,0.0,0.0446787148594377,0,78.93
rudi8844,,5.0,0.0,1692614306,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.0
buedakleutikcengos,,5.0,0.0,1692287101,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.0
itsukijotaro,"Desain:model yang menarik dan kekinian
Kenyamanan:sangat nyaman saat dikenakan
Kualitas:sangat bagus",5.0,0.0,1731049398,desain model yang menarik dan kekinian kenyamanan sangat nyaman saat dikenakan kualitas sangat bagus,desain model yang menarik dan kekinian kenyamanan sangat nyaman saat dikenakan kualitas sangat bagus,14,positive,0.75,100,0.01,0.1428571428571428,0.0,0.0,0.0382142857142857,0,79.08
rendicahyaramadhan574,ok murah bos.e,5.0,0.0,1707894170,ok murah bos e,ok murah bos e,4,neutral,0.55,14,0.0,0.0,0.0,0.0,0.2,0,47.0
basriabduh,,5.0,0.0,1740036742,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.0
imamkhollif,"Desain:oke
Kualitas:sudah dalam kondisi terbuka
Efek:belum dicoba

Paket sudah sampe, tapi dalam kondisi sudah terbuka bukus mika nya..",3.0,1.0,1759466940,desain oke kualitas sudah dalam kondisi terbuka efek belum dicoba paket sudah sampe tapi dalam kondisi sudah terbuka bukus mika nya,desain oke kualitas sudah dalam kondisi terbuka efek belum dicoba paket sudah sampe tapi dalam kondisi sudah terbuka bukus mika nya,21,neutral,0.55,131,0.0,0.4285714285714285,0.0,0.0,0.1071428571428571,0,42.49
ndupanelkusla1903sh,Menyukainya,5.0,0.0,1689650787,menyukainya,menyukainya,1,neutral,0.55,11,0.0,0.0,0.0,0.0,0.2,0,47.0
369iiarwnj,"Desain:buruk
Kualitas:kayak tai..

barang penipuan.tidak seperti di iklan nya aga merah2han.eh tidak sama sekali malahan lebih parah warna bibir saya jadi tambah itam..",1.0,6.0,1763572137,desain buruk kualitas kayak tai barang penipuan tidak seperti di iklan nya aga merah2han eh tidak sama sekali malahan lebih parah warna bibir saya jadi tambah itam,desain buruk kualitas kayak tai barang penipuan tidak seperti di iklan nya aga merah2han eh tidak sama sekali malahan lebih parah warna bibir saya jadi tambah itam,27,negative,0.75,163,0.0,0.074074074074074,0.0,0.0,0.0185185185185185,0,12.95
d*****2,"Desain:menarik
Kemudahan:praktis
Kenyamanan:nyaman digunakan

Good job👍🏻",5.0,0.0,1733548757,desain menarik kemudahan praktis kenyamanan nyaman digunakan good job,desain menarik kemudahan praktis kenyamanan nyaman digunakan good job,9,neutral,0.55,69,0.0144927536231884,0.0,0.0,0.0,0.0036231884057971,0,49.95
riano_2024,Belum di cuba,5.0,0.0,1694917166,belum di cuba,belum di cuba,3,neutral,0.55,13,0.0,0.0,0.0,0.0,0.2,0,47.0
wylsyarif2,Belum coba.semoga cocok.terimakasih untuk tokonya,5.0,0.0,1703133446,belum coba semoga cocok terimakasih untuk tokonya,belum coba semoga cocok terimakasih untuk tokonya,7,positive,0.75,49,0.0,0.0,0.0,0.0,0.0,0,80.0
charo19,"Desain:keren
Kenyamanan:nyaman saat di pakai
Kualitas:bagus",5.0,0.0,1732544907,desain keren kenyamanan nyaman saat di pakai kualitas bagus,desain keren kenyamanan nyaman saat di pakai kualitas bagus,9,positive,0.75,59,0.0169491525423728,0.0,0.0,0.0,0.0042372881355932,0,79.9
a*****e,"Desain:ok
Kemudahan:praktis
Kualitas:bagus

otw korea",5.0,0.0,1734258957,desain ok kemudahan praktis kualitas bagus otw korea,desain ok kemudahan praktis kualitas bagus otw korea,8,positive,0.75,52,0.0,0.0,0.0,0.0,0.0,0,80.0
bangawall081,Baik sangat baik,5.0,0.0,1739637607,baik sangat baik,baik sangat baik,3,neutral,0.55,16,0.0,0.6666666666666666,0.0,0.0,0.1666666666666666,0,47.5
jay.rancage,Sesuai,5.0,0.0,1736135784,sesuai,sesuai,1,positive,0.75,6,0.0,0.0,0.0,0.0,0.6,1,17.6
raymondlangelo720,"Desain:work it
Kemudahan:sangat praktis
Kualitas:ok",5.0,0.0,1738518749,desain work it kemudahan sangat praktis kualitas ok,desain work it kemudahan sangat praktis kualitas ok,8,neutral,0.55,51,0.0,0.0,0.0,0.0,0.0,0,50.0
nusaindah76,Ok,5.0,0.0,1693103029,ok,ok,1,neutral,0.55,2,0.0,0.0,0.4,0.0,0.72,1,9.2
fitrialishoppe,Ok,5.0,0.0,1693729863,ok,ok,1,neutral,0.55,2,0.0,0.0,0.4,0.0,0.72,1,9.2
fendy2019,"Desain:minimalis
Kenyamanan:sesuai target
Kualitas:bagus

Kecil dan praktis",5.0,0.0,1733056741,desain minimalis kenyamanan sesuai target kualitas bagus kecil dan praktis,desain minimalis kenyamanan sesuai target kualitas bagus kecil dan praktis,10,positive,0.75,74,0.0,0.0,0.0,0.0,0.0,0,80.0
ahmadhasanudin175,bagus,5.0,0.0,1747727563,bagus,bagus,1,positive,0.75,5,0.0,0.0,0.4,0.0,0.72,1,14.72
d5sr50ucxu,Sesuai dengan iklan semoga bermafaat dan tetap amanah,5.0,0.0,1738144666,sesuai dengan iklan semoga bermafaat dan tetap amanah,sesuai dengan iklan semoga bermafaat dan tetap amanah,8,positive,0.75,53,0.0188679245283018,0.0,0.0,0.0,0.0047169811320754,0,79.89
z*****3,"Sangat nyaman dikenakan,uhuyyyyy pokoknya mah keren....",5.0,0.0,1718796272,sangat nyaman dikenakan uhuyyyyy pokoknya mah keren,sangat nyaman dikenakan uhuyyyyy pokoknya mah keren,7,positive,0.75,51,0.0784313725490196,0.0,0.0,0.0,0.0196078431372549,0,79.53
oi1p8zp4jz,good,5.0,0.0,1695462294,good,good,1,neutral,0.55,4,0.25,0.0,0.2,0.0,0.7224999999999999,1,9.16
heriaja450,Terimakasih pesanan sudah sampai 😊👍🏻,5.0,0.0,1765173140,terimakasih pesanan sudah sampai,terimakasih pesanan sudah sampai,4,neutral,0.55,32,0.0,0.0,0.0,0.0,0.0,0,50.0
1abidzar01,"Desain:ol
Kualitas:ok

Yess",5.0,0.0,1736953425,desain ol kualitas ok yess,desain ol kualitas ok yess,5,neutral,0.55,26,0.0384615384615384,0.0,0.0,0.0,0.0096153846153846,0,49.86
ekaezya,Sesuai pesanan,5.0,0.0,1732765972,sesuai pesanan,sesuai pesanan,2,positive,0.75,14,0.0,0.0,0.2,0.0,0.26,0,73.76
hendrosetiawan193,,5.0,0.0,1746021813,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.0
raisyah.69,,5.0,0.0,1737237858,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.0
aziz.fauzan6623,,5.0,0.0,1692698570,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.0
damargilang835,"Desain:bagus
Kualitas:bagus
Kemudahan:bagus",5.0,0.0,1738993797,desain bagus kualitas bagus kemudahan bagus,desain bagus kualitas bagus kemudahan bagus,6,positive,0.75,43,0.0,0.5,0.0,0.0,0.125,0,77.0
hargaterjangkau060,Desain:josjis,5.0,0.0,1764664245,desain josjis,desain josjis,2,neutral,0.55,13,0.0,0.0,0.0,0.0,0.2,0,47.0
tungtungsahur133,"Desain:bagus
Kualitas:memuaskan
Efek:mencerahkan bibir, tidak membuat bibir pecah""",5.0,0.0,1750194511,desain bagus kualitas memuaskan efek mencerahkan bibir tidak membuat bibir pecah,desain bagus kualitas memuaskan efek mencerahkan bibir tidak membuat bibir pecah,11,neutral,0.55,80,0.0,0.1818181818181818,0.0,0.0,0.0454545454545454,0,49.32
d1ktk_9obi,Awal agak perih,5.0,0.0,1706949811,awal agak perih,awal agak perih,3,neutral,0.55,15,0.0,0.0,0.0,0.0,0.2,0,47.0
edwinclever828,,5.0,0.0,1746968661,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1,11.0
