username,comment,rating,likes,create_time
prio_alvino,"Fitur Terbaik:mantul

upgrade hdd ke nvme sangat terasa jauh kecepatannya, mantap",5,25,1758536903
erjakkk,"semoga support , sempet batalin karna saya ragu soal laptop saya , intinya the best lah seller nya direspond dgn baik dan ramah sampe dicariin support ap engganya makasih seller baik",5,3,1750356440
f*****a,"Fungsi:bekerja dengan baik
Garansi:garansi vgen
Keaslian:asli

Merk langganan dan ada service centernya",5,0,1742448608
d*****i,"Sepadan dengan Harga:sangat worth it
Fitur Terbaik:pnp

Harga sangat murah dibanding brand lain, namun memiliki kemampuan yg sama, sangat rekomended ini SSD!",5,0,1703127582
,Barang sesuai deskripsi... kemaren dikirim hari ini dah sampai ... rekomendet seler,5,0,1604973986
f*****o,"Sepadan dengan Harga:Di luar ada yang lebih murah, tapi toko official itu lebih trusted rasanya.

Sudah dipasang, berfungsi dengan baik, lancar dan semoga awet lama. Thanks seller....",5,0,1757760078
marlborosuck,"Sesuai dengan deskripsi yaa...
Udh masuk juga di slot,
Makasi buat adm nya",5,0,1694941190
didiknanikovan,"Fungsi:baik
Garansi:3 tahun
Keaslian:99,9% asli

Semoga awet bisa sampai 5th lebih",5,0,1756961818
sisca_iw,"Fungsi:beroprasi dengan baik
Garansi:sesuai deskripsi
Keaslian:dijamin original

Recomended",5,0,1731926483
f*****a,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Oke cocok. Pengiriman cepat. Respon penjual cpat",5,0,1696741903
miftahkwijalopo1234,"Barang original, sudah di coba dan berfungi sangat bagus,  terimakasih kak",5,0,1696820599
izza.labisal,"Fungsi:sejauh jni baik
Garansi:5 tahun
Keaslian:asli

Mantap, semoga awet dan gada kendala",5,0,1732088000
microcomputerstore,"Fungsi:berfungsi dengan baik
Keaslian:original vgen

Barang sesuai pesanan dan berfungsi dengan baik",5,0,1748928980
arifyudhaa,"Mantap barang ori, waktu di test normal dan kenceng, instal windows gak kerasa langsung selesai mantap.",5,0,1595932781
nunuchi5nu,"Barang sesuai dan berfungsi
Semoga awet",5,0,1720339760
cpyon,"Fitur Terbaik:Kurir cepat

Semoga barangnya awet",5,0,1696811981
a*****o,"Fungsi:bekerja dengan baik
Garansi:sangat membantu dan semoga tidak ada kerusakan sehingga tidak perlu klaim garansi
Keaslian:ori",5,0,1753425098
ahmadffff,"Produk berbahaya, jadi ga ada waktu buat ke kamar mandi pas nyalain laptop",5,1,1597495776
sisca_iw,"Fungsi:barang bekerja dengan baik
Garansi:sesuai deskripsi toko
Keaslian:dijamin asli

Oke sip recomended",5,0,1731925911
ninikrohana,Sudah dipasang.. Belum dicoba karena belum selesai... Semoga cocok.. terima kasih,5,0,1696818238
dianbajulan,"Fitur Terbaik:ok
Sepadan dengan Harga:Ok

Paket di terima",5,0,1703932093
wahyudp98,"Upgrade ssd nambah cepet pas buka windows, mantap lah makin cepet kerjanya",5,0,1610972625
,"Mantaaaap
Q uda langganan di toko ini",5,0,1619667473
exwan_andi,,5,0,1700472164
a*****z,Booting windows cepet + loading game nya 2x cepet 👍👍🔥,5,1,1697760962
rizkitumbas,"Sepadan dengan Harga:ok
Fitur Terbaik:ok

Packing cepat sampai good job  jos semoga bagus jos mantap",5,0,1696818687
gutteh,Barang bagus sesuai deskripsi,5,0,1723030191
ferdi2511,Thx,5,0,1594728674
cwati0128,,5,0,1757378241
ciptowk,barang sudah di terima dalam keadaan baik..,5,0,1705461901
nunuchi5nu,Barang sesuai,5,0,1736691159
dhyephoo,Semoga awet,5,0,1708818441
fathur767,,5,0,1691841363
sistiawan,,5,0,1724297703
fadholjalaludin,,5,0,1736520219
sofyan1723,,5,0,1744114683
a*****o,,5,0,1703692713
diqyaimi,Berfungsi dengan baik... Terima kasih... 👌,5,0,1726236551
a*****d,"Sippp, respon penjual baik, paket cepat sampai, packing aman",5,0,1632901863
i*****4,,5,0,1704547938
harryrasaini,,5,0,1607133586
nurul.fanani,"Sepadan dengan Harga:iya
Fitur Terbaik:original

barang original bagus, harga bersahabat, seller ramah dan fast respon, packing bagus, pengiriman cepat. recommended seller. thanks",5,0,1694591254
asrori_cak_tutorial,"Barang cepat sampai, penjual responsive, good job. 
Barang original, garansi resmi.
Jos tankyu",5,0,1633874161
