username,comment,rating,likes,create_time
d*****q,"Desain:jam kliatan mewah dan elegan👍
Fungsi:Garansi satu tahun
Pas untuk Acara:bagus dan memuaskan👍

mahkasih paket jam tangan saya sudah sampai dengan baik dan sangat suka soalnya sangat bagus banget dan mewah buat tokonya semoga semakin laris manis dan lancar buat abang kurirnya mahkasih sudah antarkan paket saya dengan baik.👍👍👍👍👍",5,90,1765467898
s*****r,"Desain:terlihat keren dan modern
Kualitas:bagus
Kegunaan:untuk menunjukan waktu

pesanan sudah sampai seller ramah pengemasan dan pengiriman jg cepat,jam tangan nya bagus murah bgt tp g murahan ada penunjuk tanggal nya juga dan sangat ringan cocok untuk dipakai sehari hari saat bekerja bolehlah nt beli model lain utk ganti ganti
terima kasih seller sukses selalu 
terima kasih jg abg kurir",5,13,1765811885
f1_4yqi3vu,"Desain:menarik
Kualitas:bagus
Pas untuk Acara:resmi

Pesanan sudah diterima barang cocok harga murah toko amanah",5,3,1765247488
novasantia,"Desain:sangat menarik dan mewah
Kegunaan:sangat cocok untuk dijadikan kadoo
Kualitas:sangat bagus dan memuaskan

Inii sangatt mewahh sekali dengan harga 30 RB an,, ini sangatt cocok untuk kadoo, jangan raguu beli di toko ini,, ini sangat amanah sekalii, nexttt bakalan order lagiii dengan model lainn, mksihh reseller and kurirr🥰🥰🥰",5,0,1764848446
sariiakbar482,"Desain:sangat bangus
Kegunaan:kasih surpirse
Kualitas:sangat bagus

Gk espek sebagus ini ternyata jam nya udah free bok+batrai+pemotong rantai+lap nya juga makasih ya kk semoga suami aku suka🥰 semoga makin lancar makin sukses buat toko nya next bakal beli lagi buat aku sendiri nanti",5,1,1765840752
nidzomsophee,"Desain:jam dengan tampilan sangat elegan dan mewah
Kegunaan:sangat untuk di jadikan kado
Kualitas:sangat bagus",5,0,1765287195
2lukman5,"Luar biasa terlihat jam mewah, tdk seperti jam murah.. Mantap.. Puas dgn barang ini.. Dgn harga segitu beserta tempat dan buku petunjuk serta dpt batre jam dan kain lap kaca jam.... Mantafffffff",5,6,1765512323
gustiiayuu,"Desain:okelah

Barang sesuai photo ok lah pokoknya",5,16,1763217581
onangrembo,"Desain:kren
Fungsi:dgn baik
Pas untuk Acara:apa sja

Mewah bgttttt bebsss
Pokoknya puas.. Mharga murce kualitas top dehhh

Thanks seller🥰",5,40,1765806028
w*****9,"Desain:Bagus
Kualitas:Bagus
Pas untuk Acara:Dipakai sehari hari

Barang datang dalam kondisi baik, jamnya bagus tampilan nya elegan, next order lagi, Terima kasih",5,6,1764687767
nh861kvfsp,"Desain:menarik
Kegunaan:cocok untuk di bawa kemana aja
Kualitas:premium",5,0,1763113367
sabarnarimo895,"Desain:menarik
Kegunaan:pake sendiri maupun kado keren ini
Kualitas:bagus bngt

Gak espec sih se cakep ini,mana packaging nya oke bngt kyk jam mhl... Baru pertama beli di toko ini , pokoknya gak nyesel next order lagi 😆😍",5,0,1765114949
a*****2,"Terimakasih jam nya udah sampai, udah gitu bagus lagi jamnya",5,0,1764665062
